"Basin","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"V1","Ganges","14.7604534799297","14.2989684331583","14.8168958757473","12.265674928754","13.7537584314829","11.0644168254998","10.7775990793935","12.0174022810547","12.106924740917","13.1792358606571","11.8841148587464","11.5157411690366","9.45052328831972","10.9971878058055","10.2432082253151","11.616981442161","11.2784255956931","10.606170770931","12.3870198590181","11.3271269026904","10.0767999083032","10.5849785018425","10.836122738233","10.7345493729929","11.4166038765947","10.8886447803225","11.5238380027677","11.2353718335034","12.0318846148169","11.0337296340653","10.9985850669756","9.86975281902173","10.9238471843443","9.80077367769699","10.7127671420359","9.78134573128499","10.4008639927466","9.48060567289828","10.8219216364424","10.3958812178043","9.9109898950166","10.7470770494816","9.45610244071233","10.172605763275","9.88989793217388","9.71434346914609","9.94198201347455","9.41293316985429","9.79436086349714","8.42192329152469","9.42804109332332","7.70778373375127","9.30230610586733","8.73433810057073","8.81317908585173","8.01424708644067","8.08274445124094","8.32583688533733","8.18005187985904","6.35302022972482","7.33123262262942","7.98336427274051","7.39387971177397","7.24277316764616","7.91399780030313","7.42548163272835","7.28010898686479","7.20830800495636","8.30169892895452","7.66530884076911","6.89848257579946","7.1081606956372","7.26419709372211","6.59518939373844","6.90106665395311","6.38886138282855","6.07139267043977","5.91137043307174","5.87961293027271","5.53357600804373","5.38739126370814","5.46152435841381","5.24221148878799","5.37951053584834","4.61604008377799","4.02362327915835","4.79091315507866","4.36502701934097","4.79366517198887","4.46532233634113","4.47372432610822","4.26912758469803","4.36555214876652","4.14368728127845","3.84133172552895","3.45005273179818","3.40801967531345","3.08813759299692","3.26906131337542","3.12740384988098"
"V2","Mekong","0.291836693103755","0.280398630183501","0.303020824439101","0.237354637173537","0.33756472353153","0.321515844091357","0.261900779983482","0.290177933400313","0.313479772842992","0.305338798046251","0.309763132809879","0.297524354162572","0.176081335038782","0.251135504740979","0.219713270793906","0.292095745763346","0.272401894137386","0.294186006110794","0.295922708763724","0.295258848567702","0.221825787420482","0.337228563095504","0.325367595161743","0.279513316393663","0.345405752730569","0.287817050424445","0.231308406534009","0.237222166840905","0.273568577202351","0.266116015444891","0.259362684156799","0.247926256323203","0.246384429251978","0.272924877550184","0.228652935964454","0.242260814613584","0.236009605069054","0.256324366762652","0.241050934953812","0.222685130511885","0.184967174652494","0.258517082688526","0.227451679333385","0.218534738934334","0.157437691729402","0.193243922124537","0.232971089991875","0.196687605606054","0.246616410296134","0.150442107639025","0.187735385557374","0.141178784979869","0.203750212371512","0.159527482311963","0.154604144128082","0.142222965992478","0.149337155293361","0.154559627726832","0.146453587196976","0.140179506421233","0.125624735298088","0.15046588284434","0.125894992854549","0.13473389317603","0.124629731319267","0.143906883043095","0.124815167297985","0.123033613076539","0.1175310762867","0.10728255365338","0.103572309138262","0.113111524021503","0.110174838991546","0.102346373766436","0.111455649730513","0.103812672422202","0.0944258698060419","0.0920916010453437","0.0866516352591422","0.0822935648247633","0.0823802207875504","0.0785453865275224","0.082496609142523","0.0802319706955303","0.0729565462200845","0.0748366017512491","0.0644140953147681","0.0647886753526262","0.0782249179464022","0.0669455655172737","0.069293582955579","0.0698329116116011","0.0735474760176226","0.0682905478205494","0.0570731204775278","0.0601328014689554","0.05715154674976","0.0510689769745931","0.0610951117148961","0.0503677479196092"
"V3","Irawaddy","0.16361261781017","0.149785560840607","0.143482445298696","0.130204413771428","0.146722187031355","0.128737889469515","0.124551930346758","0.129403636116064","0.112410678208286","0.0991520052169343","0.104392515038424","0.095799815570111","0.0752759182678882","0.0899281026316783","0.0880145770818603","0.0919028458858256","0.0935132324240712","0.0794234040530481","0.0870734013804206","0.0838544552529587","0.0745906742196814","0.0866288635091814","0.0850296575160047","0.0926372687691769","0.0813685185714584","0.0718088657558499","0.0823289694987391","0.0588768111307114","0.0634464953225728","0.0661496172977732","0.0611470118695551","0.0614183636300206","0.0571419752945444","0.0564188597711834","0.0430950479865363","0.0532997356991233","0.050823215955219","0.0499164200381121","0.0462444755895928","0.043725120266259","0.0400588953001686","0.0474580503934563","0.0358547313946197","0.035313697713949","0.0320564028329682","0.034391747015446","0.0405752368548967","0.0317130759121225","0.0365577969072178","0.0247445345833125","0.0286810220742532","0.0235394271642328","0.0293836959870327","0.0230621170485691","0.0228816638998404","0.0215976341803807","0.0213432260590385","0.0183650318391387","0.0202111281311983","0.0192924338020261","0.0186483815016404","0.021080925530099","0.0162945392521788","0.0194094056297472","0.016540543599726","0.0195286954780911","0.0159366287145773","0.0149475730256711","0.0154813524908013","0.0152909096263882","0.0131358744460936","0.01284926817297","0.0124731181866841","0.0106658099854995","0.0124705559167201","0.0129380293187578","0.0105398197231858","0.0102752912794545","0.00946921831113157","0.00821180696710522","0.00882555969023176","0.00868704862900412","0.00915641063344987","0.0091789892457032","0.00777017570774709","0.0078673526998134","0.00724581022017636","0.00708627948700917","0.00921892399221893","0.0074898565897896","0.00771108259780373","0.00816830857659994","0.00863135055038654","0.00793996783999576","0.00648703868376642","0.00708142085291727","0.00646411118487382","0.00580887291808136","0.0070024668058344","0.00593199173067218"
"V4","Luni_ext","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"V5","Indus","24.1060509240475","25.7900544046017","28.0166751371447","21.3304424316942","27.3442022798098","23.918690024352","25.6379801794291","31.3577005907459","27.8351008380665","22.2753222713419","17.7738733872175","22.8304309652569","22.8564987672618","21.8895800507667","25.9795818908823","23.51475719737","25.6028503665359","33.6762313714288","26.8796266060407","32.258303854845","28.261805720095","21.4298368926477","24.0323957559093","24.8164507098089","36.1146046553712","32.5624312930202","31.5843142065638","23.9993494545574","39.8098960314162","42.2461677493527","30.4892510145049","26.4764242705252","25.6571056810236","26.551259749178","28.1662983663971","25.3782369486031","23.9761583260643","22.9626839829577","24.0487322763388","29.9423557704821","30.2904767470039","28.8114522972982","30.3896264315729","32.6378936323444","29.3318817930415","33.338473824189","34.7260803228195","27.0520709124879","36.4857101025264","34.2704274809723","26.9402299817117","24.9827507204606","43.1545937946931","26.3991363598418","25.6462185440619","25.8943452031662","33.7639194705478","35.3709166807209","32.5700207512429","26.6389364579467","22.5456529228939","19.0347318372576","25.4112895425761","39.7549738141817","28.8457895454807","26.9547235122577","35.2798565906363","32.1852626838582","36.5439288252731","35.1749107940874","29.3060620964372","29.9097194168384","29.1795759605748","32.7439078302326","35.7281034386548","34.0903713489842","30.6213606979589","27.1701167390858","28.1398736207729","29.0360200318417","24.0292534521711","23.9450480263686","26.0577221448181","33.7806383645063","29.5255096373665","28.3237607307981","26.3759118081637","23.8761228495468","36.73372772789","25.3066567302347","30.0515345038706","29.0146134503546","23.9320482037903","29.7697299970375","23.0387544488829","24.3760658970224","26.8167475396294","29.445103598272","27.9590638539787","29.1123592626845"
"V6","Amu_Darya","7.85327372220433","9.28596643783948","8.76328167922963","8.87090922188054","7.37770642384315","12.0568738661766","10.3070107677608","10.0254728678766","9.43055803252816","6.34372046444977","7.21243132572074","11.7027095954628","12.4211373009368","9.07207276777716","13.1718907117568","10.5334751539061","11.015840348369","13.6380870249519","9.70703520083585","12.8522499996653","11.83742139839","8.45966447192126","6.39846028329068","10.8576783015711","11.4612181233305","14.1839654374746","13.6152086117068","11.7579251930104","13.1331677780651","21.1008390311264","14.8727251178863","12.579467752026","11.1357185925182","13.8763211003898","9.90285149148627","10.8707115015132","11.3462376651028","10.7799794894989","11.9060449003483","13.8549807703105","12.9452960703366","13.4506983113866","12.8481188565464","10.0064884576937","12.7390799394775","14.4001481722278","12.175284427257","8.22330601166933","11.3501765578984","15.7545671535634","10.1935414620017","14.7807862506599","14.7100788631774","13.3612528034613","11.8287671774859","13.5889191093297","14.1125798695949","13.7475995845069","15.1858490279702","14.4682883125816","11.4323929077928","9.27394294400801","11.7414176420014","17.2009328927803","11.9858706463613","10.441183789736","11.1358539813671","10.7078322343717","13.4095270370988","14.18000516373","11.3979855034136","10.8060384186627","10.5855617637454","10.8273494010484","12.7054287747634","11.4504898640289","10.9907459381306","9.34421690723072","10.5288897796054","9.64789272251197","9.32167513795782","8.16843221487621","9.99462073511336","8.88042430767351","9.68760578039828","9.04792137109015","9.08899352848236","5.62121258967729","10.1186679481008","8.1321940626742","8.59146266447372","8.59121219224483","6.18107718707634","8.11959209723731","6.11220277080585","7.07932120688932","7.09604569524332","7.63362280116891","6.10627315737336","6.79310650031126"
"V7","Brahmaputra","24.2212818040275","24.3255318354009","24.3760428736348","21.5745578978372","24.1180929479183","21.7791248475118","21.2711502787134","21.22621196862","23.2504545510825","20.9609138457678","22.2845104380819","20.8878071164127","15.4882421441662","19.6959124513688","18.3311117856649","21.2462999315163","18.9013474864607","18.3491667867788","20.2087002545485","19.3528231015909","17.3988417675273","20.3032370795755","19.4722130063971","20.4696597557448","20.2536019729004","17.7670254358091","19.4748217546912","17.0190054549775","17.9070529850454","17.9828411114881","17.556034125781","16.9527616298801","17.1212944670163","15.9974227301727","15.0956596459843","15.8994613015839","16.0081254470088","14.8462072332533","15.9364605032853","14.4805697238819","13.9122891162706","16.4556973315633","14.2603453697401","14.3862256173661","12.9561528957846","14.2687347656768","14.2974355741133","13.9559021865686","14.2298853188035","11.036988584011","13.5277071743203","10.4899469750995","12.9970846316726","11.7620328976453","11.7452221719801","10.8203593127147","10.9516160068687","9.95787005450732","10.5877554362163","9.3060993876214","9.48928748390055","11.2248331451","9.22324719351711","9.44986668022415","9.18677032135855","10.2343180204416","8.98269359317968","8.92262007724663","9.44398439863731","8.82941961736784","7.90353221012259","7.81453469704339","8.33420846986919","7.30986070908983","8.37786118139942","7.70852744306498","6.99386821579175","6.82706312186433","6.4362123992024","6.04733361096664","6.1838221959825","5.92980181857096","6.00732382804814","5.63724440977624","5.08934473096423","4.90332278711955","4.8078019555141","4.87600775346239","5.69663029673002","5.08384887978713","5.15376935052567","5.29209530689933","5.42674899720322","4.95843332739777","4.21000767406715","4.459318064592","4.16046239843963","3.56208055717171","4.3327580623902","3.74894983279518"
"V8","Syr_Darya","2.65560265841","2.57204394741858","2.51120659298741","2.47323050799496","1.9385714266274","2.83964139365767","2.75026720800806","1.983556897686","2.09855506952744","1.69882197273226","1.76584906019084","2.97360231626108","2.82529731971816","2.35277674789645","3.19071454844501","2.68775626461509","2.41858599523206","2.98449584145083","2.65352329576399","2.57979962650928","3.04010429785048","2.3696677006904","1.67707044888467","2.15274840305258","2.57791896160106","3.66678668268011","3.31925361609622","2.83583041222977","2.52448197588043","4.3052440238548","3.17492128564781","2.82114162647033","2.51643841619491","3.18815232435569","2.21518450197031","2.60731752467926","2.65210650258163","2.38862208432099","2.34022697952168","2.81371427933861","2.88609839957929","2.80383467916525","2.47515496679217","2.28447341979536","2.69397077819284","2.76391260109638","2.08111033308187","1.61957890605797","2.17364780545864","2.76320840382085","1.88982667387651","2.65917906887119","2.09747892451515","2.22616223424095","2.05363553844976","2.33092060379001","2.03856865146608","2.08755889866394","2.17540994516659","2.09239327294161","1.65296487193917","1.42140901451929","1.62488002016656","2.17700684115353","1.79008537862344","1.33670666068452","1.24105987154768","1.1767215363036","1.52935258313059","1.65341730906137","1.38156848045277","1.09879864929523","1.13099224564614","1.21122180742052","1.21055753718096","1.06741105628689","1.05646098726961","0.804253940711781","0.970934974615129","0.804121639549202","0.767099920482467","0.651103787241829","0.783972776304858","0.653433527183389","0.594771149430208","0.575707731067526","0.573076258918393","0.397958078192996","0.509631436273061","0.460853428235296","0.448808027994708","0.429599871802419","0.329850932358014","0.384318563322075","0.283923777555205","0.319886092917302","0.303911203733931","0.275583341870961","0.22824343179616","0.237918808256006"
"V9","Salween","2.86544875527664","2.85171681096138","2.91999249814738","2.36561578994567","2.94676189399508","2.72203266511081","2.49394275417543","2.62622105582202","2.88363497940888","2.478278772093","2.60292447971761","2.47775848224761","1.79693680310982","2.2660855775744","2.15017298857067","2.5656095615861","2.20549453680743","2.25708971887651","2.48111814708668","2.39186702445463","2.07840598206488","2.53107683862516","2.36367329742826","2.40004164165147","2.55537143960372","2.14432058022682","2.20941047332409","1.86488757801342","2.11282797115776","2.03498643687231","1.9210949320358","1.84033601422241","1.86377643760155","1.73564955047096","1.71490000575095","1.75383558126149","1.66153038469252","1.57922425319266","1.65917451250646","1.44676105916609","1.38263993492351","1.69683208009219","1.46119058516663","1.44557462985375","1.23331261666333","1.40622001869343","1.38303674666823","1.36533529009729","1.32522351186698","1.01769185868165","1.23787279201648","0.893740000387161","1.15190468594048","1.0004606954183","1.03252286770574","0.914578821401377","0.927077611239197","0.836587697249208","0.823904637874578","0.753611154469368","0.698013498912095","0.888777632785528","0.734866126570108","0.736516020092434","0.6623784852083","0.762035089783188","0.673387850437425","0.64864788426783","0.635673865742976","0.5842021094433","0.541579123143527","0.535335666434938","0.566873110442561","0.486016554639452","0.552421824050303","0.503021532028086","0.429356932942846","0.421737934365551","0.3825626386141","0.373803381902037","0.388460068705938","0.344331279380235","0.345052780345109","0.320659601668644","0.306122409143082","0.29200863640929","0.242764785662326","0.261650726057318","0.302418638550484","0.270957412289565","0.271897016238092","0.27732513160237","0.275785594880243","0.253633918427193","0.208116684226463","0.219688494394662","0.212271512257488","0.174792813987478","0.20624791752427","0.170111684688045"
"V10","Tarim","11.0466901632513","10.9225697296882","11.0334248370812","10.4391336524338","11.4429899921272","10.6690106911738","12.4046564810111","12.5372878781188","11.9667865242025","6.90678140936941","6.50088720055611","11.8984182053768","10.1895075186117","9.61391385202846","14.0236203719863","9.38512900661065","12.2220529290548","14.7415148644297","10.9064007715376","13.3617693602045","14.3234335106931","11.6387961420415","10.5510285616772","11.0891709516526","16.3148814478339","17.4511228846991","16.6384432102537","11.2447147606828","19.5814097186216","24.440750388333","17.4266308964925","14.7560537096651","13.1285017605693","14.6776055316216","12.5019459950187","14.3605838274772","11.878013599743","12.9099974090933","13.1506754672723","15.0512808647881","14.7749023294484","16.4683062713235","17.1312686655619","17.7884214331365","14.0714952943445","20.7231811958043","18.9722656247486","12.1302585549563","18.7208832000481","19.7607230944548","13.7615653525698","17.6758227525636","24.104833078684","14.1670786631572","14.1674335526584","17.141130809057","19.7702798476656","21.2144894779632","18.9805066882308","16.8941745853165","11.9084774747601","11.6585075285795","15.5059514324222","25.7306835847692","19.3196474100165","17.0134253331408","21.5898124327726","19.4860942431364","21.0417377988141","20.0685957838127","18.2776550700125","17.4826697245256","17.4460769067011","20.4962942304224","23.3018513642774","22.1747864909743","19.3043672344234","17.7130941711197","17.179827261586","18.1162262467686","16.3843238050103","14.554477625528","17.4730828927261","19.4814585741572","18.6519956126169","17.7490790719285","14.1242787780743","14.6065818193889","23.6445685482811","15.8436352755457","17.7438784051619","18.4638828831297","13.4745212864093","18.5701253571165","12.9397651195378","16.4209057572922","17.3030606308722","17.442037662902","17.0649238499907","15.6157235593431"
