"Basin","Jan_mean","Feb_mean","Mar_mean","Apr_mean","May_mean","Jun_mean","Jul_mean","Aug_mean","Sep_mean","Oct_mean","Nov_mean","Dec_mean","Jan_stdev","Feb_stdev","Mar_stdev","Apr_stdev","May_stdev","Jun_stdev","Jul_stdev","Aug_stdev","Sep_stdev","Oct_stdev","Nov_stdev","Dec_stdev"
"Ganges",1.68027848677082e-06,1.90633742374745e-05,0.000462938936236759,0.0116120528044133,0.179970630252824,2.00717113686484,4.07069306697494,3.66437940666786,1.37195642151157,0.0349868381420365,0.000776393622225112,1.8702389021984e-05,7.3482596091697e-06,7.53389999686578e-05,0.000711752040149816,0.0106836325257034,0.107855033162731,0.636979698879765,0.561469842157972,0.559473662549967,0.423216633851817,0.0265710208646978,0.000639888819935568,4.54674053234092e-05
"Mekong",4.13225902548537e-06,3.02429087692856e-05,0.000199418812895453,0.000811287153825879,0.00459402929916929,0.0440331314948304,0.102519546880054,0.0910537485256263,0.0241272192661274,0.00177908343558741,0.000179061069726822,1.10708618857137e-05,7.17972466862749e-06,4.04202343125741e-05,9.02754003799785e-05,0.000330343814820772,0.00185832859496233,0.0215906854088942,0.024481422771121,0.0263740603892863,0.0146961693686224,0.000875990249877551,8.97000131956693e-05,1.03373951918012e-05
"Irawaddy",0,0,6.48915409332962e-08,8.97046638002539e-05,0.0057681490150027,0.0273918481046299,0.0333828230499026,0.0315189502704858,0.0215262042740746,0.00139949647079707,1.3325743827379e-07,0,0,0,3.02640317249843e-07,0.000318563669274198,0.00370506853368067,0.00675415869888623,0.00702927967833545,0.00677688957654272,0.00577424830801986,0.00167407641603166,6.40375369870795e-07,0
"Luni_ext",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Indus",9.44494347939109e-07,1.68936477507292e-05,0.000994731046078583,0.0210085290144232,0.382066848253812,3.14936954359444,10.2200782058263,9.30200383479937,1.79916434675259,0.0589667282407006,0.000542801560678502,7.22278147799033e-06,3.1634088975034e-06,4.40518481542543e-05,0.00151895159762103,0.0225842984089598,0.283224473385786,1.58667057722969,2.63838254130068,2.1537944875667,0.752295419171769,0.051497535970553,0.000806116481700245,9.88794406319852e-06
"Amu_Darya",1.01106913033505e-11,2.77268844929171e-08,0.000176984391548925,0.0138359397914442,0.204935003160687,1.52709024717032,4.39792313493239,3.66585213387739,0.585704206065381,0.0167860286962908,6.33999969831586e-05,6.71705237631748e-09,6.23264870500706e-11,1.25464456939958e-07,0.000380940912329241,0.0108087831736372,0.146292402074949,0.701426203385235,1.41904855563992,1.07297401455645,0.32216041644898,0.0151515693648667,0.000206929116778027,2.07470719674562e-08
"Brahmaputra",0.000461702741924651,0.00231017288722321,0.0107565983048712,0.0649111586968516,0.674545819979696,4.31159555687467,6.50459575669815,5.97659788846519,3.20369636991899,0.226379497756367,0.0109692673429757,0.00137216251275361,0.000579523995545535,0.00225291285788099,0.00540191812423968,0.0542055985183125,0.284464205472539,0.98351345952365,0.803479886719514,0.896035770675078,0.834982684961422,0.134207057028448,0.0058274476038723,0.00109987744513339
"Syr_Darya",0,4.09740130209092e-11,8.08481268076839e-06,0.00123727330135151,0.035244653072486,0.41617306411485,1.0490567805387,0.832492940164157,0.0856539185629395,0.00079075662813514,2.26277460703931e-06,0,0,2.52580779623926e-10,2.27614868528278e-05,0.00119832596585641,0.034011530887557,0.195768034642671,0.2807765678901,0.260862622458365,0.0589487105659745,0.000898230677787529,7.59544994769623e-06,0
"Salween",1.6245912705505e-06,3.18302023239077e-05,0.000395118023220932,0.00327769405035217,0.037688300665625,0.489963144620134,0.832450284172336,0.757863936529618,0.331525102463988,0.00943667232929069,0.000329304656279587,6.91306202017697e-06,3.92170147425774e-06,6.23919283199445e-05,0.000286488250871339,0.00346061287755358,0.0232764083758444,0.171036421662475,0.129544328559054,0.139986139590662,0.131754530591283,0.00626956273017707,0.000251086926029201,1.33560054490875e-05
"Tarim",0,0,0.000114492304365987,0.012432853878743,0.161421794431926,1.1419459635431,4.17927962007271,3.16664374704021,0.226299919324812,0.00404299651852247,3.81180743534043e-06,0,0,0,0.000290219992630877,0.0140486616489765,0.106718257987892,0.571018314866134,1.50533077887577,1.43122276949058,0.100361406732432,0.00386657645181394,9.9145869656058e-06,0
"Ili",0,0,1.30804406321043e-06,0.00182584089099696,0.0434041998792375,0.765385880201545,1.99527532331472,1.36111064844668,0.0528081942104337,0.00032582925365918,2.2051761434431e-08,0,0,0,5.28269107662919e-06,0.00303643994994296,0.0517714585792949,0.337842569334418,0.532171649088562,0.496353202885953,0.0437020504681081,0.000459856401950455,9.44902625238977e-08,0
"Inner_Tibetan_Plateau",0,0,0,1.85987052414181e-12,0.000210477298074272,0.25278605367367,1.46384568611072,1.00865493268039,0.0294253195382429,2.9191086295395e-09,0,0,0,0,0,1.1465011902729e-11,0.000907060675091323,0.239027863364398,0.520869096822253,0.488720626035778,0.0380152794316672,1.27069334098486e-08,0,0
"Yangtze",5.52560134872832e-06,7.26077920359633e-05,0.000555385719125668,0.00392290657817213,0.0318758789546464,0.356993812382853,0.851893708781712,0.718635381877034,0.1532306238989,0.00700629601077419,0.000390856984424223,7.162633857197e-06,1.57195693711007e-05,0.000101750113890708,0.0003740918238471,0.00209955512927823,0.0141857193560956,0.191311731144781,0.21543364788503,0.243725794980577,0.101418104946422,0.00379556082402087,0.000253385463727666,9.61184629624951e-06
