Basin,Month_of_Max,Max_Value
1,Ganges,Sep,26.6705694330458
2,Mekong,Jan,5.70630206326061
3,Irawaddy,Jan,2.52536667975622
4,Luni_ext,Apr,3.37374464839368
5,Indus,Sep,28.2648237740075
6,Amu_Darya,Jul,2.97709593360517
7,Brahmaputra,Mar,7.00176126005845
8,Syr_Darya,Aug,3.407774809529
9,Salween,Jan,0.627658405849864
10,Tarim,Jul,2.758712552258
11,Ili,Aug,2.20343064229704
12,Inner_Tibetan_Plateau,Oct,0.00566113874057628
13,Yangtze,Jul,46.8017972200723
14,Inner_Tibetan_Plateau_extended,Jul,0.887274734056631
15,Yellow,Jul,9.39938339219626
16,all_basins,Aug,125.654387542583
