Basin,Month_of_Max,Max_Value
1,Ganges,Jun,1.37136642209995
2,Mekong,Aug,0.00041330172980658
3,Irawaddy,Aug,6.25483250667631e-05
4,Luni_ext,Sep,0.122506277188862
5,Indus,Sep,4.08806097070568
6,Amu_Darya,Aug,0.844167044801456
7,Brahmaputra,Jul,0.0267312058586589
8,Syr_Darya,Aug,0.257723590330432
9,Salween,Aug,0.00351758213357486
10,Tarim,Jul,0.846674218674091
11,Ili,Jul,1.10959780568153
12,Inner_Tibetan_Plateau,Jul,0.000502510442485459
13,Yangtze,Sep,0.0266352312805185
14,Inner_Tibetan_Plateau_extended,Jul,0.10969961045679
15,Yellow,Aug,0.0073493592705364
16,all_basins,Aug,7.3515037182722
