Basin,Month_of_Max,Max_Value
1,Ganges,May,37.8028627078455
2,Mekong,May,0.398730616922653
3,Irawaddy,May,1.44630574217789e-07
4,Luni_ext,May,61.8648666754597
5,Indus,Feb,7.01175465657933
6,Amu_Darya,Nov,14.6291002667632
7,Brahmaputra,Apr,1.46628349505467
8,Syr_Darya,Feb,0.876209453029214
9,Salween,Jun,3.02314328252422e-21
10,Tarim,Mar,5.46340309837421
11,Ili,Mar,40.7307960173962
12,Inner_Tibetan_Plateau,Jun,0.104329971644201
13,Yangtze,Apr,4.7924400800734
14,Inner_Tibetan_Plateau_extended,Apr,48.5610219056569
15,Yellow,Jul,11.3043781706321
16,all_basins,May,16.5839361334936
