"","2000","2001","2002","2003","2004","2005"
"Ganges",0.252254095530581,0.316272434198604,0.158479403331596,0.182857814958856,0.0407899824593104,0.261966618514259
"Mekong",0.00236402682569618,0.000825297544174858,0.000915328551390411,0.000394495907982923,0.000315094008251871,0.00257564934468293
"Irawaddy",6.62659801106164e-06,7.42064908332989e-06,6.67574052052818e-06,6.05940953981594e-06,5.15226908184723e-06,6.63086663052511e-06
"Luni_ext",0.519099624645112,1.27089261500856,1.1087526360943,0.749516405410547,0.271305635112331,0.566734014326683
"Indus",2.42710017749431,2.90402251346173,3.16353714011704,2.86795140207688,1.69852631043358,2.40188859646662
"Amu_Darya",2.46260420481858,4.7772421951059,3.50063988298449,4.84589306522994,6.26521844585251,2.4252951730471
"Brahmaputra",0.0228933520732596,0.0341497943539641,0.0272787103626126,0.00622517354274604,0.007847819604162,0.0228862237382903
"Syr_Darya",1.54398869094985,2.32638310859961,1.68364147638744,2.1276452064701,2.47279733511424,1.63033168272151
"Salween",0.00174411959585945,0.00127991011815626,0.00123633864116816,0.0010621264984864,0.00132733796486267,0.00176974059220757
"Tarim",0.305767381727271,0.679852786211991,1.26413915746803,0.514895134351738,1.12811457641079,0.307196678301415
"Ili",1.66181042549576,2.35389855018652,3.95659967236391,2.33138749918706,2.31762778467979,1.94676396634378
"Inner_Tibetan_Plateau",0,0,NA,NA,NA,0
"Yangtze",0.118460486462098,0.0812044793404886,0.0137234934930693,0.0378540126836626,0.0269181539924704,0.127764155816093
"Inner_Tibetan_Plateau_extended",0.336369035001763,0.401692374965219,0.988181495038371,0.73894917329357,0.553415751020796,0.279481649701927
"Yellow",0.0540058529809724,0.040575359945493,0.0555134404352444,0.0523679288441486,0.0476945567682042,0.0512263983666403
"all_basins",0.641444502302101,0.827841879053078,0.738397587698335,0.722873401604486,0.374599251046062,0.658488291156596
