Basin,Month_of_Max,Max_Value
1,Ganges,Feb,26.7304450320505
2,Mekong,Jan,5.48307527707495
3,Irawaddy,Jan,2.59954117585894
4,Luni_ext,Apr,3.23992460548405
5,Indus,Aug,30.2851219008102
6,Amu_Darya,Aug,3.14218972943819
7,Brahmaputra,Mar,7.43029619193115
8,Syr_Darya,Aug,2.97321710578934
9,Salween,Jan,0.618908718375064
10,Tarim,Jul,2.56151628148879
11,Ili,Aug,2.12306945140127
12,Inner_Tibetan_Plateau,Oct,0.0063134609354177
13,Yangtze,Jul,44.5435321114719
14,Inner_Tibetan_Plateau_extended,Jul,0.852203120372798
15,Yellow,Jul,9.74607001947823
16,all_basins,Aug,124.282818614659
