Basin,Month_of_Max,Max_Value
1,Ganges,May,27.1306011877586
2,Mekong,Jul,0.12376234042202
3,Irawaddy,Apr,1.05639349687208e-07
4,Luni_ext,Jun,43.7129343537003
5,Indus,Jun,1.55997999121406
6,Amu_Darya,Nov,9.86022295015971
7,Brahmaputra,Apr,1.17549002374453
8,Syr_Darya,Mar,1.54627685784698
9,Salween,Jun,4.35782926418247e-18
10,Tarim,Mar,0.172225318398207
11,Ili,Mar,26.3328842967971
12,Inner_Tibetan_Plateau,Jun,8.68906867822274e-17
13,Yangtze,Jun,0.827835298173553
14,Inner_Tibetan_Plateau_extended,Apr,44.0406035125853
15,Yellow,Jul,5.94555159614077
16,all_basins,May,11.8169913740996
