"Jan_irrigationFlow","Jan_IrrFlow_km3_pr","Jan_IrrFlow_percent_pr","Feb_irrigationFlow","Feb_IrrFlow_km3_pr","Feb_IrrFlow_percent_pr","Mar_irrigationFlow","Mar_IrrFlow_km3_pr","Mar_IrrFlow_percent_pr","Apr_irrigationFlow","Apr_IrrFlow_km3_pr","Apr_IrrFlow_percent_pr","May_irrigationFlow","May_IrrFlow_km3_pr","May_IrrFlow_percent_pr","Jun_irrigationFlow","Jun_IrrFlow_km3_pr","Jun_IrrFlow_percent_pr","Jul_irrigationFlow","Jul_IrrFlow_km3_pr","Jul_IrrFlow_percent_pr","Aug_irrigationFlow","Aug_IrrFlow_km3_pr","Aug_IrrFlow_percent_pr","Sep_irrigationFlow","Sep_IrrFlow_km3_pr","Sep_IrrFlow_percent_pr","Oct_irrigationFlow","Oct_IrrFlow_km3_pr","Oct_IrrFlow_percent_pr","Nov_irrigationFlow","Nov_IrrFlow_km3_pr","Nov_IrrFlow_percent_pr","Dec_irrigationFlow","Dec_IrrFlow_km3_pr","Dec_IrrFlow_percent_pr","Jan_irrigationFlow_stdev","Jan_IrrFlow_km3_pr_stdev","Jan_IrrFlow_percent_pr_stdev","Feb_irrigationFlow_stdev","Feb_IrrFlow_km3_pr_stdev","Feb_IrrFlow_percent_pr_stdev","Mar_irrigationFlow_stdev","Mar_IrrFlow_km3_pr_stdev","Mar_IrrFlow_percent_pr_stdev","Apr_irrigationFlow_stdev","Apr_IrrFlow_km3_pr_stdev","Apr_IrrFlow_percent_pr_stdev","May_irrigationFlow_stdev","May_IrrFlow_km3_pr_stdev","May_IrrFlow_percent_pr_stdev","Jun_irrigationFlow_stdev","Jun_IrrFlow_km3_pr_stdev","Jun_IrrFlow_percent_pr_stdev","Jul_irrigationFlow_stdev","Jul_IrrFlow_km3_pr_stdev","Jul_IrrFlow_percent_pr_stdev","Aug_irrigationFlow_stdev","Aug_IrrFlow_km3_pr_stdev","Aug_IrrFlow_percent_pr_stdev","Sep_irrigationFlow_stdev","Sep_IrrFlow_km3_pr_stdev","Sep_IrrFlow_percent_pr_stdev","Oct_irrigationFlow_stdev","Oct_IrrFlow_km3_pr_stdev","Oct_IrrFlow_percent_pr_stdev","Nov_irrigationFlow_stdev","Nov_IrrFlow_km3_pr_stdev","Nov_IrrFlow_percent_pr_stdev","Dec_irrigationFlow_stdev","Dec_IrrFlow_km3_pr_stdev","Dec_IrrFlow_percent_pr_stdev"
"Ganges",27.5493338048856,24.4062906597946,89.0032146063089,28.079885066805,22.4068364223217,79.3668397018729,20.5385005612499,15.9754622679276,76.9798728125967,24.2621673729053,17.1729781971415,71.0479703439356,28.9181774228202,15.1394549517431,52.1727468962792,33.9494098910704,13.4669524729013,40.2755974857093,12.576123505581,8.06895681426752,65.6320959176473,19.7821869036714,17.256740472565,87.7576329137634,29.717510747534,26.6705694330458,90.0140718496466,19.7440791272443,18.0658753633563,91.5664188165424,24.8507916604253,22.7255031424386,91.8281661679252,NA,NA,NA,2.41626058795685,1.36201583594883,7.26771322814822,3.3477239197074,5.11644206884249,12.8153466711763,2.69401603816467,4.06380312199552,12.1992484554487,1.91515853000947,1.96701813897321,8.80432837308896,2.12604425804642,3.20100475847867,8.81966394320765,4.75586717228036,2.3010778129373,8.33720512908896,4.45677518077791,2.34813254196824,12.5347430210415,3.14403268429189,2.07792555819846,5.13099384835166,3.25062537643094,2.11112192120717,3.75219136794948,1.59375029818789,1.45025509754309,4.03590673469497,4.84556890051975,3.94542125259613,3.34566709782355,NA,NA,NA
"Mekong",5.72174103715518,5.70630206326061,99.7314137693321,4.11582728975313,4.10308703859645,99.6896731933316,1.71662755513762,1.71231992627368,99.7493811824126,0.821354055786533,0.818919480168517,99.7072426857003,2.56801166221986,2.55982942437593,99.6708965772117,2.98197748584178,2.93989619996525,98.591807298129,3.68052211408206,3.63740892022147,98.8310484526629,3.37420364638612,3.35144441883241,99.3208563197048,2.91776044419692,2.90760509675129,99.6561954695242,2.12746051111579,2.12243422384521,99.7603811249001,5.13246866515753,5.12380938804122,99.8309775840631,NA,NA,NA,0.220553894515436,0.218155528788858,0.180431851045504,0.145443570032636,0.146517840807554,0.205372182747736,0.0872207122783067,0.0869227865041946,0.145464491988371,0.150500062763912,0.149786496179184,0.107552891533247,0.286612344457619,0.288681160879101,0.151228348719425,0.270381182743372,0.26698743051477,0.827547676534144,0.235901796928084,0.233264583253009,0.641289452782324,0.217198034346106,0.219051222514268,0.389340902424398,0.145769794288164,0.142167354202445,0.213503493085065,0.147751848306315,0.148607823291403,0.103185819100742,0.217405042291659,0.2177141048921,0.0878623423331221,NA,NA,NA
"Irawaddy",2.5259874122878,2.52536667975622,99.9751915432263,2.4157456963307,2.41494169386318,99.966548432257,1.04460005203975,1.04387086438369,99.9292987557616,0.140457037872502,0.139509894758232,99.31066393973,0.066291074222196,0.0653955967263977,98.721524411165,0.303499796386637,0.303428235630774,99.9777850983006,1.25498464850672,1.25395254889095,99.9182015780043,1.52998807672888,1.52938156607573,99.960242961019,1.52841114470308,1.52785846729984,99.9639570053618,0.563791955361381,0.563623174642344,99.9701850650584,2.07735010858382,2.07685230930736,99.9758967640165,NA,NA,NA,0.158079747830647,0.158151747429205,0.00732206053874172,0.0909172236294625,0.0910155054689543,0.0133586971245156,0.0589481276168232,0.0591129891781522,0.0388608725950942,0.0362131000123344,0.0360808993516355,0.348788052658153,0.0302650253650579,0.0297807553185145,0.500896997522407,0.0212516136455673,0.0211723390802636,0.0357978230059771,0.0570319813697133,0.0568323223561434,0.0311363909223274,0.0658558557377736,0.0658785705969119,0.00553354125431402,0.103614333164528,0.10354662751405,0.00476986839524178,0.0641966163196428,0.0641684616012362,0.00469186331780611,0.0630933211626081,0.0631919665307039,0.00720956947374594,NA,NA,NA
"Luni_ext",1.59214524202511,1.03735151127966,67.2273886936464,2.91371243331928,1.80928704026598,61.7763171868647,3.37712187211544,2.39210033011459,70.8059078165219,4.83398921478724,3.37374464839368,69.9010481094893,4.8009128946091,2.46164256883913,51.4297542473487,2.42205305576577,1.0118748619559,41.8636272204023,1.48321913800216,0.717074537214459,51.8489666249283,2.30575832963196,1.54859345420417,67.6455564225115,3.13306527109627,2.25219280457282,72.5206819262081,3.03552551190458,2.27746234677449,75.451714671901,1.83466667000762,1.28951748019184,70.6895855674692,NA,NA,NA,0.644799437906563,0.414587468158171,13.4213114892458,0.272908838748041,0.45252162022746,12.701276210049,0.396120278715675,0.413685343335011,8.61057447182942,0.517560487464606,0.39212408621046,5.24491870062026,0.415690047884868,0.353047781174208,7.07822941426762,0.256883888579948,0.133006583252364,4.37680878607783,0.488505319538385,0.114971405166416,16.2901941866759,0.237231758581494,0.162006282874605,8.995108955161,0.424296650796982,0.190781891260174,7.61395661445527,0.308920373845754,0.360466926902828,12.1188539186196,0.183041514217146,0.178338854142503,10.0554941512774,NA,NA,NA
"Indus",12.8556655040317,9.48823802822931,74.5260627832377,20.1912598149286,15.4973182073899,76.7404866621495,20.1703478911001,16.7716068136978,83.2640403857601,30.023408538081,24.6749497267725,82.4429334334454,18.335614811003,12.8773482623549,70.5324045988644,43.1075057469887,21.0878404224707,49.2029389821461,30.1557991761963,14.5375934634096,48.9170980026585,44.448251581202,27.1235761369576,61.3084607701799,44.4381294323814,28.2648237740075,63.7935362264882,17.0477731709013,11.4123999831633,67.0049888584156,28.8637636937317,20.7830966254008,71.9835716902089,NA,NA,NA,5.07204981754368,3.46364824751269,3.43733857163229,1.82159740770457,1.53185159724262,2.45248347042629,2.13800014916735,1.55439564010527,1.75609621689632,5.69813068435677,4.19731972490434,2.54200557046574,1.98169936319862,1.4376292194878,6.9315895114959,5.75642768424386,3.08924592612128,6.0115210682271,6.07898123190589,2.3848363462662,6.93183025500066,4.67044721041081,2.07095450034582,4.51887425594138,5.85090671387867,3.22350249308405,3.00628021573214,1.62476645983097,1.22865387186857,4.13794996068771,1.43204251017205,1.42638792447331,2.79330618220673,NA,NA,NA
"Amu_Darya",0.0790183263562749,0.0475899596577067,62.7934543154236,0.0835537063151185,0.0527849180409868,66.6368381261317,0.157911310965792,0.121325619388373,75.123492010119,0.706940196227333,0.47159746962489,66.9251146045141,3.18898284579853,1.92436798895466,60.8651349135789,2.94839136470259,1.48167297988323,50.445822195922,7.00627727928202,2.97709593360517,42.5831063164095,7.61952033699638,2.94068597029478,38.6886322315821,4.61102947109625,1.83076382141987,39.6423600077454,2.18862432367032,0.912981297020637,41.7128376794588,0.37670936198546,0.16758679601898,46.1535210135077,NA,NA,NA,0.0292810565709851,0.0106134503244281,11.4247916987323,0.0771181433571275,0.0446567061204913,17.639364172791,0.13073236689063,0.103924870982755,8.57927516458277,0.236295785165376,0.15617714852274,4.65434863616807,0.577333997016736,0.322106631351358,6.74615790756101,0.261818454259988,0.101969874775506,4.13395619117324,0.411926301844255,0.186074510560145,3.21325889436488,0.467053433384169,0.24427405968649,3.56322268286694,0.322601923528101,0.217061635789428,2.87017836440289,0.158762422387946,0.0839347113831234,2.41399619486091,0.272147081406854,0.107650410744125,6.62103205131395,NA,NA,NA
"Brahmaputra",6.48618984698683,6.26561368943592,96.601945163987,7.13073524147887,6.74356841637378,94.5603599909889,7.45832772866453,7.00176126005845,93.8782137677075,2.94377116991616,2.73155189826198,92.729269951908,4.51598067162095,4.19934577536973,93.3350882364096,5.0455013656578,4.71518029903764,93.5878877026965,6.53630399116405,6.28527175255544,96.1216597219662,7.00785817855691,6.86083231961453,97.8332335866534,7.06131106223831,6.93766714360591,98.2403469169966,7.03304091510759,6.96167262837859,98.9594777832682,3.59241086679579,3.53960945298284,98.4794143781431,NA,NA,NA,0.187627650550605,0.189663348123602,1.14851708095531,0.275106851125055,0.299385771223351,1.48288999364273,0.233373555855329,0.258323638390552,1.79099977997051,0.463182281299498,0.450819904547759,1.70496792938779,0.860475149015413,0.68768170380811,2.33758304464971,0.609575137419049,0.501050290143706,2.22521613256226,0.679220586695338,0.681633151429127,1.15363706040536,0.831190268908033,0.858672761971468,0.957488165942527,0.855262777869999,0.847056287462821,0.609953451280822,0.669856273477719,0.683220342686321,0.475822158707923,0.373475938122316,0.389647800566923,0.8790393329073,NA,NA,NA
"Syr_Darya",0.0643411753707201,0.0416387877564185,67.5015230862139,0.036892674897184,0.0246813587754768,69.8871426912599,0.032715581273024,0.0217746588554135,68.7251675360728,0.0762107756087431,0.0484781996872954,67.2606615711151,0.892833391620434,0.581384055821116,67.5233057692968,1.36548096947632,0.883316144327395,64.6425408039488,4.53129053880956,2.82226507247364,62.4378572181968,5.65690057309147,3.407774809529,60.3157616568469,3.56529851106507,2.14618402254053,60.3252440166524,1.17615749665181,0.725753408706624,61.9416871708636,0.0552455324271855,0.0337840349209575,64.9162761081312,NA,NA,NA,0.055142490661849,0.0347813182523849,4.67464940797964,0.027453050908909,0.0167739166262569,7.203970037223,0.0252624691027998,0.0165535114183763,5.10287100034601,0.0840942956024939,0.0506032070494712,5.16179941994242,0.545719574019682,0.33140472229668,5.05819666209908,0.143961186190164,0.107957086810025,3.36948870142766,0.357415626458862,0.14387199186099,2.87471122363087,0.530465554341818,0.33930448262765,3.93840207313086,0.494721522715986,0.304508975545793,4.13194121728073,0.20459275972804,0.115234200995716,4.52304863725909,0.0929163547706178,0.0562627471114387,4.09816401391297,NA,NA,NA
"Salween",0.63462949283359,0.627658405849864,98.9024356010767,0.609949147465738,0.603155492668045,98.8996933721151,0.272645574841793,0.269892136282195,98.9602650629928,0.0301523197505182,0.0297444375884459,98.6378394981065,0.051064052542861,0.0393639023846611,77.2929198347491,0.188643016180914,0.159865780430424,84.7243686451283,0.307603601949296,0.282318910913067,91.8875547039729,0.390299039157508,0.372846496501884,95.4795213049131,0.398810390802287,0.388321216963552,97.3959072858385,0.152015990718445,0.149531092779402,98.3793468813554,0.500792576386101,0.494534738003207,98.7457402780098,NA,NA,NA,0.0136836583060639,0.0138639223900338,0.653287789930461,0.0229200422371767,0.0201528766307687,0.679961013001693,0.0198294066752221,0.0210179186301264,0.732405116784039,0.00890467415295999,0.00885682040384989,0.861928575475244,0.00589797634827114,0.00399105264762864,4.37724318284155,0.0100702139299344,0.010426467172336,2.39166259884828,0.0183374077905698,0.0112645463866058,2.65818740611536,0.02257606759239,0.0259209585662523,1.74254539555017,0.0191675066158908,0.0164290451443634,1.11441970792606,0.0130165583367114,0.0125702946510201,0.638408375725722,0.0115874188245907,0.0130208999988666,0.628634005346331,NA,NA,NA
"Tarim",0.10548677798426,0.0633821389121387,60.1930201280308,0.193560260415841,0.112106936739996,57.753523611667,0.234388591197359,0.115144915666896,49.2521628648612,0.0922797513819702,0.0444027620197098,47.8121619506921,3.84171662263601,1.93308925608973,51.3076190297159,4.19447533987494,2.23317572133605,53.320380427947,6.28652956963985,2.758712552258,43.9469524594898,4.87373551474479,2.47721932235361,51.1172570324107,1.61808503539646,0.92032269567796,57.0252001635737,0.591022994844352,0.348312396012774,59.3203453981039,0.09494981967183,0.0567479137137781,60.4247801397804,NA,NA,NA,0.0102975007357582,0.00686335126703731,4.58620067856091,0.0300817294279015,0.0238118264814628,5.56140195258782,0.0305275168911727,0.0222834163693749,7.72013586767908,0.0433540743687907,0.0214385395596513,4.7343059040305,0.457530582384111,0.208743812987638,10.15268139753,0.285601933713774,0.150824000624236,3.25046532346064,0.174405780882798,0.221218309417162,4.22088813943662,0.334276690905692,0.106046418766163,5.14662389847298,0.0838302432232908,0.0912981075242088,6.48307937451547,0.176164517308699,0.0995927340064,4.71011625928929,0.033269029348775,0.0181757394080643,5.2379237927435,NA,NA,NA
