"","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Ganges",1.06650996917536,0.746515139990108,1.11315587566244,0.599238423729427,1.54057633237928,1.0580398674286,1.37989827350002,2.49837370053309,0.930108017080239,1.04180956073924,1.48655274927043,1.44127876073647,1.04758657603588,1.2167627585207,1.31907936147164,1.34429769269915,0.826199892114001,0.755248126158368,1.51037964878176,1.08263412060473,1.26749519995265,1.4066160743894,1.5768925975012,0.778490144048577,1.22632325019156,1.11916454574564,1.6231662064875,1.46961854522154,1.25845658264922,1.50682170218472,0.78326985826971,0.962781969879087,1.59746348474766,1.46768632767428,2.06965339746909,1.70380174281874,2.02327119988054
"Mekong",0.00264239281119839,0.0045661513784118,0.00323126170796325,0.00315785482068517,0.00279837305853397,0.00279444345455591,0.00535725612546804,0.00628955944934525,0.00575060546463393,0.0046779295573218,0.00261992910116769,0.00347610104445599,0.00374275977029384,0.00326873617238213,0.00716685215388816,0.00409346613238928,0.00446273438980998,0.00526856608561236,0.00699811152927099,0.00544876597069423,0.00495257724755847,0.00564940695480704,0.00530148283061408,0.00539896252724083,0.00437476703067784,0.00576726727080179,0.00636616113297651,0.00430026598545855,0.00319851163794159,0.00775692117933506,0.00795386542672263,0.00491148591459428,0.00554911084641457,0.00538532788166142,0.00403324648573152,0.00602560831064131,0.00670787876571049
"Irawaddy",0.00105067688694513,0.00145471885299724,0.00134379974301007,0.00158262671118316,0.00106490567469663,0.00138384102047151,0.00148479116414264,0.00159953304890493,0.00122058778114143,0.00121136107818651,0.00124096928013697,0.00139115098134101,0.00154371484673995,0.00138396092552726,0.00179205838046186,0.00114765069238338,0.00134786658842514,0.00119170627669596,0.00210260746732382,0.0016941017076267,0.00183250568987297,0.00173902790019585,0.00126205484518302,0.0013892170117728,0.00112010922573639,0.00190619025384162,0.00150018803206671,0.00115534319292639,0.000944285218403114,0.00148590795971143,0.00126275276824439,0.00105749439973716,0.00123947802203996,0.00104634139892513,0.00118189258307887,0.00104727565944469,0.00128798344468609
"Luni_ext",1.58588665500568,1.32844270373998,1.47958472994388,1.01085637523739,1.63593795536408,1.41438262686212,1.57663347565356,1.88899866219668,1.09183730068821,1.17220255273068,1.56534150546435,1.47096005852691,1.06180789991205,1.43965492808012,0.918513605446412,1.0069209099639,1.11298721597806,1.41672333359016,1.29115560474778,1.74248193516386,2.18506080119859,1.89577387602898,1.7403488885164,0.962995401878679,1.30793885371069,1.18930222297699,1.36136558263442,2.10087675154945,1.92947738769049,1.67200868003605,1.03004968887707,1.39256935932272,1.50621093758308,1.75282064326318,2.22701365106442,1.81949026353858,1.9610041523722
"Indus",5.71088843154431,4.85942840302886,4.83068525108059,3.57752886359073,5.58859728973355,4.77145800685663,4.57191972732682,4.95829533650752,3.60757266505381,3.78526958439192,6.11212338916866,4.78025788411264,3.35087575842091,4.51040202688647,3.57390431715409,3.32133621297947,4.20872841780813,4.88695198386597,5.09908326418413,5.7963325199291,7.1951279783697,6.65288424636385,5.59600464926697,3.71455008466912,5.11101377471435,3.96163119471067,3.93361188899032,7.61848647552919,5.75174354930411,5.34255805235651,3.16120411652367,4.9826866960979,5.38099824744849,6.62320918798146,6.72159927958938,5.28330499103853,7.18633825618173
"Amu_Darya",9.61277688850424,5.87284325096883,6.68030499188701,8.83279832309547,13.2104421336253,10.1368580565388,8.88265426000866,4.68405627345161,7.74505752677913,5.28438134150931,10.1215176984609,6.67476698684593,5.0909510528994,5.4588545396355,10.3703841973471,8.01614645457033,7.63184367966438,10.4162617696751,6.38879388773737,7.5587244280234,11.8141696821851,12.2830756344043,7.15347199942704,7.13374005159248,4.65515322115401,4.29145707850855,8.51562604230449,7.44601677482454,11.0760867897371,4.60780448915282,4.68500729536788,10.3515095185778,5.02822188922154,9.12612280121916,9.25627066165775,8.74786031487572,9.5504026288995
"Brahmaputra",0.13382991784467,0.158742155682884,0.143626196827915,0.151891982264115,0.125067431025773,0.144920010040028,0.181929911747795,0.185696209836847,0.152351211245736,0.123399430106265,0.102801464042428,0.145267231421448,0.179950837697681,0.120218261157362,0.202209666680483,0.200796492210352,0.124957080291289,0.117670175477367,0.164507969746111,0.195414783868398,0.171715201724677,0.193033163903384,0.131980017674899,0.113136854532371,0.101680557142009,0.159640784806504,0.232147391410992,0.154675020047506,0.144214452631178,0.183974390641869,0.162058846719192,0.132427113996884,0.170845225570338,0.180972990843008,0.187744774895457,0.15018280013338,0.182732177356963
"Syr_Darya",3.70504965653815,1.74306223136705,2.27608562638088,3.27649915971848,6.0824897798377,3.93891396539356,3.42819236582545,1.91408570487767,3.24934096017694,2.53660092684842,5.28399056566169,3.18003531250559,2.78475082474039,2.65425215013702,4.82709536481679,4.09377700256615,3.34970036764002,6.09629414062853,3.76654333676128,3.10875684462996,4.9834868390733,4.29516341110076,3.13632127782738,3.23551283057236,2.6544119462191,3.14028122259643,4.67421338316364,4.84009430277089,6.18201524707519,2.25748131274864,2.76648942074595,4.19730516564396,2.94798660296606,4.15515586868248,7.10196208547979,6.08001699288123,3.83400889482558
"Salween",0.189099696405984,0.262843252862636,0.209845904134767,0.270981961047046,0.214512601589453,0.178257550406311,0.298294788369192,0.237571836001249,0.266929262354357,0.274157562947853,0.184238829427019,0.219041102350598,0.260681609088717,0.229718525256236,0.446245078044597,0.226858189687476,0.244575964437936,0.245952021937924,0.278990776045315,0.339559222028647,0.289507314765598,0.285563188458412,0.27294467280418,0.238670576929202,0.205321451290607,0.273464476568482,0.343767279810882,0.255053428770651,0.237644208290154,0.391488199608787,0.350121831056365,0.293929932534778,0.260051643282786,0.29908279627341,0.228489998885179,0.259919952782862,0.323771973298346
"Tarim",10.6063615036155,7.97884907962586,5.47279037190753,6.82567485757902,12.3569543037802,9.14245004180579,8.18168467286812,4.71862529806572,7.4768863225635,4.71662744485672,10.167269398777,6.38630532584181,5.50866559301425,4.25939649930642,11.3173985548052,8.90084227191242,7.32185272185875,10.7550614278207,9.44001328163514,9.53261753062045,12.5374081820688,11.9311097980026,9.22081498383443,6.69801077427282,8.8118664500965,6.53992024488769,12.2798281905136,14.4994668013654,18.1823708130972,8.42399634655568,10.4695260184391,9.83154537062415,7.39174386440057,12.2781183180703,10.5133017459807,12.121392132711,11.8114587897758
