"Jan_irrigationFlow","Jan_IrrFlow_km3_pu","Jan_IrrFlow_percent_pu","Feb_irrigationFlow","Feb_IrrFlow_km3_pu","Feb_IrrFlow_percent_pu","Mar_irrigationFlow","Mar_IrrFlow_km3_pu","Mar_IrrFlow_percent_pu","Apr_irrigationFlow","Apr_IrrFlow_km3_pu","Apr_IrrFlow_percent_pu","May_irrigationFlow","May_IrrFlow_km3_pu","May_IrrFlow_percent_pu","Jun_irrigationFlow","Jun_IrrFlow_km3_pu","Jun_IrrFlow_percent_pu","Jul_irrigationFlow","Jul_IrrFlow_km3_pu","Jul_IrrFlow_percent_pu","Aug_irrigationFlow","Aug_IrrFlow_km3_pu","Aug_IrrFlow_percent_pu","Sep_irrigationFlow","Sep_IrrFlow_km3_pu","Sep_IrrFlow_percent_pu","Oct_irrigationFlow","Oct_IrrFlow_km3_pu","Oct_IrrFlow_percent_pu","Nov_irrigationFlow","Nov_IrrFlow_km3_pu","Nov_IrrFlow_percent_pu","Dec_irrigationFlow","Dec_IrrFlow_km3_pu","Dec_IrrFlow_percent_pu","Jan_irrigationFlow_stdev","Jan_IrrFlow_km3_pu_stdev","Jan_IrrFlow_percent_pu_stdev","Feb_irrigationFlow_stdev","Feb_IrrFlow_km3_pu_stdev","Feb_IrrFlow_percent_pu_stdev","Mar_irrigationFlow_stdev","Mar_IrrFlow_km3_pu_stdev","Mar_IrrFlow_percent_pu_stdev","Apr_irrigationFlow_stdev","Apr_IrrFlow_km3_pu_stdev","Apr_IrrFlow_percent_pu_stdev","May_irrigationFlow_stdev","May_IrrFlow_km3_pu_stdev","May_IrrFlow_percent_pu_stdev","Jun_irrigationFlow_stdev","Jun_IrrFlow_km3_pu_stdev","Jun_IrrFlow_percent_pu_stdev","Jul_irrigationFlow_stdev","Jul_IrrFlow_km3_pu_stdev","Jul_IrrFlow_percent_pu_stdev","Aug_irrigationFlow_stdev","Aug_IrrFlow_km3_pu_stdev","Aug_IrrFlow_percent_pu_stdev","Sep_irrigationFlow_stdev","Sep_IrrFlow_km3_pu_stdev","Sep_IrrFlow_percent_pu_stdev","Oct_irrigationFlow_stdev","Oct_IrrFlow_km3_pu_stdev","Oct_IrrFlow_percent_pu_stdev","Nov_irrigationFlow_stdev","Nov_IrrFlow_km3_pu_stdev","Nov_IrrFlow_percent_pu_stdev","Dec_irrigationFlow_stdev","Dec_IrrFlow_km3_pu_stdev","Dec_IrrFlow_percent_pu_stdev"
"Ganges",29.134929171368,2.1644189870653,7.55144113443001,31.8338601709702,4.26065411149107,13.2648318276388,19.9092376087249,3.59301474885916,17.7396249464103,24.3933049144796,4.99290229064129,20.6674511848403,27.1423461063569,7.6022567433878,28.1113136469705,32.2739915125543,7.8095072299987,24.1411416431449,10.1569415410127,1.48238238010812,14.227169266255,17.8121914898775,0.61426624941041,3.43247872793735,27.9365976079268,0.89398498411488,3.12518141788927,20.5224067416747,0.634392681145321,3.12129594987863,22.2188675604816,0.664324567830161,2.99772932643517,NA,NA,NA,2.41218228530576,0.883656655927692,3.42325667187036,3.64667522684031,1.83684340696303,5.13739213589805,1.87967455904652,1.62634387160729,7.43988180542515,1.23615779040666,1.51142782278437,6.74563571767065,1.61394531927507,1.33142609608494,5.41042147972009,1.19452418789602,2.97655557939453,9.05604874872872,1.32201654340411,0.711989635569853,5.57630360562592,1.19006726097503,0.178481979398858,0.845583164606695,3.64808014257662,0.39293642799169,1.08831580581401,2.07562992812755,0.183650562486236,0.955801949857954,3.6723220040974,0.271356051163544,1.04156226609675,NA,NA,NA
"Mekong",5.4983035637666,0.00115726691544109,0.0206953740280716,4.00488408540887,0.0026116462627759,0.0619348318802664,1.70574600859338,6.63924299817309e-05,0.00382965106666816,0.7589019984881,1.26186009736807e-05,0.00169156669430317,2.36934640373941,0.000455445076926843,0.0150404466564077,2.91083199294176,0.000278930767042434,0.0101794306545927,3.6969716970193,0.000585162177064685,0.0166241954115934,3.40361171140851,9.80133092595444e-05,0.00296650407870971,2.94771512538535,1.80291584960241e-05,0.000592137354348097,2.22621501480348,2.93887651585351e-06,0.000130297575279363,5.17310984072177,6.46701445868568e-06,0.000124464037009794,NA,NA,NA,0.254107926279885,0.00272314425207504,0.0487586590472195,0.298858027486777,0.00448436132796606,0.107230849173454,0.129283511558558,0.000112571156600191,0.00659821607037785,0.146450071004832,1.95124833889241e-05,0.00270625544183508,0.631339683047591,0.00105540525222951,0.0346236124299073,0.26138725613094,0.00057993308663581,0.0215748557093386,0.16549588380126,0.00131742771298771,0.0374293120756024,0.196616798240702,0.000199999468789763,0.00614342390167194,0.145262875891213,3.23862167065177e-05,0.00104664772473213,0.150445207958601,5.21385168274611e-06,0.000233136214154078,0.1753895984323,1.00284127755245e-05,0.000192423456212034,NA,NA,NA
"Irawaddy",2.60044483362389,1.04212684643881e-10,3.94312433275592e-09,2.3297488218714,1.16790181781601e-10,4.95592052142505e-09,0.990408409008041,5.78209841503702e-11,5.81459770789175e-09,0.141605273124023,2.39378836259968e-11,1.51498475900112e-08,0.094455434900507,2.56964985193232e-11,2.33622834780466e-08,0.319846900907139,4.8644546474179e-12,1.46408802237011e-09,1.24971814162113,5.04703043697152e-11,4.05325396827135e-09,1.53845708492261,5.80164899402874e-11,3.85995606277119e-09,1.54129053429561,5.11383610927365e-11,3.29187406258593e-09,0.588490819019076,1.17994166891569e-11,1.95948339244083e-09,2.10357328753866,4.52822306066694e-11,2.17815854339697e-09,NA,NA,NA,0.059389988135817,1.04581752581972e-10,3.84696883452583e-09,0.143724160876428,1.10789662166162e-10,4.79920190140224e-09,0.0461499602197503,6.1108358256501e-11,6.24344573405793e-09,0.0441474526554742,2.36733265020016e-11,1.57260809558401e-08,0.0491795406779075,3.15128929564612e-11,2.38324520529454e-08,0.01427764494788,7.42630524209026e-12,2.21510830180579e-09,0.119058191126096,5.28896911362226e-11,4.00939804582271e-09,0.0826513747684369,5.26696256850586e-11,3.69270213318565e-09,0.171514723623699,4.61215676096322e-11,3.09911244163985e-09,0.0217547346887256,1.12911172441971e-11,1.78812724605314e-09,0.0468906998966756,3.95192861687153e-11,1.95588256387473e-09,NA,NA,NA
"Luni_ext",1.97831657790342,0.487617751701474,26.575351577189,3.09999547099656,1.01812314117277,32.8434583797595,3.35937860001077,0.939416212965818,28.2269801073063,4.95301005874904,1.4055358581268,28.4360670980046,4.50153238562895,2.1577237782334,47.6029798555521,2.37001049298686,1.05922505916986,44.6323039007773,1.5800307933352,0.394638054607556,23.7234796170119,2.33932894671753,0.274260108968894,11.2776502108566,2.80710397446334,0.28501274410586,9.44615317867209,3.00924891392306,0.367731298463009,12.8853937399669,1.82792740827606,0.204596448588385,11.2457319137303,NA,NA,NA,0.465594189212051,0.165761700179384,11.1342703454039,0.320122560301079,0.326429997459241,9.89181031218954,0.415602657999966,0.277831248684683,8.14369147629871,0.20907147091439,0.399944079010162,7.98140549845013,0.466906383825088,0.485453245362954,8.65211813682547,0.0371700904914769,0.166215224025497,6.52358977598245,0.360113301892792,0.229825365006577,10.807195485399,0.346268539837477,0.210185270045918,7.74220664595232,0.422966838308246,0.278657131545955,7.82197049180547,0.529578301951714,0.195495077257959,8.24087054720319,0.261806612469704,0.124243699971382,6.45246163262693,NA,NA,NA
"Indus",18.0914888937263,0.463097230643917,2.48387622126161,19.2431966016971,0.52896366536517,2.89304530062072,20.6163391820018,0.366832485278705,1.81699042699865,31.4721616173421,0.552399548895389,1.76911905089144,15.885058166525,0.234212726944718,1.52216804270485,41.5439293060337,1.09979000475855,2.50768971112203,32.1800545227402,0.425901442158922,1.32486480515043,46.2662654982358,0.280888442537017,0.600744901398065,42.8663511546675,0.215793591189479,0.501504661651826,17.5184183785878,0.0899880050796091,0.518405649910377,28.2279667066434,0.170942131915093,0.613172382963357,NA,NA,NA,1.40841164892134,0.334561264906264,1.71502279552746,3.62745237558743,0.255256378527481,1.75632304458406,2.66653555398642,0.198102297009693,0.95677710535936,2.16037695394478,0.345306890657254,1.10326350298756,2.5978645161198,0.171437477360381,1.11427363756089,5.8880200446517,0.805440082126732,1.70282792457442,5.26554911960934,0.243061508187874,0.708669472094899,6.49639947077944,0.121316688028334,0.252217365235804,4.23536039573516,0.0812612541546995,0.183152743949959,1.41900006819817,0.019062565289476,0.128499321357083,2.52463679840802,0.08046829071961,0.29888998898299,NA,NA,NA
"Amu_Darya",0.0830952131216423,0.00506035086403353,6.15237022584612,0.15676107574691,0.00919266533476722,7.13460455751231,0.116020653502544,0.000862191511575679,0.687374407622399,0.759356080889243,0.0019524426094565,0.245082528642001,3.60569626184881,0.0134032593167315,0.356414696711962,3.03265918810072,0.0346964009446102,1.12388786185741,6.88041690181118,0.146990891493037,2.1310871491728,7.31421409389981,0.287917805689061,3.94625617753059,4.54553324315114,0.193186515096348,4.25915988867586,2.10856283523976,0.138092925639191,6.75885925608048,0.433969530525016,0.0443849594250824,11.474052639675,NA,NA,NA,0.0191239288432436,0.00227270031936915,2.35931039623014,0.0738015511823345,0.00586484771206985,5.20915610251739,0.0344632511353708,0.000713941972287541,0.423381152501916,0.195361671007725,0.00141505074669806,0.114288589336578,0.3009762591842,0.0105034146565734,0.236814503291412,0.187145072677589,0.0181183549691417,0.514826367427056,0.357881431895541,0.0625834554314923,0.866625261106703,0.159166872973692,0.0608408580526866,0.886336606352768,0.215508262077161,0.0503473901706607,1.14190814145098,0.200596421892658,0.0417603865817807,2.91308910427797,0.229652184502091,0.0168297247170776,3.54225762164233,NA,NA,NA
"Brahmaputra",6.24064656263351,0.00367042725356013,0.0557868112031411,7.32656914781965,0.0182629334888479,0.23973989943011,7.63326508391322,0.0615813549859559,0.786194703127498,3.0239040772422,0.029857877702039,0.991429768028043,4.2366852808416,0.00875089686128446,0.210780229573909,5.05574396479736,0.0064256297295576,0.123544547930413,6.29717748562994,0.00816492168363519,0.131894180000088,7.00894277128898,0.000884731156478737,0.0125590225282764,6.91043683087842,0.000419006670531692,0.005943325918528,6.82669274592865,0.000420739958030668,0.00602891524151231,3.78552552522482,0.000272226496846523,0.00733512917755524,NA,NA,NA,0.447818304867767,0.00376546742933957,0.0547553741037679,0.451981984611068,0.0165474892970059,0.210350502191643,0.588566119218127,0.0492662879751483,0.573486082526855,0.4973633883102,0.0177356319156164,0.531119045673485,0.604831673946416,0.0066824793624914,0.161905978225439,0.347979747930219,0.00486082620279731,0.0909990664456069,0.389864035394324,0.00577370276692214,0.0945830472299612,0.323276380559865,0.000573124684034336,0.00801237333093537,0.430812279159763,0.000305908031990776,0.00402061928768863,0.348632271864865,0.00027639838077559,0.00381333250067855,0.4067657157274,0.0001035062249967,0.00295995055934897,NA,NA,NA
"Syr_Darya",0.0656250149453612,0.00015029462582829,0.203484193184664,0.0421127546786858,0.000192009503056643,0.389468012584204,0.0208316454589408,9.37076761738839e-05,0.252827025760521,0.047128066063235,4.6474225553939e-06,0.0109132231339193,0.796246458593469,9.71189332997284e-05,0.0116305552253577,1.40109696724902,0.000150214002586931,0.0105604860417263,4.20559103169192,0.000363732820987743,0.00862809891446856,5.08607624909035,0.00039175154699878,0.00765964864989555,3.20684267421093,0.000277380624068749,0.00846501438367292,1.06667946798132,6.53328481434592e-05,0.00641992301816397,0.0410325579132707,1.78389535686195e-05,0.833684076865258,NA,NA,NA,0.0619393264984985,0.000173046928104862,0.0894498559107646,0.0380217301208875,0.000240174817865196,0.522723859858795,0.0203801438610527,0.000148108589139274,0.28768589408679,0.0457584485313976,4.76454300575989e-06,0.00766816032518773,0.292949512528465,8.2699538400946e-05,0.00991500003243093,0.165566701224564,9.8452556921611e-05,0.00638395186573363,0.46602934562309,0.000208870716247642,0.00489921246143232,0.167523858919695,0.000189912301056834,0.00362256495843323,0.313551689144155,0.000142554632997525,0.00409291103330166,0.184396754317187,3.38626532026899e-05,0.00356612987775902,0.0852105590294105,2.72603601996428e-05,1.60334229902943,NA,NA,NA
"Salween",0.626649636105825,7.07730495135573e-23,1.09880555111871e-20,0.592418159114745,5.99078844206405e-23,9.86980611273845e-21,0.255864649620716,2.66149809877207e-23,1.02510502911125e-20,0.0357271887420052,1.89129977538547e-24,3.78301160709776e-21,0.0509502424368609,7.07504953663075e-25,1.23832806256326e-21,0.193956238571491,9.83364548936941e-21,5.28163292584071e-18,0.30494439295943,6.74873334993575e-22,2.43545535374937e-19,0.405104854961037,1.52764878482662e-22,3.81037209679441e-20,0.388837971966433,9.28233951911548e-23,2.26218926895262e-20,0.157084710135958,4.04570124676506e-23,2.58911739892708e-20,0.499005615583959,4.32032621313389e-23,8.53285490018018e-21,NA,NA,NA,0.0168170715308589,1.08637557977355e-22,1.65809876269147e-20,0.0465069999125345,9.85370580996167e-23,1.60997092499485e-20,0.0244431329102509,4.34506454404431e-23,1.60089864073445e-20,0.0149370572401305,4.22867776539842e-24,8.27759378180264e-21,0.00641242448717683,1.09741509779985e-24,1.90192106056847e-21,0.00772504985929599,2.03841696045222e-20,1.1029722777303e-17,0.0210456013261141,1.39924142648092e-21,5.06807816402104e-19,0.0207636685338918,2.95742789590149e-22,7.40199056556208e-20,0.029286856790635,1.71727018944504e-22,4.22737244073561e-20,0.0034639573030541,7.42255737271552e-23,4.79850082754408e-20,0.0109050192456151,7.81551093329811e-23,1.53710097341786e-20,NA,NA,NA
"Tarim",0.0854458207213617,4.1708347985358e-06,0.00461457108050908,0.189723474658138,0.000403773239509594,0.20837931902578,0.219760740359085,0.00255310412976278,1.02712995570113,0.0691145741357587,0.000325240298660184,0.508174802158963,3.6476936205009,0.00518290442132432,0.137973505199952,4.21948317819427,0.00213094978596624,0.0522891050431766,6.33288716587959,0.000376101330859191,0.00580576671954434,4.84754007784282,9.24937432340005e-05,0.00181424431673108,1.61255063385318,2.80470951538064e-05,0.00170305761317986,0.619656423555401,4.96537146311166e-06,0.000779838697563294,0.111185734159799,1.64635319028977e-06,0.0012384406441903,NA,NA,NA,0.0243585825232036,9.62293699569245e-06,0.0105374929621371,0.0418673305354819,0.000506385450836373,0.232576810196604,0.0760686098107624,0.00277887610158932,1.01258129472205,0.0560730769617825,0.000305493853868897,0.516394484418685,0.230108660957084,0.00527937304707823,0.13709046281196,0.283698741410394,0.00187504836124402,0.0504173773172956,0.752989459051958,0.000323039056934758,0.00478940804628047,0.54626659055544,7.64091789859118e-05,0.00130781554598723,0.162701879294306,2.1114582097616e-05,0.00116805855921159,0.22272831346507,4.60248063179578e-06,0.000692443490474542,0.0525199400642236,2.20033893575695e-06,0.00131769185782906,NA,NA,NA
