Basin,Month_of_Max,Max_Value
1,Ganges,Jun,23.294647991668
2,Mekong,Jun,1.13668936745364
3,Irawaddy,May,1.29743209348828
4,Luni_ext,Jul,23.6713418565565
5,Indus,Jun,41.5573537642658
6,Amu_Darya,Jun,41.8849769260457
7,Brahmaputra,May,7.21566407216908
8,Syr_Darya,May,34.0837315677077
9,Salween,May,23.2796520848119
10,Tarim,Apr,42.5717014840415
11,Ili,May,36.7121022580147
12,Inner_Tibetan_Plateau,May,57.6116119172233
13,Yangtze,May,11.8220155090897
14,Inner_Tibetan_Plateau_extended,Jun,44.3506240616711
15,Yellow,Jul,20.5388704397602
16,all_basins,Jun,24.4081025084654
