"irrigationFlow","IrrFlow_km3_ps","IrrFlow_percent_ps","irrigationFlow_stdev","IrrFlow_mm_ps_stdev","IrrFlow_percent_ps_stdev"
"Ganges",343.040294879039,10.5885554678603,3.09223483380109,28.4015009923364,3.45889758901433,0.980360738313889
"Mekong",71.6743144734895,0.181994424186782,0.251176172486297,3.31247830466861,0.0711266167175632,0.0921551048412501
"Irawaddy",30.6181408249601,0.0106359139736614,0.0347215428116399,0.699269256898868,0.0021131360589444,0.00680448657261774
"Luni_ext",24.0695183367302,1.12231894730369,5.0620282079562,5.66472934692914,0.652196757648018,3.16830913735965
"Indus",213.012691439432,37.0068860394786,17.086090502468,16.5829112162699,14.7997088008758,6.52675085994652
"Amu_Darya",1.01099176631212,0.248848730666216,23.9735414437741,0.232674472453398,0.0991155790611666,6.13549950352495
"Brahmaputra",73.4785804541913,0.704751596591713,0.936367043225209,5.27269924848569,0.413909213042793,0.515050759270889
"Syr_Darya",0.77268162738501,0.23333634244795,28.2008642635871,0.729285606441258,0.224437573570261,4.81407850287825
"Salween",7.62423719489746,0.094001545792297,1.23180409491481,0.204607745141565,0.02758034811798,0.354787638505429
"Tarim",1.00605562659145,0.326974052646302,33.8918663643883,0.286802665559457,0.0996831100708463,10.0306218130402
"Ili",1.09726484918478,0.19845734621073,16.6002372824617,0.669759150325674,0.137365608131491,4.72317505045711
"Inner_Tibetan_Plateau",0.00192550236819286,0.000164081339102325,NA,0.0029582080626293,0.00025214842754742,NA
"Yangtze",223.415999954365,2.77033801015826,1.2180556885873,12.4587712646647,1.38358618540994,0.574846363910464
"Inner_Tibetan_Plateau_extended",0.63826911642969,0.110463885893916,18.9106683317832,0.216621838379544,0.0170759777234528,6.45081767267006
"Yellow",12.8695112033355,1.44053791716369,11.0326934584593,5.34254258161752,0.702674917892171,2.48666081804136
"all_basins",1004.50401105918,55.055366186648,5.43816215349782,40.3441647468005,19.1685228976617,1.83160826002927
