Basin,Month_of_Max,Max_Value
1,Ganges,Sep,25.8658810425909
2,Mekong,Jan,5.11633221470404
3,Irawaddy,Jan,2.42072682563509
4,Luni_ext,Apr,2.23490089184138
5,Indus,Sep,26.1608508449685
6,Amu_Darya,Aug,2.83311942632121
7,Brahmaputra,Mar,6.67762257462278
8,Syr_Darya,Aug,3.20582423032908
9,Salween,Jan,0.601261985150005
10,Tarim,Jul,2.6505336359242
11,Ili,Aug,2.34789311449678
12,Inner_Tibetan_Plateau,Oct,0.0066198980512479
13,Yangtze,Jul,42.0420291849889
14,Inner_Tibetan_Plateau_extended,Jul,0.992319776452106
15,Yellow,Jul,8.38189565522405
16,all_basins,Aug,115.837096254747
