Basin,Month_of_Max,Max_Value
1,Ganges,Oct,91.2290619332467
2,Mekong,Nov,99.8951330894852
3,Irawaddy,Oct,99.9783699164102
4,Luni_ext,Oct,70.6457337291124
5,Indus,Mar,78.4957302204031
6,Amu_Darya,Feb,68.9094638145666
7,Brahmaputra,Oct,99.639452328326
8,Syr_Darya,Feb,77.4594124216589
9,Salween,Mar,99.0570312683583
10,Tarim,Oct,65.6716476234648
11,Ili,Jan,71.8576173600337
12,Inner_Tibetan_Plateau,Oct,67.294927022296
13,Yangtze,Feb,98.0510384561752
14,Inner_Tibetan_Plateau_extended,Oct,78.9702057337751
15,Yellow,Jan,90.4648289703713
16,all_basins,Jan,86.9099532675638
