Basin,Month_of_Max,Max_Value
1,Ganges,Jun,6.9321142475748
2,Mekong,Jun,0.0322998924095705
3,Irawaddy,May,0.001160478739957
4,Luni_ext,Jul,0.354266522712295
5,Indus,Jun,16.2956902640824
6,Amu_Darya,Jul,2.5256872791416
7,Brahmaputra,May,0.310875078364841
8,Syr_Darya,Aug,1.49502438528059
9,Salween,Jun,0.0282213827381088
10,Tarim,Jul,2.39220253009105
11,Ili,Jul,1.50789328247913
12,Inner_Tibetan_Plateau,May,0.00718772730225725
13,Yangtze,Jul,1.73062737676714
14,Inner_Tibetan_Plateau_extended,Jun,0.514761605946136
15,Yellow,Jul,2.52055903199262
16,all_basins,Jun,32.1806785262029
