Basin,Month_of_Max,Max_Value
1,Ganges,Jun,8.06032115743622
2,Mekong,Jun,0.0413198874625776
3,Irawaddy,Apr,0.000946968582648565
4,Luni_ext,Jun,0.33444096252411
5,Indus,Jun,19.784543827186
6,Amu_Darya,Aug,3.62925048008192
7,Brahmaputra,Mar,0.378963001542206
8,Syr_Darya,Aug,1.872154029474
9,Salween,Jun,0.0263778126562794
10,Tarim,Jul,2.53442209777086
11,Ili,Jul,1.80121040947273
12,Inner_Tibetan_Plateau,May,0.00769422158612088
13,Yangtze,Jul,1.52101299520596
14,Inner_Tibetan_Plateau_extended,Jul,0.570931477716216
15,Yellow,Jul,2.64580231650161
16,all_basins,Jun,37.4084451620805
