Basin,Month_of_Max,Max_Value
1,Ganges,Jun,5.13970533517915
2,Mekong,Aug,0.011355098173147
3,Irawaddy,May,0.00631065712958401
4,Luni_ext,Aug,1.12286090999452
5,Indus,Sep,2.46795750800997
6,Amu_Darya,Aug,3.27878470130453
7,Brahmaputra,Jul,0.453305121297311
8,Syr_Darya,Aug,2.36256675518146
9,Salween,Jul,0.808400337309167
10,Tarim,Jul,2.7484658838663
11,Ili,Jul,3.21022730285006
12,Inner_Tibetan_Plateau,Jul,0.786930603861473
13,Yangtze,Nov,0.0723389569370903
14,Inner_Tibetan_Plateau_extended,Aug,1.19541819866651
15,Yellow,Aug,0.0184528718041913
16,all_basins,Jun,1.72297390598578
