"","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Ganges",269.910067287051,265.953355593394,269.329010782375,237.863088486484,267.663943460426,256.383854081491,270.153742811129,290.851274796459,268.55824886818,265.177011571249,250.737050669948,275.294853474084,268.657295101294,260.61618006056,270.369710718175,255.642684041793,252.408099178436,247.213465696989,261.23876316093,261.122149604997,275.28811338864,264.097308441705,271.178966032866,247.186436710921,275.9515395912,264.485484250567,291.757014624881,266.229010356482,270.659069800658,266.732777010301,253.312545172681,264.625887753737,268.174724710411,257.824549341901,259.56666790753,270.275610712897,268.165925591111
"Mekong",38.3551330837033,38.224028413191,38.6823633434309,38.7641524827584,38.458751767476,37.4816363296516,38.2406305383746,38.9554898254999,39.2503226209119,38.5766263629172,38.2131804787048,39.0568469681283,38.9595356639081,38.71104874004,38.5132373807676,38.8026724730986,37.9074331075297,38.6920012224061,39.8988831299953,37.8833932798086,37.9537016920887,38.0798746339299,39.8592165438667,40.1733996730494,39.6625021556101,39.7492271010466,38.7954461444774,38.7869699994116,37.1283052306285,39.1217844835945,39.2709319986258,38.6006448273252,38.3248478124398,39.4866217297552,39.8076473153883,39.5713005485975,37.7836856663929
"Irawaddy",14.5633851152086,14.9388174981954,15.1605451216259,14.2344241523851,15.3935244755611,14.3642006141833,14.629946572059,14.8170900690711,14.9825395348115,14.9606792286422,14.8331998952245,14.8984213012687,14.7152681802173,14.8090974621585,14.5657335074759,14.9402077502176,14.9675015949077,14.6415856207225,15.0634047071643,14.9387610943301,14.985612254612,14.6537875542934,15.1268420862528,14.843918057403,14.715962893638,15.0413322050099,15.0610354911596,14.9082323856527,15.2310558354577,15.3215441838447,15.2986731978591,15.0195976411858,15.2161798088919,15.3164919053142,15.5969609369118,14.8818904027645,13.5290650345224
"Luni_ext",34.4463048883514,33.9183921198567,30.7915154157955,29.5838181757322,32.5780602621694,32.737331560361,31.2895702591731,34.9633397640003,33.4839948158176,32.1382818921941,32.6710708124966,33.6368509945296,30.0958752997047,32.7117673206599,31.1225598667563,31.0833974531234,32.6271974735569,28.9309705730217,32.5264440495403,31.6836815787686,32.5691887391121,31.3601775622794,34.5830245343025,30.5594745340421,34.7210876166099,32.0291820124997,33.8280909904771,32.8068580925529,32.825648335339,33.6304307234133,32.8246181542545,32.5747029456847,33.0465080235999,31.3010663916412,31.9643404092375,31.4795347797378,34.1902381706737
"Indus",317.692486833191,301.095137916937,299.389580761138,273.820461438838,311.605945291471,314.042796849342,300.120874227096,336.691063619748,303.134977541382,301.31712522668,297.368762279265,311.136930389782,278.738623151724,317.282550574345,283.030215340795,287.811103691025,302.215192348131,280.428175074252,298.502459848862,315.467391251658,321.355475459147,296.338347140173,323.396014815733,274.010319479451,315.330107289688,276.093954305167,298.655231435906,288.878718220971,276.953879052749,302.390762253106,293.237547822678,278.39004725327,291.74141311455,282.569096061275,288.380045949896,264.014945935023,322.792792897335
"Amu_Darya",27.2536178539372,24.8396308202776,26.5820801480493,28.8540653266656,27.3842546979157,26.5729063080706,27.6564147631831,25.4546376655315,27.1254408127771,26.9897283824018,28.1076803989876,25.9479798964324,25.0546746244862,25.5481903403039,25.8590761076468,27.7637850754308,27.5805851164355,26.443229023053,26.1246643745303,27.0436235286534,28.1272277680432,27.7990866204459,27.0088317773708,25.5248276990896,25.971871962678,26.7085853760935,29.0407389069532,28.2727488721841,29.3004940657281,25.2812205769938,27.5866711849075,29.3434721260936,27.1654068183111,28.6541514646858,27.3719765784842,27.398634360433,31.0167725853814
"Brahmaputra",66.0925258485481,65.8051623996793,64.7907056597032,63.2358764982608,67.5072264857855,65.6066400415317,64.4273262527956,67.8783592629379,64.1728178679545,65.682273896582,63.3957018648987,66.2691743766567,65.0313664716942,63.3171641497582,64.2903958277669,65.3469884833114,67.2530008773308,64.8703893306942,65.4290702651674,67.2551145565364,63.5588204483153,66.3540984360235,65.3930831990058,65.1896899128561,66.4502997636423,66.9375902511426,66.1812327807433,65.2251714682723,66.2380190066255,66.727292954745,68.1511061233262,66.5737448741484,64.5132709902267,67.024613124397,67.0057837802654,65.2111550894261,64.6300965771091
"Syr_Darya",15.7981667103908,11.6726991003096,15.737913275467,16.9754718567984,18.8898068846814,17.7752803044835,17.1274257048156,13.7804231600737,15.7892824072222,16.2468143657176,17.0810788216937,15.7856205823393,13.9306385679215,14.1468192622916,16.5335439446558,16.4546348891649,14.415038191933,17.7136023561234,14.230860486045,13.5445256557681,16.5235146845301,15.2970065859668,14.4129104493573,12.420187527935,13.697157769838,15.7220334315905,17.482924902113,18.027933894031,19.0755546331095,15.2327238639573,15.5653422982845,18.9070065964666,17.8631419088927,18.3441147260913,19.7882074990381,18.8064397403666,17.0024094315873
"Salween",3.94188230507952,3.94781134113225,4.01924279424114,3.86412821404008,4.07425293125597,3.97339882631158,3.9982496096374,3.94136898483675,4.10767116676465,4.00568265484902,4.06241513207202,4.03804433823744,3.92827359066008,3.94958411170769,3.99629382910286,4.01091850094146,4.04345639943584,3.91827846855274,4.06917088758864,4.00454642073999,3.9489083313101,4.079498836727,4.11590089026459,4.02713032721678,3.96183340119662,4.03710267689139,4.07161012646426,4.01986582648669,3.98425311953823,4.13996823751875,4.09314781054193,3.95128978851671,4.07377567388799,3.99197149374898,4.04039678616788,3.99873773207648,3.76340637124961
"Tarim",23.4106113580273,22.2286689140261,20.6523462481076,21.6538386899918,22.271842187838,23.4777229357809,22.8249960616901,19.9873808292174,21.8324866958663,21.9036872463339,23.7560023909985,21.8176288242245,20.0309619987974,19.7408450021145,22.952123594981,22.5787581488885,20.5257594675379,23.117257708669,22.7144913091761,23.6284910232209,23.520500896166,23.4653609467157,24.1956061674063,21.4737001303395,23.8030992375123,22.4628083524941,23.9853815270467,24.6256710824548,24.5945522738519,24.0329859604183,22.5204385055302,23.7875089791836,23.6706860547076,23.0578232288894,21.9181148027006,23.3866988005823,25.4937881008372
