"","2000","2001","2002","2003","2004","2005"
"Ganges",166.908530776734,162.956950115252,171.636792807558,161.153484670274,162.459512213212,164.025555441192
"Mekong",21.2019332222867,22.4231704714672,23.308924929584,22.0517079204596,21.5617173950794,21.6176630929731
"Irawaddy",7.57316739315061,7.7293314059165,7.84978739101557,7.65009537159391,7.54495413515207,7.50370495696868
"Luni_ext",18.6283199110765,18.4736846792895,19.0169751582275,18.4841654784004,18.8375359314185,18.6060489719421
"Indus",144.305705006424,145.752683881834,148.098607627837,140.488515828824,143.780798678488,147.889261054065
"Amu_Darya",23.0453233308578,22.9880925099506,23.5059639138933,23.2380377458033,22.6527466721924,22.312531888913
"Brahmaputra",29.8620929314193,31.6155029878464,31.7649787842539,29.4603084306096,29.5264783465804,29.6590940884153
"Syr_Darya",17.7941842305894,17.8016455170161,18.3533332392805,17.8491526424248,17.3931417235941,17.1199441709999
"Salween",1.37132540818051,1.43694667442687,1.45717244293497,1.39841776438439,1.38115631978703,1.38414167993671
"Tarim",7.0984114471954,7.25787258609513,7.10239977203923,7.24740932750595,6.62012980849537,6.88816737446922
"Ili",9.88359808063014,10.3246915534682,10.4269758452737,10.0642099075203,9.67604672612726,9.98350466293441
"Inner_Tibetan_Plateau",0.0176941135742341,0.0177495199770394,0.0179035840025592,0.0176296526397333,0.0178301176450439,0.0176194944492618
"Yangtze",116.904664971553,115.392747642662,117.48406686489,115.283164002745,116.219589813069,115.00246629419
"Inner_Tibetan_Plateau_extended",2.18599685459311,2.26856936668814,2.24208649035927,2.23438347540757,2.24289097403119,2.25724547095281
"Yellow",33.0285251847054,32.0839580556944,32.5751256217684,33.9271041801119,31.8745189862898,32.7820303358453
"all_basins",602.848520013482,601.676744399783,618.266901497989,593.816412942033,594.937668444248,600.236952769083
