"","Basin","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"1","Ganges",6.23504127031176,4.74581800061934,5.34647776214922,12.6110485284012,6.02189586340656,4.50785188181889,2.97713904141814,6.97377101586679,3.56847521932321,5.11362914966755,5.37903302750462,11.2455395684579,3.96790926534001,8.23339992759679,4.05190922672655,4.82560348203249,4.29417838357084,5.26780666040424,7.86458824231275,4.16029392271248,5.10803812398071,6.03548539476529,8.25398233250707,8.39161623800265,8.69283803891032,7.60296543536106,5.7061778259342,9.67692350854322,8.8239424671504,5.47051020395068,6.00436627475317,14.2755896087966,5.69451919808177,5.11775975888445,11.8146942498135,5.19835322046341,5.433881468067,8.37086291265579,2.84470551159812,2.28518188678853,6.53821627601496,3.13103711845892,2.01363479570132,4.87353920472045,5.85506922415515,11.7521898620253,4.44239421164936,6.60223980575814,5.88546223782793,5.88453533757566,3.12673792812644,3.65970150918681,5.5342397254977,8.77520744939381,4.09726900924344,3.94962174018492,5.52648453343667,3.25255533934128,4.32488196182003,5.29772386892188,8.12976097895038,4.72093157304033,5.33918738799216,7.24360523364346,2.5991499484979,3.38700941521774,3.61631767502592,6.65203844783149,9.94853564417549,2.73049546944191,6.02447639494508,2.67664367732735,3.74324351750069,3.02726733925587,3.11481471826481,3.27568027834144,3.59588623915236,10.8934821592012,4.53026246159948,4.15971090989495,2.62366923513666,2.48925970376807,2.29211185787737,7.05818568869042,4.0591327090653,2.60842886555483,5.55451164975245,2.11466908879612,3.29692146776961,3.90753024151984,2.38281666058702,3.84116434542279,3.96528731009288,2.11928784729534
"2","Mekong",0.00280344628552202,0.00204058122508036,0.00221769646707586,0.00373755115964873,0.00265224880016695,0.00208707222623992,0.0018568060550539,0.00268381143652054,0.00149698345651658,0.00208836878937498,0.00174581870808616,0.00216339215546011,0.00180713631785838,0.00292033406908903,0.00200049643742008,0.00305944021091718,0.00419068236194193,0.00324710761811796,0.00338149783699549,0.00190844481784147,0.00235798452001111,0.00163206528984596,0.00159247294043622,0.00203912336004714,0.00225704723808973,0.00206177057853923,0.00201788366011728,0.0026895235607757,0.00203154394417272,0.00145541127899757,0.00158831182709082,0.00205698201102745,0.00145840394430757,0.00154375874003681,0.00176345695097764,0.00173236285148083,0.0023769664876293,0.00244478727665087,0.00195159336111479,0.00165516942160644,0.00142401428613584,0.00110895725054067,0.00120065957397215,0.00134232748408969,0.002286687320823,0.0025369456230854,0.00107296732902497,0.00118131484572592,0.00191431621997035,0.00108033109554016,0.00106395398332096,0.00182367549116464,0.00124710731697137,0.00100470245005031,0.00131085669190755,0.0010804012185413,0.000719530597117126,0.00109927911507493,0.00115152650079259,0.00102709473826703,0.000673311318628624,0.000744425502743093,0.00124605209560721,0.000825034691834958,0.00100851616050736,0.000833137364598882,0.000833631991920682,0.000922261061718743,0.000464649162374489,0.000509489681605766,0.000786967632707664,0.000754394363091626,0.00138744189622079,0.000426167999045783,0.000466626275712936,0.000414650680533646,0.000443647795350515,0.000542913083534121,0.000387171663231301,0.000418472043415875,0.00052671727957824,0.0003698806420881,0.000353755575632855,0.000454040722249231,0.00048756793576007,0.000426733577283281,0.000392573302861465,0.000341161656043022,0.000377024061411534,0.000467546692563048,0.000613614089328526,0.00034347382070204,0.000424463702720326,0.000453780808783793
"3","Irawaddy",0.000234067718695622,0.00030594210926227,0.000235726090071174,0.00030763762349821,0.000245444447834211,0.000231760596199479,0.000244414747077495,0.0002612326585274,0.000180747392374093,0.000219125142798107,0.000165805944697002,0.000178833123779855,0.000216318820315784,0.000209517432086338,0.000206588256281153,0.000218464249950186,0.000220380681603018,0.000151388628702876,0.000178411317693774,0.000169800294139404,0.000159249593176328,0.000123307972875221,0.000129003659556447,0.000172469475160184,0.000143097523124232,0.00015390455042396,0.000138312508765493,0.000157292744519912,0.000194881507953094,0.000125025050176265,0.000140070931598912,9.29575868095124e-05,0.00012091495704857,9.43660028048862e-05,0.000100488005994363,0.000109767849420036,0.000156296983560545,0.00015759221380964,0.000115922845266831,9.21599957884795e-05,9.58636209916338e-05,7.12269622665207e-05,8.37308883298592e-05,9.9147162658862e-05,0.000106903480373167,0.000454161176677876,0.000115708708544,8.51816387110542e-05,0.000264058847555593,8.94458135571812e-05,8.17134293701927e-05,0.000110165032474045,8.12598788610039e-05,6.77866595399123e-05,7.19311406018673e-05,6.68193808048171e-05,4.8577107726289e-05,6.24498570911679e-05,6.31023160739232e-05,6.12621233293694e-05,5.69305052808971e-05,7.10641530367068e-05,6.71677360453947e-05,7.05388028484741e-05,5.74797980037641e-05,5.81689231450681e-05,4.11154667533985e-05,5.96001783204686e-05,2.5228892867437e-05,4.5848738055317e-05,5.13563069372599e-05,4.69602821121516e-05,5.36302378249488e-05,2.35817896537729e-05,3.33077379714504e-05,3.14310757803862e-05,3.90761738742315e-05,4.04968013280287e-05,3.93344452231074e-05,3.56634330753717e-05,3.18417189273969e-05,3.72744249922922e-05,3.58737816015541e-05,3.4606660254497e-05,3.34163179062353e-05,3.18474813085465e-05,3.57432619533431e-05,2.20402027169798e-05,2.66800428622712e-05,3.32600435752653e-05,2.74858844867224e-05,2.94119933752526e-05,2.61671490508436e-05,3.1148252179805e-05
"4","Luni_ext",0.747121630839029,0.702122377179406,0.680430367238846,0.638621483032463,0.423614309107684,0.745055111438313,0.728217695145801,0.932505329009712,0.524317933990932,0.556015860696124,0.760271845921137,1.03463099092483,0.478104449546046,0.70544068952119,0.973414216292217,0.453329792026798,0.589507601892462,0.731870761517362,0.563443984705272,0.472708459261575,0.734493459175571,0.905463996402662,0.721724988930984,1.01313990100547,0.564825699068346,0.521107632225555,0.447298345028487,0.712223366745762,0.900634972046267,0.688063078023004,0.892349809683194,0.857988226776548,1.05287650495507,0.495725003266488,0.864982674227329,0.721073095656934,0.824111374336171,1.08887582377357,0.597491215675314,0.703129745482499,0.869604086549534,0.441456115591944,0.514428476531003,1.03398462717305,0.901841300112278,0.701741065385472,0.736801681595306,0.975389137163554,0.700499365040125,0.428878447369307,0.820338998829282,0.855435941031355,1.03255415336945,1.71854401974566,0.517855730509281,0.840635732587088,1.7792214046849,0.731954548293557,0.620273529364613,0.674856674011702,0.846426372479909,0.818133830285997,0.892295144488572,1.13219860195329,0.608827454547667,0.604141387522314,0.567731092162444,0.851150607945141,0.986217931104982,0.712498404055497,1.31120293553957,0.812157085042172,0.540810509478867,0.664365694673439,0.85687107195563,0.792419061050818,0.617829862072897,0.744580767212696,1.34856607239388,0.709713369016837,0.353405666540038,0.697695601688627,0.808195434240565,0.930820420292136,0.620928535012826,0.798812510372688,0.801259264151979,0.46816343896201,0.74975849292139,0.738390184793864,0.618035309455245,0.495947870326996,0.537051145549912,0.594061092905703
"5","Indus",24.7668709761835,23.9621214162321,16.7699136514406,18.877465520894,16.2667117771831,21.2535429351408,20.4686720107422,24.9464483847612,13.903387285453,13.2690663462501,23.5637364650085,34.9375377960285,11.8255859061378,21.8035185382953,33.6560013033312,11.5356872803054,19.9885844260454,24.6769755406464,14.2426290454098,12.6948127897647,19.275427989196,28.7057233134583,20.2146498515417,31.3589310551495,13.102534537116,12.1732070568202,11.7942184221476,20.9456186567576,33.4196646998407,16.9683755922949,29.333398868883,23.0748077744103,34.3972898849921,12.6894260579731,33.7774963485106,18.7844213876132,19.2391064968642,32.1606375837485,17.1470526184786,20.5539316499205,24.6307561407901,10.4487951839362,24.5728849890136,29.879061003214,24.3842789811913,18.3832879973628,23.2715224851377,31.4342554971439,22.0216046702747,15.0069999280253,24.3870054781545,26.0041588716956,29.2553580259081,55.7234219991333,15.8172314296994,26.0008861507571,60.2730926390391,23.7450823639964,18.8369108440252,19.226202924954,28.9251817099587,23.5400140800404,22.2862078245394,35.69768173225,21.4136674787043,15.9120144494743,15.3453598184302,23.9176002822281,31.8445998892994,25.3586489956372,35.1735394852094,22.6810205228459,13.5621254982257,19.7520758599435,25.5262525236892,24.7593189342323,18.2419002531007,27.498528929041,44.3316796081216,24.0119479723961,10.6393068122117,21.7890377433323,23.794873074762,26.6344447696072,17.1567486584921,24.5044990833377,25.8990934584361,13.1312116638849,23.3729673718966,17.5534738952634,19.5465076891762,14.2105635097007,16.190659792624,16.9145023087395
"6","Amu_Darya",1.78108657000162,4.3647957974689,3.2816438312518,1.47927519551249,1.24475544374944,2.08467359286392,3.38240957405286,2.34026764575159,1.75180726858623,1.60248647681182,1.93590417862007,1.84808695804182,2.45580311038394,1.32836475693231,3.39668956928289,1.89605945159552,2.59028293530488,2.4400692107575,1.61984978301039,1.3963237186901,3.17084475737639,3.62476950738652,2.16363225530882,2.46132800145484,2.08545885927393,2.1791315037849,2.64968497002702,2.12860312788992,1.91497835884766,1.83099539217721,3.94144769645908,1.41141846909255,2.7878144628461,3.37604358643533,2.45578045409159,4.51014856427246,3.27447123408158,3.0181276311751,1.97329035389206,4.58100776679608,2.90347940060234,1.55354442975272,3.7625751034543,2.79974896997509,3.01513750098932,1.30253501331725,1.90571978245926,3.04109747497918,2.76690664847859,2.00735334552186,3.72844625414359,2.02825471451697,2.33167498685784,3.57617377223194,1.23432459238563,2.33625113870105,4.49211364037515,4.19871797180476,2.74686114817282,1.7686630091527,1.81825119965446,2.57653099439378,2.75689454311141,2.1987609145874,2.18877301106305,2.74630342476413,1.78458963033901,1.65406651311154,2.57894810437919,3.67100995855266,4.38209045245034,3.19001526561166,1.28493138124941,3.50432300379097,3.68312724091264,4.10463138443135,2.03496433865577,2.03312139462296,3.30387838839664,2.45533605681819,2.10905270591235,3.0277523688722,4.1945417578995,1.67359916175402,2.19947576650158,3.20495027527317,1.78164636650398,1.75239326436021,2.54416508776139,2.76991212163434,1.86223006200004,1.74470916575169,2.30885070644825,2.08188609282849
"7","Brahmaputra",0.117331791107312,0.259961995643548,0.210643833088674,0.139142309196811,0.386735459324924,0.18088967254611,0.172838044534645,0.609847689355157,0.0713758834695436,0.135594280085077,0.154116574530769,0.0999171003663173,0.0704378223426453,0.272674722796961,0.130065769992157,0.125716776707423,0.203732910755305,0.130028703231462,0.158199994833077,0.142669927936638,0.100058694408895,0.117335254874963,0.0964908350477425,0.130619619170282,0.133735460199127,0.153223375471239,0.166401215761287,0.444365702968732,0.149332761039655,0.2455784447248,0.143901393308273,0.163729334162377,0.102326531721746,0.150527315255024,0.212483377630695,0.105649337452143,0.15283692942509,0.116824847049404,0.128885086415261,0.0745860420395914,0.185728111777833,0.037644013140674,0.0596865924736895,0.0925573900822448,0.360079982829475,0.119903185107365,0.089886188852774,0.207019996127234,0.185701019609671,0.184040373000154,0.102018990378009,0.0787803422972889,0.112827301420292,0.343015850941885,0.0992381908797108,0.0472230817492274,0.0976665833440402,0.0470778508390857,0.252152652551641,0.0734037627700433,0.169008711742419,0.0611242571251837,0.0424699836420218,0.0403846290755191,0.0658031058902332,0.0714622167927679,0.0761491840286512,0.0606260977659794,0.0425979342476457,0.0415885497361002,0.0556800687521954,0.0624148590203401,0.0395953479626205,0.0371676423244622,0.0401451297761253,0.0633198239728807,0.110223756507848,0.0530429415602347,0.0435617043052573,0.0851117541649825,0.0348571742607786,0.0506103560986141,0.0635465176643117,0.0748786429001249,0.0385732047446305,0.0438223813584689,0.0479390706147654,0.0324813923418886,0.0570019274448866,0.0630440203746256,0.105141995130989,0.10507777609929,0.0345227896654152,0.0845235549131777
"8","Syr_Darya",0.516485152945733,1.21030306171957,0.863680063038833,0.413263562313987,0.401017645509011,0.53331107218739,0.854956035522611,0.591174098468634,0.467744707975349,0.490716336880985,0.446210714315972,0.430729469598678,0.728572886940614,0.355421337671411,0.635272010170354,0.485786734673636,0.671568033038866,0.496092996362766,0.38946392571806,0.389999171380259,0.643703834110058,0.733655876104588,0.477863412409172,0.55765094698336,0.561990349642347,0.588165691846378,0.786901779125693,0.522560375073743,0.473633427509656,0.402014923379452,1.14075907973401,0.321546027361155,0.537840804940302,0.788760741008145,0.510549598578193,1.06339530634791,0.764864645277357,0.683235874804914,0.512684076581882,1.05424013013715,0.69604132975087,0.444894879567375,0.635444724118771,0.549562712740978,0.58144333200436,0.319462619657528,0.350626446324695,0.527411781542188,0.641338073947981,0.574694196627346,0.760344228834493,0.4263938208543,0.402113209686248,0.719949759700293,0.253601619749037,0.507548059059261,0.587982936900662,0.771076382996397,0.491885424250796,0.321498149516999,0.405531664889772,0.537548190771299,0.556586540640141,0.370519603326903,0.452888228955604,0.502170914586659,0.367038095760356,0.35125855385288,0.490947792115534,0.635825223257038,0.732467899481565,0.579227782449434,0.270835346885709,0.60586130810856,0.53868416650244,0.58507498939385,0.294224362060487,0.291016840220017,0.422149276280425,0.483660344178468,0.400044874638442,0.473027670475711,0.726190305387498,0.30300143445072,0.324468187479573,0.35112606564566,0.251605674508585,0.283716121963698,0.347385240824242,0.378761395187716,0.262560974170962,0.188102290240765,0.280278070056713,0.267222414177968
"9","Salween",0.00923220708943594,0.0140788150818127,0.00944429895970563,0.0125078843996295,0.0101604149576749,0.0088406968248105,0.00999258704045122,0.0120553333930962,0.00757135510786241,0.00903472232282442,0.00831594136781175,0.00836339148850128,0.00785683988294593,0.0119160949224933,0.00988780003821941,0.0147998113505663,0.0100200253066858,0.00884111469541914,0.0103661691130701,0.00785171360163376,0.0110916370515929,0.00727695242979259,0.00606650650679755,0.00993842841888828,0.00643149428785977,0.00798698563732472,0.00812293633533173,0.0105789458454826,0.0087579492819862,0.00766919699670784,0.00788993859267051,0.00717367249036875,0.0057554968236792,0.00711519620925237,0.00624881198219505,0.00583446909838451,0.00869610203386393,0.00930864860529267,0.00598847400089974,0.00502396624467755,0.00650548670603645,0.00405589014304684,0.00478874476854326,0.00643170305566445,0.00791040781845965,0.00799949310869942,0.00546190864820661,0.0054955994321904,0.00701938784673615,0.00514811020606435,0.005049268595262,0.00490596146030966,0.00540147955524566,0.00612012098713413,0.00470762985969237,0.00420171963683844,0.0036044301231138,0.00393928817555346,0.00361702132291091,0.00352442927378705,0.00332875383608381,0.00332919264219584,0.00403969619278446,0.00325308538001285,0.00281813131337716,0.00312837939302858,0.00355146726028182,0.00301031466798623,0.00221043620094573,0.00269845273476853,0.00369574482688016,0.00277957117121544,0.00286074392469287,0.00195676153625579,0.00195981343049734,0.00254057840462258,0.00214735266988784,0.00257299759313438,0.00168366425504432,0.00199907597306591,0.00205752503339907,0.00185869746048525,0.00196077605571033,0.00175869034167174,0.00203113824373522,0.0020958280779859,0.00302663996535856,0.00140695274255625,0.00182452263831899,0.00205093934192512,0.00200908888060438,0.00172145575663464,0.0015693610799243,0.00179678617478178
"10","Tarim",2.71288426619926,8.02220699895728,3.78202986737205,2.12729716380524,3.02770737800824,3.17657930517426,3.1643854855767,3.50090832523241,2.06536492640357,1.9614243757589,2.00360428987771,2.02753668232507,3.48165057776653,3.10281997404035,3.76217110687312,3.05318876711212,4.44242837189313,2.20156711197388,1.99437617016882,2.1303396113602,2.74757422645785,3.73768871151375,2.05028468255823,2.11047371529967,2.6470847261404,2.95671369694356,2.97794329488806,2.34914508236783,2.05093884654991,2.09532372878332,4.33968014433957,1.53741144681887,2.98854890096983,2.31871273205246,1.59185281669535,4.12906283081344,5.21581869701071,3.78920077279083,3.725312453675,4.56288599547614,3.56569504938181,2.87295085147329,3.23563694227154,4.07516004277967,4.90408544512162,1.87730106911935,2.61937622539769,3.46253440928022,4.04132075994908,2.77114924222659,4.81980626752846,3.7870935986234,3.021574547798,6.12283935750117,2.6342333023969,5.59338324652993,7.05094398576613,5.38327003140264,3.32578984466672,1.6923606285338,2.34311633286059,3.30487599822459,3.7998631031994,3.75665056633471,4.23506993971717,3.72535297643923,2.55079461079246,2.49242978033039,3.96015270336934,3.92492344459818,5.38117389075147,5.95341034440688,2.26634133523508,4.09843925831703,2.94910247356829,4.27694849700414,2.41922684883066,2.27655383992844,4.37161743722204,5.54420226447385,4.47152648904981,6.36932270835602,5.11544105128804,5.71310887291207,2.85477427432465,5.22305086336808,3.16092218095253,3.51586266567319,4.59658713966133,3.5216903356015,3.81053408370119,1.60981493905922,2.53519043398216,3.57341146337055
