Basin,Jan_mean,Feb_mean,Mar_mean,Apr_mean,May_mean,Jun_mean,Jul_mean,Aug_mean,Sep_mean,Oct_mean,Nov_mean,Dec_mean,Jan_stdev,Feb_stdev,Mar_stdev,Apr_stdev,May_stdev,Jun_stdev,Jul_stdev,Aug_stdev,Sep_stdev,Oct_stdev,Nov_stdev,Dec_stdev
Ganges,0.297112711958705,0.199350230610013,0.118208502086731,0.136362071361081,0.245973928883972,1.41069641393352,0.507218371786082,0.44932035176994,0.601827378640569,0.212874512470692,0.166441617240022,0.156403916048233,0.126718642284067,0.0778840052809953,0.0457582029878921,0.0575958023005461,0.0835559773295109,0.628346471853173,0.54294359858005,0.431372950502912,0.490918507598753,0.155004224909987,0.112108507097733,0.0743259362296487
Mekong,0.000104888201896943,4.34144154799854e-05,2.31828137545619e-05,1.40845876175006e-05,4.23941720592549e-05,0.000184020796300933,0.000254912152696158,0.000270933045655018,0.000222271232743674,0.00025458076731644,0.000260635149917189,0.000178792846871727,5.52701617563329e-05,1.88389431851282e-05,1.31840926003282e-05,9.95690154937254e-06,2.55046442179913e-05,0.000166123762192795,0.000173915943754019,0.000103897974756058,9.89790631854362e-05,7.636048112584e-05,7.39117889969588e-05,8.42076330035787e-05
Irawaddy,4.7228886351215e-08,4.95248432578633e-08,5.85996003262268e-08,3.35780906465504e-07,1.70663694225284e-06,1.91624072271808e-06,1.86588987682677e-05,2.08721131244475e-05,2.01829375099705e-05,6.05620604719871e-06,3.27196116792098e-06,2.52527144092334e-07,2.52045984752362e-08,2.68659369798382e-08,1.57256414029644e-07,6.95014021735423e-07,1.55188256008786e-06,3.79936949746941e-06,7.29456052115164e-06,7.23334766093538e-06,6.89555593895598e-06,2.54385478841802e-06,3.32230140149063e-06,2.29437156600982e-07
Luni_ext,0.0309338914322585,0.034678557324493,0.0359586225779294,0.0351314526565291,0.0182328356091784,0.0193807409488682,0.0567342876938331,0.117317201533721,0.177464769242265,0.0870223648980885,0.0571388892932571,0.0256873716875088,0.0177801229292911,0.0123289880786616,0.0125770558689345,0.0137481250913915,0.00641831537657618,0.0102104891306225,0.0302706475319316,0.0595273323125535,0.0706231873043083,0.0467170225779797,0.022667821078119,0.0145446506372115
Indus,0.681712548409416,0.543079464358245,0.428118767741283,0.274355346951457,0.177247793869833,1.45297029289615,2.84232293971899,5.61502352032978,7.26223915257536,2.4455661391512,1.31671985231232,0.216319688810663,0.323227181563295,0.196633549372283,0.179419088147007,0.119635379131173,0.0815882014579741,0.805224928795581,1.462896921035,2.6082143891572,2.90413730713561,0.935804009996117,0.471395866459319,0.105330805968536
Amu_Darya,0.00771465505077227,0.00793392654838893,0.00796338496475395,0.0148541507667798,0.0588589865429822,0.115351906021606,0.592657862303136,1.27249103083169,0.90002849533829,0.342235821849114,0.0362973474425812,0.00157637240999997,0.00559955665327304,0.00673287881877053,0.00618965892375537,0.00762299373938114,0.019871122025451,0.0349069087073666,0.2059405942461,0.340534879005664,0.187477418374924,0.0786766360247231,0.0139818277014964,0.00149743467987472
Brahmaputra,0.00200031691955871,0.00186057496255446,0.00348327193427118,0.00261887674942226,0.00811939330063337,0.0265665433537492,0.0327826135859359,0.0260882295311705,0.0181841188638091,0.00850660465248002,0.00267556010585591,0.00295774552714415,0.00132202258400581,0.00103394240348665,0.00246937592338912,0.00182058491228684,0.00544308960338662,0.0254540500298711,0.0198235878324765,0.0131313418651101,0.0109393640342361,0.006927506548071,0.0031011580028404,0.00263387817479159
Syr_Darya,0.00101558379187359,0.000923194553443297,0.000871386455503916,0.00172082484184508,0.0075331732059002,0.015823389696915,0.119679762647224,0.247514783617297,0.182412916751333,0.0642595723451922,0.00206009620882079,0.000246123286887723,0.0011455113200946,0.000752587455234486,0.000974472535081085,0.00165282498062378,0.00392703573173486,0.00810153352992616,0.0436252816853537,0.0758574451073289,0.0512977023379652,0.0193725499736469,0.00212024063370823,0.000404215190620469
Salween,8.27194527234234e-06,8.78285051703211e-06,1.44159123204795e-05,5.81652235619427e-06,1.81375486924565e-05,0.000999392965474947,0.00149951700294557,0.00197759889884171,0.00132926316142247,0.000369730273649359,6.29217157416424e-05,1.65276256427348e-05,4.17629057688035e-06,4.19829408600692e-06,1.11559215230965e-05,5.21401507088794e-06,1.72919989037606e-05,0.000390059798333318,0.000408206548143275,0.000577823508639615,0.000487131110337529,0.000175481386885982,5.16266726620481e-05,7.63102911090892e-06
Tarim,0.00394077953479007,0.00434802494521997,0.00338195655387479,0.00142102238744251,0.133227364302375,0.341158724136359,1.71307868787058,1.92756783069282,0.513119517506993,0.03407476376746,0.00251577621985122,0.00469887202122469,0.00150772491098956,0.00159930001975734,0.00136245116713612,0.0011976518964142,0.0652889782127309,0.171478938433397,0.589668800453317,0.530882429165925,0.142067148922919,0.0103853336279355,0.00117704222186997,0.00168865030699946
Ili,0.00211593542986924,0.00194348273906422,0.00130663038516002,0.000652311261368456,0.0272032977897237,0.223399035678108,1.29279080529046,1.1509409504485,0.231916070096912,0.0179310682856529,0.00142409309770831,0.000921328835721562,0.000970970830498703,0.000881611858536277,0.00113316582940433,0.000864866146811156,0.0289101210426761,0.0854712961031354,0.372112475058902,0.274604104601806,0.0478692434312956,0.00624481569047577,0.000958868577791272,0.000488611078741332
Inner_Tibetan_Plateau,4.54668717490373e-08,0,0,0,3.12112991985867e-05,8.98513680863577e-05,0.00131073068418999,0.0018013675074767,0.000767988247920283,3.26573313746081e-05,2.70540844364102e-07,5.67846738401083e-07,2.49032312761421e-07,0,0,0,2.70023334023624e-05,9.41231427740959e-05,0.000751024578022768,0.00130730389056369,0.000529363193493169,3.47048857940137e-05,8.76388158175694e-07,1.28219133787881e-06
Yangtze,0.0199511096846783,0.00967196024351975,0.00311449510819696,0.000117096296866608,0.0015346423576026,0.00460934047188809,0.0221817875136758,0.0277371473464773,0.0362271903813136,0.0160571199686168,0.0501366726286652,0.0305097517093629,0.0121036150032781,0.00588689091365631,0.00193883486633941,0.000134504267902319,0.00100374638347642,0.00329134295253006,0.0106876798903403,0.0199297099428446,0.0300051929280237,0.011449681442084,0.0306165205689639,0.0183445772427116
Inner_Tibetan_Plateau_extended,0.000458973527616819,0.000346800066293997,0.000321836127191342,5.95315172123865e-05,0.000415880907082414,0.0199766813482027,0.105447695317935,0.132900027737086,0.0265226807103699,0.00246925633476728,0.000439949022464473,0.000814076015744086,0.000262361054088708,0.000215327317962534,0.000192584954892939,4.1001379860218e-05,0.000213959052438366,0.013977713456191,0.0462456920211406,0.0533946715296149,0.0118471942425231,0.00136888200387754,0.000322464894377857,0.000550642884595155
Yellow,0.00042442717961878,0.000475886995481768,0.000434772571893119,0.00016549851598955,0.00156934378845542,0.00167335554800448,0.00320666924751073,0.00439277818945101,0.00110321621442679,0.00141872927415449,0.000166915473746653,0.000250906389644058,0.000296457198647279,0.000300888702980661,0.000241313002279678,0.000128069683124638,0.000719449998152,0.000702655216124226,0.00150097513252059,0.00155498557054077,0.00062633267675524,0.00106900190065131,0.000169561295801531,0.000203919548920653
all_basins,1.04775654019495,0.804691547798983,0.603226413160283,0.467650550113926,0.680708065609549,3.63480298415263,7.30355256987952,11.0032494012533,9.97273361515747,3.23999391129058,1.6367880548428,0.440665778058941,0.425350207409365,0.257019755287873,0.219138668698142,0.182111568521051,0.210743542829421,1.24762052044458,2.18382283611822,2.92076431950467,3.20991633107124,1.0300049766434,0.52127571690916,0.167620379716883
