Basin,Mean,Stdev
1,4.29536062659751,1.54816148788573
2,0.000575871846906471,0.000297031442702467
3,4.51050138428814e-05,1.9294762129697e-05
4,0.718475587539413,0.185578339846266
5,22.734426233633,5.78324888312858
6,1.74242903624792,0.54076449527272
7,0.110040560488853,0.0629763463824414
8,0.300446351371173,0.0951111886772364
9,0.00210901869848643,0.000559739301705468
10,5.14785042498982,1.14052366194599
11,1.82553818223576,0.676077136933235
12,0.00242017356744496,0.000477773434383783
13,0.0793769128159539,0.0384530475641957
14,0.115547245007252,0.0505371021270752
15,0.00381319301641313,0.00231841270846585
16,37.1125080006506,8.0919827776344
