Basin,Mean,Stdev
1,5.04203634210107,2.40714226264183
2,0.000796912645209762,0.000277301482418872
3,8.25054668270858e-05,3.67721590350684e-05
4,0.632856490284527,0.194662316273144
5,17.9041188638941,5.55266599992248
6,1.66349893073061,0.729351125700441
7,0.100915052704281,0.0573037393824999
8,0.582669396022208,0.286573871264187
9,0.00251222057491139,0.000704810198552577
10,2.94878907333364,1.05026194068085
11,1.91141279798711,0.39704443846346
12,0.000998860231428104,0.000605156259482677
13,0.115991479091701,0.0611761648772604
14,0.133616313824239,0.0465936337176319
15,0.00553472145073261,0.00238561400812261
16,31.0821154610423,8.15404080264524
