Basin,Mean,Stdev
1,4.11456836790816,1.52140025832378
2,0.00073900222651977,0.000293655895912721
3,4.42112443871632e-05,3.01096818092999e-05
4,0.93740357226485,0.296366623008199
5,27.956389573336,9.41046457691046
6,3.51415779303022,1.09349293555492
7,0.0954410428145976,0.0958394247507836
8,0.351172409312893,0.146069572949894
9,0.00235751150431752,0.00084934927544762
10,5.80343671278619,1.27498250579038
11,2.10847923207188,0.74801824519814
12,0.00477330795354466,0.00213019579594916
13,0.0680754742353051,0.0589682297621419
14,0.166851578115224,0.0832633258962668
15,0.00754528402656146,0.00249592381510738
16,45.1314350728306,11.828289168853
