Basin,Jan_mean,Feb_mean,Mar_mean,Apr_mean,May_mean,Jun_mean,Jul_mean,Aug_mean,Sep_mean,Oct_mean,Nov_mean,Dec_mean,Jan_stdev,Feb_stdev,Mar_stdev,Apr_stdev,May_stdev,Jun_stdev,Jul_stdev,Aug_stdev,Sep_stdev,Oct_stdev,Nov_stdev,Dec_stdev
Ganges,0.371041330930291,0.24294598821114,0.118429689062026,0.182009874417251,0.419735785264463,1.99862361915381,1.0519279456429,1.16217631400945,1.30168719309112,0.541567075660995,0.364398619106296,0.274188611139608,0.11623892697434,0.100173073874651,0.048620358536153,0.0612948003822949,0.156923084685154,0.675740516156069,1.16262798677944,1.00276741135309,0.728038897756879,0.290800582605261,0.125155941069233,0.0725691890929251
Mekong,5.87985375174793e-05,1.30120732942515e-05,3.84536725277055e-06,1.99129768924199e-06,6.39792053245317e-06,0.000161083265511969,0.000235115770394275,0.000309652101997486,0.000254764760954101,0.000289259545751794,0.000253224520914537,0.000133304905837948,4.48271464218896e-05,7.77453699568709e-06,2.34136935495048e-06,1.28276834764119e-06,4.58559517282306e-06,0.000198394691892837,0.000145283468537532,0.000197195858718092,0.000194610053652124,8.80036639871244e-05,9.5851595865117e-05,9.88142038763684e-05
Irawaddy,9.39042112768564e-08,1.13697493046973e-07,9.95065575847345e-08,8.7421772834438e-08,3.19926088246237e-06,4.06110487443709e-06,2.79462646428775e-05,3.26135437874186e-05,3.13157244035847e-05,7.2683570573597e-06,2.13574386900033e-06,2.06424367316328e-07,7.83351524834566e-08,1.2071182024448e-07,2.61993106918078e-07,1.75163570731466e-07,3.29802562527504e-06,1.17479155932202e-05,1.1457643350207e-05,1.11700666181825e-05,1.16618830073496e-05,2.82534795980838e-06,1.49869945029818e-06,1.28735071769632e-07
Luni_ext,0.0374091453980561,0.038704828111252,0.0400473431584723,0.040213915399106,0.0199698394585552,0.0205621544337387,0.0680827844547905,0.148340608413537,0.224001960610458,0.118518449554529,0.0732779434297267,0.0323694623491742,0.00990861154756472,0.0101907173723751,0.00934434830008531,0.0109917214547458,0.00625895812183565,0.01303506677997,0.0309546778037738,0.0414067224776162,0.0513009741287542,0.0357580553048866,0.0173365204115901,0.0104585204439819
Indus,0.739036170086484,0.579285713971169,0.452229432773238,0.301769747206714,0.194331491010573,1.64986140746259,3.17935751374615,6.95150916685833,8.05079166237003,2.76360815487092,1.530216297162,0.277531206463224,0.18735538903909,0.14592896726183,0.121741621506763,0.0993723037922818,0.151885617001887,0.923918840489848,1.24722424869352,1.76493982075583,2.07470409096053,0.665356677230928,0.344124033682052,0.0863300246521608
Amu_Darya,0.00810742682820199,0.00970671613760843,0.0115220091365904,0.0127976583329879,0.0499356214707882,0.104802419574976,0.494052192517797,0.999089491398378,0.73109635727768,0.265004086566996,0.0253551222647091,0.0020350739056757,0.00763823395544356,0.00919612344430296,0.00900341088801118,0.00798082007524101,0.0311693858533191,0.0568178331524285,0.231922204833433,0.383496350888063,0.220112470749741,0.0827258084515543,0.0137417735310759,0.00243379824106788
Brahmaputra,0.00351076208813393,0.00379241303186305,0.00611192936591214,0.00387349350637087,0.0182146120631664,0.0541132566888639,0.0765512863831906,0.037371619887641,0.0190270966492634,0.0112968829142569,0.0037324254183561,0.00433173664101811,0.0022713277226526,0.00322494423759617,0.00660727515729881,0.00224239829012482,0.0125070313906201,0.0525553497321558,0.082442348192319,0.0231661516565122,0.0128659572820063,0.00950963073550981,0.00383035175535011,0.00318966449329809
Syr_Darya,0.00119699005299106,0.00183848082474438,0.00231478845582718,0.00268596873556234,0.00822711779158695,0.0236574797787376,0.14457282132527,0.292481509763822,0.226123097155288,0.0844474469811275,0.00544466256530576,0.000636063268116622,0.00149515723522431,0.0026364471175,0.00300812106723626,0.00298351602973177,0.00824361826339244,0.0203227779790189,0.0897248426362224,0.137175546476248,0.0857395429713192,0.0300724491614642,0.00579148398872091,0.00109084506467331
Salween,1.23284540116507e-05,2.13329337412913e-05,2.42823219720833e-05,6.4642161680735e-06,4.84453437037572e-05,0.000992153324337183,0.00170797880994303,0.00216775630940032,0.00136897471717766,0.000310259912381843,5.80237937668364e-05,2.02409341967982e-05,5.17744351072935e-06,2.45784531170186e-05,2.90377437375231e-05,4.34016087361211e-06,5.24534537881327e-05,0.000501851756754039,0.000567545025184591,0.000828799451226178,0.000582551342346288,0.000160439308189504,3.35680365202417e-05,1.33319027840493e-05
Tarim,0.00369294940788488,0.00479899092681312,0.00485918107345929,0.0018998026710003,0.130975265880741,0.438743700170535,1.89557374218403,1.98071931426521,0.508484379495582,0.0350509449508426,0.00327005640127397,0.00427628346464446,0.00175984256562178,0.0022068176198373,0.0045837133378466,0.00173357573347034,0.0706848403263225,0.215243657441048,0.644674137631017,0.532894355744647,0.147007622887331,0.0143040814930558,0.00176745804481774,0.00178448481165189
Ili,0.00170081471353204,0.00146126352802099,0.00106314592284346,0.000204512891637089,0.0410632194963468,0.388817698779336,1.26761899497871,1.07846848238426,0.190500611315745,0.0113602942716306,0.000791754920242873,0.000880092885401207,0.000874023383424813,0.000679464262580655,0.000697534896968389,0.000277585627933192,0.0659873606757551,0.160113176300099,0.355067492607206,0.236420987725174,0.0428275331522912,0.00432596781227244,0.000471031778605223,0.000585944560060383
Inner_Tibetan_Plateau,0,0,2.10402628920931e-41,0,3.78429784615371e-05,8.7660580009651e-05,0.00155643803928227,0.00171675200002497,0.000685794137240059,2.28219913980361e-05,1.47856053445151e-07,5.40810166664111e-07,0,0,1.15242266018383e-40,0,9.02206606427408e-05,0.000127897386480977,0.00100354050518704,0.00113292354773552,0.000491592858066985,1.63730827401075e-05,8.09840957355918e-07,1.33036468762938e-06
