Basin,Mean,Stdev
1,3.28734216892081,0.584368285945386
2,0.00136771984604624,0.000330537262525213
3,0.000188360607033277,2.99061560639144e-05
4,0.67648576297245,0.0681053211538861
5,21.7730896124139,2.4404353410587
6,2.26325997317662,0.617375600108987
7,0.101529138628974,0.00754997471735783
8,0.430382122970264,0.192413221776172
9,0.00877816429450815,0.00133163130966025
10,2.58852353564498,0.722325835143149
11,2.6025739574673,0.155182864305516
12,0.00118509851153918,0.000165838018658688
13,0.139792867295598,0.0607212561641072
14,0.215241180426291,0.0951091338838413
15,0.0234130001208501,0.00944925910798699
16,34.1635393081887,4.21572807542544
