Basin,Mean,Stdev
1,4.85653746551233,2.20323258256014
2,0.00149077426117728,0.000519864452239617
3,7.21850087350005e-05,2.35055510874398e-05
4,0.655906715690067,0.247442025311337
5,20.894655332846,7.78163804461075
6,2.84457812461159,0.806002183958264
7,0.131976255862098,0.0782759173853171
8,0.587008727781658,0.23307287051247
9,0.00565091873601995,0.0015812043555722
10,4.14987411348051,1.32609396287909
11,3.25244992066388,1.20468997062325
12,0.00447391925105418,0.00316386869536829
13,0.152784988312085,0.0688361714517958
14,0.301633299363744,0.168458033792544
15,0.020884473428146,0.00763144595733532
16,37.9223308188243,9.23614034523225
