"","Basin","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
"1","Ganges",3.64961193130634,3.64961193130634,3.64961193130634,3.64961193130634,3.64961193130634,3.64961193130634,3.64961193130634,3.64961193130634,3.64961193130634,3.64961193130634,3.64961193130634,3.64961193130634,2.59618978986395,2.59618978986395,2.59618978986395,2.59618978986395,2.59618978986395,2.59618978986395,2.59618978986395,2.59618978986395,2.59618978986395,2.59618978986395,2.59618978986395,2.59618978986395,3.94510740226345,3.94510740226345,3.94510740226345,3.94510740226345,3.94510740226345,3.94510740226345
"2","Mekong",0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00103321983462762,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00175149803270176,0.00126916349557242,0.00126916349557242,0.00126916349557242,0.00126916349557242,0.00126916349557242,0.00126916349557242
"3","Irawaddy",0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000152842223218302,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000216467518738037,0.000203183551253709,0.000203183551253709,0.000203183551253709,0.000203183551253709,0.000203183551253709,0.000203183551253709
"4","Luni_ext",0.75841392261647,0.75841392261647,0.75841392261647,0.75841392261647,0.75841392261647,0.75841392261647,0.75841392261647,0.75841392261647,0.75841392261647,0.75841392261647,0.75841392261647,0.75841392261647,0.619142402947381,0.619142402947381,0.619142402947381,0.619142402947381,0.619142402947381,0.619142402947381,0.619142402947381,0.619142402947381,0.619142402947381,0.619142402947381,0.619142402947381,0.619142402947381,0.627316163734546,0.627316163734546,0.627316163734546,0.627316163734546,0.627316163734546,0.627316163734546
"5","Indus",24.7116252933341,24.7116252933341,24.7116252933341,24.7116252933341,24.7116252933341,24.7116252933341,24.7116252933341,24.7116252933341,24.7116252933341,24.7116252933341,24.7116252933341,24.7116252933341,19.8352633105274,19.8352633105274,19.8352633105274,19.8352633105274,19.8352633105274,19.8352633105274,19.8352633105274,19.8352633105274,19.8352633105274,19.8352633105274,19.8352633105274,19.8352633105274,19.7716708543463,19.7716708543463,19.7716708543463,19.7716708543463,19.7716708543463,19.7716708543463
"6","Amu_Darya",2.98980279411061,2.98980279411061,2.98980279411061,2.98980279411061,2.98980279411061,2.98980279411061,2.98980279411061,2.98980279411061,2.98980279411061,2.98980279411061,2.98980279411061,2.98980279411061,1.66150311541439,1.66150311541439,1.66150311541439,1.66150311541439,1.66150311541439,1.66150311541439,1.66150311541439,1.66150311541439,1.66150311541439,1.66150311541439,1.66150311541439,1.66150311541439,2.01368804683309,2.01368804683309,2.01368804683309,2.01368804683309,2.01368804683309,2.01368804683309
"7","Brahmaputra",0.0929946682349006,0.0929946682349006,0.0929946682349006,0.0929946682349006,0.0929946682349006,0.0929946682349006,0.0929946682349006,0.0929946682349006,0.0929946682349006,0.0929946682349006,0.0929946682349006,0.0929946682349006,0.109554009379435,0.109554009379435,0.109554009379435,0.109554009379435,0.109554009379435,0.109554009379435,0.109554009379435,0.109554009379435,0.109554009379435,0.109554009379435,0.109554009379435,0.109554009379435,0.1025483379162,0.1025483379162,0.1025483379162,0.1025483379162,0.1025483379162,0.1025483379162
"8","Syr_Darya",0.649434876930684,0.649434876930684,0.649434876930684,0.649434876930684,0.649434876930684,0.649434876930684,0.649434876930684,0.649434876930684,0.649434876930684,0.649434876930684,0.649434876930684,0.649434876930684,0.228078645738643,0.228078645738643,0.228078645738643,0.228078645738643,0.228078645738643,0.228078645738643,0.228078645738643,0.228078645738643,0.228078645738643,0.228078645738643,0.228078645738643,0.228078645738643,0.396883569512666,0.396883569512666,0.396883569512666,0.396883569512666,0.396883569512666,0.396883569512666
"9","Salween",0.00742856170107409,0.00742856170107409,0.00742856170107409,0.00742856170107409,0.00742856170107409,0.00742856170107409,0.00742856170107409,0.00742856170107409,0.00742856170107409,0.00742856170107409,0.00742856170107409,0.00742856170107409,0.010323299172525,0.010323299172525,0.010323299172525,0.010323299172525,0.010323299172525,0.010323299172525,0.010323299172525,0.010323299172525,0.010323299172525,0.010323299172525,0.010323299172525,0.010323299172525,0.00838709972534257,0.00838709972534257,0.00838709972534257,0.00838709972534257,0.00838709972534257,0.00838709972534257
"10","Tarim",3.35895932910605,3.35895932910605,3.35895932910605,3.35895932910605,3.35895932910605,3.35895932910605,3.35895932910605,3.35895932910605,3.35895932910605,3.35895932910605,3.35895932910605,3.35895932910605,2.3757991358026,2.3757991358026,2.3757991358026,2.3757991358026,2.3757991358026,2.3757991358026,2.3757991358026,2.3757991358026,2.3757991358026,2.3757991358026,2.3757991358026,2.3757991358026,1.47310074840758,1.47310074840758,1.47310074840758,1.47310074840758,1.47310074840758,1.47310074840758
"11","Ili",2.70481270344171,2.70481270344171,2.70481270344171,2.70481270344171,2.70481270344171,2.70481270344171,2.70481270344171,2.70481270344171,2.70481270344171,2.70481270344171,2.70481270344171,2.70481270344171,2.41782973913925,2.41782973913925,2.41782973913925,2.41782973913925,2.41782973913925,2.41782973913925,2.41782973913925,2.41782973913925,2.41782973913925,2.41782973913925,2.41782973913925,2.41782973913925,2.76758490217457,2.76758490217457,2.76758490217457,2.76758490217457,2.76758490217457,2.76758490217457
"12","Inner_Tibetan_Plateau",0.0013011704725141,0.0013011704725141,0.0013011704725141,0.0013011704725141,0.0013011704725141,0.0013011704725141,0.0013011704725141,0.0013011704725141,0.0013011704725141,0.0013011704725141,0.0013011704725141,0.0013011704725141,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.00122883597078105,0.000865479671105618,0.000865479671105618,0.000865479671105618,0.000865479671105618,0.000865479671105618,0.000865479671105618
"13","Yangtze",0.0891480350019261,0.0891480350019261,0.0891480350019261,0.0891480350019261,0.0891480350019261,0.0891480350019261,0.0891480350019261,0.0891480350019261,0.0891480350019261,0.0891480350019261,0.0891480350019261,0.0891480350019261,0.212865077333557,0.212865077333557,0.212865077333557,0.212865077333557,0.212865077333557,0.212865077333557,0.212865077333557,0.212865077333557,0.212865077333557,0.212865077333557,0.212865077333557,0.212865077333557,0.0949381118070258,0.0949381118070258,0.0949381118070258,0.0949381118070258,0.0949381118070258,0.0949381118070258
"14","Inner_Tibetan_Plateau_extended",0.12405297907936,0.12405297907936,0.12405297907936,0.12405297907936,0.12405297907936,0.12405297907936,0.12405297907936,0.12405297907936,0.12405297907936,0.12405297907936,0.12405297907936,0.12405297907936,0.32767871667894,0.32767871667894,0.32767871667894,0.32767871667894,0.32767871667894,0.32767871667894,0.32767871667894,0.32767871667894,0.32767871667894,0.32767871667894,0.32767871667894,0.32767871667894,0.172742510614855,0.172742510614855,0.172742510614855,0.172742510614855,0.172742510614855,0.172742510614855
"15","Yellow",0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0130743859350061,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0338473314015614,0.0232215659311155,0.0232215659311155,0.0232215659311155,0.0232215659311155,0.0232215659311155,0.0232215659311155
"16","all_basins",39.221110113329,39.221110113329,39.221110113329,39.221110113329,39.221110113329,39.221110113329,39.221110113329,39.221110113329,39.221110113329,39.221110113329,39.221110113329,39.221110113329,30.4661601365017,30.4661601365017,30.4661601365017,30.4661601365017,30.4661601365017,30.4661601365017,30.4661601365017,30.4661601365017,30.4661601365017,30.4661601365017,30.4661601365017,30.4661601365017,31.4431560412822,31.4431560412822,31.4431560412822,31.4431560412822,31.4431560412822,31.4431560412822
