Basin,Mean,Stdev
1,2.84204381651568,1.49770619551843
2,0.00107984065149812,0.000296886802576258
3,3.11739449485353e-05,9.75778169056756e-06
4,0.545320010288308,0.226355177107876
5,19.3413844751699,8.63554009397227
6,2.74988494467757,0.638921168324594
7,0.0984060262772085,0.0465485931841051
8,0.357137576793581,0.0997201070025241
9,0.0032833008639418,0.000971768553773486
10,4.76929989074237,1.26600195568195
11,1.77850654411831,0.479921131052254
12,0.00346098394131166,0.00243206102665653
13,0.0946962749923623,0.0438610414374453
14,0.147898139477861,0.061441023793926
15,0.00473782040669268,0.00187128224862353
16,32.7932682526784,10.2371481425565
