Basin,Mean,Stdev
1,5.46135537153982,1.40303519667801
2,0.00128885082559981,0.000367087544201533
3,5.79282425985933e-05,1.95887156695332e-05
4,0.709203667415486,0.214319818754056
5,24.3496688211851,7.83556336322421
6,2.57149042659902,0.79746747747885
7,0.154268970274687,0.0748864839035657
8,0.633035629353128,0.264951387838259
9,0.00378583110720888,0.00109596508300146
10,5.69587006419923,1.65371223526775
11,3.24406859446529,1.03233552128364
12,0.00299172807928786,0.000900217804097362
13,0.193762672610024,0.102912305103028
14,0.246848170707369,0.153465089249131
15,0.0151350988647948,0.00430749255842995
16,43.2828318254687,10.3680865393216
