Basin,Mean,Stdev
1,3.87077444479401,0.639293989072284
2,0.00116713204332999,0.000677343536468393
3,0.000158494624221517,0.000133994018955469
4,0.650479223678887,0.1310552941349
5,19.1646374145323,4.52956012192172
6,2.16149371940879,0.697692641082848
7,0.0805892783611937,0.024438155196062
8,0.402849707845385,0.131002852808557
9,0.00396991400647421,0.00117594316186436
10,3.91848771675694,1.09354915977867
11,1.73222911651158,0.601504222821168
12,0.00123736908987701,0.000886988964706349
13,0.146628979814298,0.0516290576001606
14,0.137179781123979,0.0626806843241909
15,0.00844425025071141,0.00281415566448606
16,32.280326542842,6.7325198906534
