Basin,Mean,Stdev
1,5.08233213937169,0.805979512136181
2,0.00267250841722688,0.0017399262365102
3,0.000191812605436895,0.000156492726414596
4,0.798726149924153,0.176249518927628
5,23.7603076100959,6.38166944080375
6,2.9307323080943,0.976179797798247
7,0.115408048696555,0.0360647059316093
8,0.659000046135744,0.230997225186541
9,0.007602228216906,0.00289984614067391
10,4.62874931743132,1.10185333197198
11,3.18720941540895,1.26990129469148
12,0.00181663839838284,0.000933398678535255
13,0.253195437242123,0.085651487050273
14,0.243904325118921,0.0948932716691202
15,0.018637170038841,0.00608117411684741
16,41.6904851551964,9.13689323825966
