Basin,Mean,Stdev
1,3.96104579884423,1.80964407317295
2,0.000532987778572627,0.000216488341919213
3,2.09169746526873e-05,6.53593893502699e-06
4,0.611078059577295,0.184580419268704
5,20.688624014741,6.66597735393974
6,1.98796105137258,0.652045363732582
7,0.0950754335682841,0.0316112394966371
8,0.272784229905359,0.129915133339378
9,0.00166444675499187,0.000474801236238373
10,5.53740416172563,1.60624061776868
11,1.50146676312939,0.670554085205721
12,0.0022032255343221,0.000812598426276524
13,0.0639178159831454,0.0372132093266281
14,0.125386340888951,0.0902645722321048
15,0.00364594471805635,0.00266319990523109
16,34.8528111914965,9.36086419401101
