Basin,Mean,Stdev
1,3.88545729115441,1.24471878616758
2,0.000958971476447496,0.000461401537410789
3,2.86816450351019e-05,8.3773522201811e-06
4,0.793043008519316,0.220945420236486
5,24.0107845766768,6.43739486140302
6,2.34138929866562,0.732180129018063
7,0.07657246921974,0.0298205061328073
8,0.285505695267162,0.111925807956994
9,0.00231372259025016,0.000770070573263703
10,5.88743833143559,1.41294436882154
11,1.99137199243908,0.500135422020492
12,0.00446483319686061,0.0013309050736823
13,0.155418442321111,0.0570234884039299
14,0.212275519518161,0.0902981530640158
15,0.00531506595758095,0.00249021295728474
16,39.6523379000831,9.07132508782179
