Basin,Mean,Stdev
1,3.61640011576402,0.782764680924043
2,0.00182424335837814,0.000882629707793508
3,0.00010853154085931,6.63760133962176e-05
4,0.639889303889354,0.165511946575517
5,20.8606579317962,6.08667998165256
6,2.35713215052059,0.64831855918636
7,0.0953412833539438,0.025535345299509
8,0.567753585332193,0.158567306734695
9,0.00536957748467783,0.00148642721954697
10,3.99107655576158,0.853346719318662
11,2.47131284436008,0.522459403026215
12,0.00345069227447998,0.00108523954899503
13,0.184059156253278,0.0534823913900285
14,0.249247669389544,0.0691107194693941
15,0.0193899663229098,0.00435251110806302
16,35.1114075633934,7.44328580022308
