Basin,Mean,Stdev
1,4.32172781288467,1.25514139867814
2,0.00151070198237437,0.000925795552144993
3,8.82608988256403e-05,0.000219478160364198
4,0.946496829029713,0.163829068118546
5,27.5911864128902,5.23135867366642
6,2.5364352639723,0.547368094030462
7,0.149276316147759,0.0773612059752126
8,0.237572608064949,0.0897947248513668
9,0.00354849202911355,0.00140271601916847
10,7.98760960624071,2.78985299475146
11,1.93937087382645,0.757390749989963
12,0.00436858807472447,0.00163710399935676
13,0.118247681953198,0.0749421373961754
14,0.155109774447287,0.0797515729990133
15,0.00353850255316657,0.00194186770922541
16,45.9960877249954,8.45837768241049
