Basin,Mean,Stdev
1,5.16425202157839,3.10107512143713
2,0.00151788255969894,0.00031009573278794
3,7.62702588204972e-05,1.74683708276237e-05
4,0.593610066593799,0.22937928144126
5,19.831997428248,8.2008928752601
6,2.54753620785754,0.70506432662259
7,0.1635064826522,0.110173655085693
8,0.543930898184322,0.149536334206057
9,0.00629264410665279,0.00157505952073211
10,3.29400919055929,0.80860660781742
11,2.34120741799749,0.70764126891884
12,0.00259630900697099,0.00145429449205763
13,0.143210889288296,0.0762959115294142
14,0.229549262775004,0.101703953548584
15,0.0139338088342173,0.00489992405622707
16,34.9308715048744,10.8092537008269
