Basin,Mean,Stdev
1,3.25987754363812,0.732036854952257
2,0.000961716405822149,0.000549660346713788
3,0.000191841757910634,7.14400808795386e-05
4,0.712973199527391,0.232255457944394
5,23.0720825062889,7.74823760279926
6,2.49311580623854,0.767179408893479
7,0.0939680068598645,0.035659255686484
8,0.311345254951306,0.147782347169235
9,0.00333106189555054,0.00112576623780867
10,5.65632517712254,1.35424242642147
11,2.13549400967325,0.597515992364408
12,0.00448951421890988,0.00164212530766832
13,0.141097361914848,0.079795380037416
14,0.12456899401188,0.0649961205610192
15,0.00749253198332561,0.00554712017482145
16,38.0173145264881,9.84900481026352
