Basin,Mean,Stdev
1,5.84682018761217,1.84632852444064
2,0.00123942793819114,0.000678139511740803
3,9.59241180985936e-05,3.92767873352894e-05
4,0.977821688026201,0.301936355425301
5,30.1295097727192,8.52869651412364
6,4.34732171446928,1.85421713257536
7,0.0984786158011777,0.0346428035636002
8,0.530883468349745,0.290015149967404
9,0.00345490789282062,0.00160140312132806
10,7.36442901390424,1.72072373753388
11,4.0609249431572,1.12552634950921
12,0.00329993066446677,0.00140311227606398
13,0.193310567564788,0.087181989391542
14,0.245905910441873,0.122255622727259
15,0.0122025115229441,0.00818717140806515
16,53.9044805866731,11.4027994770759
