Basin,Mean,Stdev
1,4.56540591494823,1.90960847372533
2,0.00118618650196743,0.000489422178301645
3,0.000107673131667636,3.66880587304851e-05
4,0.426162689796128,0.0780118009029016
5,12.2845248688153,2.70237421839935
6,1.18427665885814,0.377929678825927
7,0.175569705814568,0.120509242030027
8,0.32964126930096,0.125262484212229
9,0.00450334122147935,0.00125197030360779
10,2.32701022461157,0.641798313407805
11,1.36818175941334,0.45886384990518
12,0.00134630529153353,0.000697072323157463
13,0.136290077293008,0.0535563306347833
14,0.143687163712369,0.0649914953678717
15,0.00933975563670216,0.00310252912549033
16,22.9819008654418,3.81413919511165
