Basin,Jan_mean,Feb_mean,Mar_mean,Apr_mean,May_mean,Jun_mean,Jul_mean,Aug_mean,Sep_mean,Oct_mean,Nov_mean,Dec_mean,Jan_stdev,Feb_stdev,Mar_stdev,Apr_stdev,May_stdev,Jun_stdev,Jul_stdev,Aug_stdev,Sep_stdev,Oct_stdev,Nov_stdev,Dec_stdev
Ganges,0.277843668628174,0.20425945759397,0.11150080972986,0.128811327391799,0.301112207405329,1.81390167174996,0.597877056734198,0.676208180957424,0.770123772335368,0.287848439406411,0.196267005124799,0.16318355340994,0.12116383159957,0.0918980322718611,0.0534555804147602,0.0573808356939129,0.110524611568319,0.580958040423162,0.634436316781269,0.895222564921426,0.687197117902411,0.262518079656455,0.109688531315023,0.0700634057477608
Mekong,0.000133474423150823,6.50678400744908e-05,4.10595821625707e-05,2.25126365718935e-05,6.25577684468324e-05,0.00018725047984166,0.000266656792306304,0.000256301440596431,0.0002077474964829,0.000223487750183374,0.000243260218118447,0.000181464634351729,6.71177230809577e-05,2.9372743524716e-05,2.16007277447579e-05,1.61991097414648e-05,3.53400400944968e-05,0.000176771918557035,0.000156043307105354,0.000112270414154955,8.38475796870149e-05,7.5356717556649e-05,7.06325776934509e-05,6.32727881354227e-05
Irawaddy,3.9224923530816e-08,4.26071894155574e-08,1.19657483494265e-07,8.69065449011754e-07,2.95983761238738e-06,8.56782409708873e-07,1.44037477713202e-05,1.71220066955331e-05,1.71904308380859e-05,4.75712840513821e-06,3.18396651173813e-06,2.45416353582405e-07,1.69196994600674e-08,2.22341100430333e-08,5.08750674547062e-07,1.55534916565189e-06,2.2591582580327e-06,1.10255706661579e-06,6.31854555719932e-06,6.79600797830771e-06,6.82770839535253e-06,1.9237793633767e-06,2.67220405937097e-06,1.89662956336937e-07
Luni_ext,0.0269276159918141,0.0318662248994893,0.0331893492311493,0.032411532578633,0.0158417387016674,0.0158313811786915,0.0569760566754806,0.14182839400818,0.207305191701383,0.101452859536362,0.0627138749838783,0.0302698557445727,0.0132578819130006,0.00996948281603033,0.0105142148603382,0.0126428029306039,0.00543893390419161,0.00528938120912179,0.0203200992270049,0.0534057188456973,0.0828271644129911,0.0626517604664452,0.0311568282475258,0.0179309805331255
Indus,0.551812410088182,0.485172645216854,0.354925152231827,0.237823430272869,0.168066292475972,1.59945415492552,3.09749505712614,6.8283232374863,8.05031266296832,2.73677160444634,1.42841410466961,0.277558673529583,0.238584481493906,0.148315153221401,0.120083752406856,0.0842746271016916,0.0715946039908701,0.572489463857017,1.38481323273518,2.7837576917651,4.17514763263446,1.28211561846209,0.617319226120208,0.142623852354406
Amu_Darya,0.00973781000031636,0.0111966515106592,0.00779047734093947,0.0154612040985537,0.0631382282208408,0.130194057261346,0.697164430642073,1.44903613895726,1.06565977605199,0.397236981611941,0.0458852611251767,0.00206911666699155,0.00692229038697777,0.0109380964999446,0.0101922265662643,0.0116021129440428,0.0278963549517228,0.0436803173540457,0.242450909225383,0.369873609325147,0.288123580243535,0.102062719425992,0.0241909238837272,0.00177987797465504
Brahmaputra,0.0020684254440472,0.00225979848242231,0.00465109467321649,0.00388382941603115,0.0115048163183545,0.031057849530666,0.045051117703502,0.0286281635107119,0.020179663727514,0.0071369019697575,0.00257020857449899,0.0029203061619343,0.00104235505194125,0.000955540979992686,0.00239416135277469,0.00196917702867458,0.0075958341116197,0.0477772182373845,0.0524013983859996,0.0145948563514661,0.013260540149327,0.0042866558651968,0.00247520525733425,0.00188286912038633
Syr_Darya,0.000781338473830335,0.000546802880216607,0.000701064170541771,0.00152111719334291,0.00644491288661143,0.0173408504755123,0.128570593116017,0.257005460749383,0.193576407544507,0.0657788440106222,0.00277897505117254,0.000203035187327397,0.00127301346568157,0.000824326926814565,0.00132692944308281,0.00194420655598013,0.00392829347525533,0.00905460306800285,0.0411930993918705,0.0653752497151288,0.0466902342369839,0.0162871921497619,0.00236746577089934,0.000256726781279998
Salween,1.07345836738395e-05,1.61744052399701e-05,1.98652913364736e-05,6.62947613875104e-06,4.16836965044082e-05,0.00101814740078078,0.00147471021411949,0.0019281629405864,0.00123334311924979,0.000292985147949967,4.51438068269819e-05,1.57173689527962e-05,4.08545894427014e-06,1.2162744788689e-05,1.07157780757234e-05,5.23224539293821e-06,4.78328863868708e-05,0.000542571979776102,0.000468751995570227,0.000673511554598236,0.000497730767622365,0.000139917927714667,2.20010941620455e-05,8.58354129810631e-06
Tarim,0.00425139129425507,0.00456934794531822,0.00403629096884298,0.00099849049116356,0.0908386148337624,0.449613039927395,2.13336858504395,2.23727211040835,0.589100958931828,0.0439594736954011,0.00242081259380453,0.00470294663725934,0.00155163877697084,0.00178939447135791,0.00226755169118381,0.000652095284572375,0.031214249985785,0.158280559901818,0.612814452690358,0.577771352490436,0.179129260211515,0.0239545914366206,0.00157361024783418,0.00220802697294995
Ili,0.00178431373705765,0.00162606779400346,0.0014176196433559,0.000733976291891299,0.0150008706179544,0.250577844829155,1.33517144037873,1.20341254174479,0.253642671546302,0.0175928893135726,0.0013432108398877,0.000848448556030431,0.000866015741416652,0.000751505853941282,0.000941028817901809,0.000813316674651182,0.00979483705379976,0.0700660311784657,0.247172032421675,0.22911694852859,0.0511367608247869,0.00518120165794581,0.000678798147435618,0.000382750397641978
Inner_Tibetan_Plateau,8.92104329371553e-08,6.68189746496257e-09,1.22703615564509e-08,4.67099488108273e-47,2.33257195606463e-05,8.44904928418361e-05,0.00190957154393527,0.00205749231514685,0.000857339967526313,4.2100369939506e-05,1.01724204361053e-06,5.20214122254228e-07,4.88625664844818e-07,3.65982596849658e-08,6.72075381321234e-08,2.55840926236017e-46,2.7971928354837e-05,7.18330119404399e-05,0.00112431749513374,0.00117553589604643,0.000542435716717743,4.28747449223817e-05,2.63533733332346e-06,1.25654188834443e-06
Yangtze,0.0160092135044867,0.00818026749860196,0.00239176329794199,4.91862313535922e-05,0.00130883200130559,0.00573511439836993,0.0242409941900561,0.0315823801800553,0.0365544689579333,0.0152978738089125,0.0430588902046396,0.0232072043564415,0.0123668003908363,0.00613773392854365,0.00170523343497954,7.41608100232989e-05,0.000790291197885006,0.00463437859801452,0.0119336767925525,0.0219456447547543,0.036848025109268,0.0130824784320399,0.0384129690749333,0.0184810162048585
Inner_Tibetan_Plateau_extended,0.000425167492032768,0.000366037424425636,0.000301429882288807,4.10897420038166e-05,0.000244708999538444,0.0219274128964598,0.123626699913217,0.116296399316859,0.022626166651314,0.00183839324656046,0.000297959603720186,0.000552424436815545,0.000216433389772097,0.000230102655171598,0.000212928765699788,3.82427743204138e-05,0.000131885960928328,0.0133430996307977,0.0498773865161427,0.0477986745018908,0.0104319209033445,0.00109484662041738,0.0002060022882407,0.000403961808798668
Yellow,0.000246074212122838,0.000433118046792805,0.000408328520115664,0.000120445215188045,0.00163550746427388,0.00199912149495926,0.00339813720600999,0.00407779130381112,0.00114395395396956,0.00131765897310638,0.00022403952197216,0.000169703400601234,0.000226587868046854,0.000223606775277296,0.000377626860191755,0.000118766811911285,0.00115795404842509,0.00120425891021383,0.00163594854065635,0.00172624500919654,0.000717111389906804,0.0011822374314886,0.000314465081159668,0.000205896833603515
all_basins,0.8920317663085,0.750557710827155,0.521374436491423,0.421885640100989,0.675267256947734,4.33892324382391,8.2466055110275,12.9779298773261,11.2125413153845,3.67679525041546,1.78626694752666,0.505883215721278,0.340583030614539,0.229964750502546,0.169967754527511,0.148753251312761,0.21078531196932,0.923327860777344,1.8135381939226,3.20399103776004,4.51704710601773,1.5019041146652,0.71579453299665,0.20866355369711
