Basin,Mean,Stdev
1,6.0361920925774,2.08465274326533
2,0.00221939079081099,0.00124605092851005
3,9.2815287631422e-05,6.2225160561567e-05
4,0.90399917268417,0.195011766879884
5,30.0463728397232,7.27197530645372
6,3.07734988755698,0.712631784874808
7,0.165005273184356,0.102550426327859
8,0.893881579886642,0.248947194290949
9,0.00500739235654907,0.00200445281667571
10,6.57805895542274,1.86195906147053
11,3.88025916977875,0.735057732180177
12,0.00392934750921323,0.00109411401824855
13,0.240202974023821,0.151249754828804
14,0.250889553519555,0.114689576153277
15,0.0148747958488689,0.00538385657793706
16,52.0983352401507,10.5313766607765
