Basin,Mean,Stdev
1,6.11417192403537,1.09798946760248
2,0.0027566463738447,0.00234612419657886
3,0.000161713253402924,9.43531911583942e-05
4,0.886842259321147,0.133139766562435
5,26.5274758628693,4.52781033381598
6,2.92700910924829,0.723754278450616
7,0.177251758021126,0.0939981824269184
8,0.760430042436259,0.247162186040937
9,0.00698139048796274,0.00201600907140895
10,6.44645190949285,1.93002619509854
11,3.3083752520937,0.821588376083947
12,0.00381941189564511,0.00111037764052452
13,0.288166952257167,0.142422843219524
14,0.309169237059519,0.110322497715804
15,0.0237790693685882,0.00777873847652911
16,47.7828425382142,7.31983262192858
