Basin,Mean,Stdev
1,6.28207609324963,2.48616931767889
2,0.0018015200934736,0.000809181182839679
3,0.000134282973351531,3.18601625480765e-05
4,0.676754392110459,0.141935430651686
5,19.7427800010741,4.78637242024517
6,2.10886260939217,0.843103715570902
7,0.230090420441859,0.190492964093918
8,0.627293383677567,0.391217058849651
9,0.00677893463804973,0.00229427337257923
10,3.76117218879638,1.49197096753516
11,2.36522030638389,0.901515939749822
12,0.00262722250244585,0.00247710086354015
13,0.176037970511517,0.0569540323619104
14,0.243629028582983,0.138323143459633
15,0.0199666692463242,0.0067037302202768
16,36.2888498907123,7.58670533142217
