Basin,Mean,Stdev
1,8.519041880693,3.71198916084737
2,0.00147895012339776,0.000452965287896488
3,0.000127976171555166,5.57869346120701e-05
4,0.885927421784821,0.279025475734227
5,24.9405250854305,8.77783449900564
6,2.26900905169411,0.89794059472209
7,0.170407514916973,0.0736061716779368
8,0.739036183864858,0.336307563099632
9,0.00503325447109891,0.00144750096685058
10,3.69894009853637,1.60177242269781
11,2.85744961142051,0.581435353466043
12,0.00165242529956743,0.00102786443175116
13,0.227762818287838,0.0789342261053278
14,0.257592919459762,0.108756824688665
15,0.0150864995053399,0.00463483931000314
16,44.6392213096502,12.1474426330476
