Basin,Mean,Stdev
1,3.37711147629299,1.71951765411833
2,0.00104820043967646,0.000266438407084486
3,4.52257136751159e-05,1.07874866956128e-05
4,0.472898217110248,0.177301093634977
5,15.7241238532738,6.97881060287556
6,2.26325823424673,0.602040340386483
7,0.105617649746214,0.0488812771889816
8,0.388396268434494,0.106093832183538
9,0.00384479843586403,0.000994940923882431
10,3.39496976112004,1.07358854901561
11,1.65621582667508,0.487937693390973
12,0.0024363876026509,0.00205381071822562
13,0.102468504728766,0.0466569740722464
14,0.167396172493387,0.0752277197391655
15,0.00703756008232863,0.00224715403775848
16,27.7133640537271,8.30152301025831
