Basin,Mean,Stdev
1,2.51841646516365,0.716765490462127
2,0.00100824436935718,0.00086668222226526
3,8.45398928144211e-05,4.0829237704224e-05
4,0.528654263468468,0.146149863943363
5,16.5156058364984,5.03468730170637
6,2.28843514929021,0.786090061663302
7,0.0646130227925615,0.0171789274029255
8,0.385835121175055,0.169528393456297
9,0.00323413573510634,0.000758011837572507
10,4.15488804648953,0.94323280401758
11,1.77974068094649,0.548022422175413
12,0.00285874721546129,0.00119170914866592
13,0.127432179975282,0.0533856393047579
14,0.137349970149998,0.0532881747505553
15,0.0089064301576964,0.00296253964948237
16,28.5632799644044,6.43466660202486
