Basin,Mean,Stdev
1,6.00123251801068,1.69459862770285
2,0.0022711374102241,0.000532782181673828
3,0.000107376255589904,3.03532336382292e-05
4,1.02905000456151,0.231932181750994
5,31.2770602069295,6.85303757859462
6,3.64599487448165,0.726228037262701
7,0.133414095268825,0.031164983761725
8,0.717955186659825,0.219753642860611
9,0.00554382368486533,0.00123103562386157
10,6.36936762321125,0.861226345520492
11,3.26412114048215,0.82335931202535
12,0.00279840443403693,0.000843018616219969
13,0.225205781324882,0.0748160837694667
14,0.324745293192184,0.103003639947956
15,0.0193579788301835,0.00663151037082617
16,53.0182254447373,8.97149095566583
