Basin,Month_of_Max,Max_Value
1,Ganges,Jun,30.5887873726183
2,Mekong,Jul,0.0475264480303799
3,Irawaddy,Feb,1.1465368276141e-09
4,Luni_ext,May,5.17661268417967
5,Indus,Jun,5.38143330291499
6,Amu_Darya,Aug,1.48334619907476
7,Brahmaputra,Mar,0.226805742892167
8,Syr_Darya,Jan,0.0184658897991316
9,Salween,Jun,7.41032075469662e-24
10,Tarim,May,0.120201950874655
11,Ili,Jul,2.30254749719779
12,Inner_Tibetan_Plateau,May,2.28643906806568e-05
13,Yangtze,Jul,3.98077513483997
14,Inner_Tibetan_Plateau_extended,May,0.345552508707114
15,Yellow,Jul,4.05013665232327
16,all_basins,Jun,48.5705626745703
