Basin,Month_of_Max,Max_Value
1,Ganges,Oct,89.9158546078824
2,Mekong,Nov,99.9145734890747
3,Irawaddy,Nov,99.9813703334911
4,Luni_ext,Sep,64.7329657910855
5,Indus,Apr,77.108718800388
6,Amu_Darya,Mar,61.7051608606223
7,Brahmaputra,Oct,99.6889626839728
8,Syr_Darya,Nov,70.9350013362949
9,Salween,Mar,99.1845864104555
10,Tarim,Nov,65.5820594241343
11,Ili,Oct,53.2943333934017
12,Inner_Tibetan_Plateau,Oct,67.4127010213643
13,Yangtze,Feb,97.5773563004957
14,Inner_Tibetan_Plateau_extended,Sep,72.1449017050534
15,Yellow,Jan,88.6654219390195
16,all_basins,Jan,84.5026163994634
