Basin,Month_of_Max,Max_Value
1,Ganges,Jun,1.59858642774089
2,Mekong,Aug,0.000417813627418034
3,Irawaddy,Aug,6.42522587324731e-05
4,Luni_ext,Sep,0.180203757181312
5,Indus,Sep,5.92199321435849
6,Amu_Darya,Aug,0.977742319518295
7,Brahmaputra,Jul,0.0287965190562783
8,Syr_Darya,Aug,0.290435376876153
9,Salween,Aug,0.00361948402200511
10,Tarim,Jul,1.09589705498313
11,Ili,Jul,1.49732461988459
12,Inner_Tibetan_Plateau,Jul,0.000968610020022246
13,Yangtze,Sep,0.0386378244562425
14,Inner_Tibetan_Plateau_extended,Aug,0.143413664244613
15,Yellow,Aug,0.00941365020623471
16,all_basins,Aug,9.86783703185354
