"Jan_irrigationGross","Jan_GrossIrr_km3_ps","Jan_GrossIrr_percent_ps","Feb_irrigationGross","Feb_GrossIrr_km3_ps","Feb_GrossIrr_percent_ps","Mar_irrigationGross","Mar_GrossIrr_km3_ps","Mar_GrossIrr_percent_ps","Apr_irrigationGross","Apr_GrossIrr_km3_ps","Apr_GrossIrr_percent_ps","May_irrigationGross","May_GrossIrr_km3_ps","May_GrossIrr_percent_ps","Jun_irrigationGross","Jun_GrossIrr_km3_ps","Jun_GrossIrr_percent_ps","Jul_irrigationGross","Jul_GrossIrr_km3_ps","Jul_GrossIrr_percent_ps","Aug_irrigationGross","Aug_GrossIrr_km3_ps","Aug_GrossIrr_percent_ps","Sep_irrigationGross","Sep_GrossIrr_km3_ps","Sep_GrossIrr_percent_ps","Oct_irrigationGross","Oct_GrossIrr_km3_ps","Oct_GrossIrr_percent_ps","Nov_irrigationGross","Nov_GrossIrr_km3_ps","Nov_GrossIrr_percent_ps","Dec_irrigationGross","Dec_GrossIrr_km3_ps","Dec_GrossIrr_percent_ps","Jan_irrigationGross_stdev","Jan_GrossIrr_km3_ps_stdev","Jan_GrossIrr_percent_ps_stdev","Feb_irrigationGross_stdev","Feb_GrossIrr_km3_ps_stdev","Feb_GrossIrr_percent_ps_stdev","Mar_irrigationGross_stdev","Mar_GrossIrr_km3_ps_stdev","Mar_GrossIrr_percent_ps_stdev","Apr_irrigationGross_stdev","Apr_GrossIrr_km3_ps_stdev","Apr_GrossIrr_percent_ps_stdev","May_irrigationGross_stdev","May_GrossIrr_km3_ps_stdev","May_GrossIrr_percent_ps_stdev","Jun_irrigationGross_stdev","Jun_GrossIrr_km3_ps_stdev","Jun_GrossIrr_percent_ps_stdev","Jul_irrigationGross_stdev","Jul_GrossIrr_km3_ps_stdev","Jul_GrossIrr_percent_ps_stdev","Aug_irrigationGross_stdev","Aug_GrossIrr_km3_ps_stdev","Aug_GrossIrr_percent_ps_stdev","Sep_irrigationGross_stdev","Sep_GrossIrr_km3_ps_stdev","Sep_GrossIrr_percent_ps_stdev","Oct_irrigationGross_stdev","Oct_GrossIrr_km3_ps_stdev","Oct_GrossIrr_percent_ps_stdev","Nov_irrigationGross_stdev","Nov_GrossIrr_km3_ps_stdev","Nov_GrossIrr_percent_ps_stdev","Dec_irrigationGross_stdev","Dec_GrossIrr_km3_ps_stdev","Dec_GrossIrr_percent_ps_stdev"
"Ganges",44.3072113633203,1.21423784045858,2.74832225069213,51.5859067500936,1.11606884797941,2.15493786690772,35.4861975681077,0.798382913378018,2.25282504693824,41.548872414383,2.93990783447223,7.05457848111156,47.1262345459449,6.68902746839525,13.9950619445133,63.8785100085973,9.15633797814185,14.7422104798924,16.2898995296216,1.39817097071966,8.4982945718203,28.1436974573037,0.561225594195538,1.92535780531182,42.9693649816585,0.769923784084284,1.66417989315568,31.0225756315413,0.577707044458619,1.88198907466943,32.6010420991491,0.704264873239524,2.11573445548392,NA,NA,NA,2.70567174964761,0.401412291168872,0.907263087528601,6.82313406800448,0.303345179618143,0.485714236023262,4.36587785767539,0.15129319447724,0.354693783269789,1.53272835260188,1.07763973801509,2.49650227704335,3.32370188262783,2.90708062200386,5.48476698205557,9.53697112581717,2.72722146779425,5.92882464765835,2.35977454204994,0.465820108695808,1.93546090025722,2.86139529868918,0.338729731986956,0.974414063513622,6.22978512404495,0.595839252711175,1.05980714479855,3.84124893357736,0.281027779349242,0.905037093844934,4.36937270078783,0.339763416350607,0.793795519655789,NA,NA,NA
"Mekong",7.40122451391525,0.0175440527171706,0.232839170269892,5.52750126123164,0.0135569123547628,0.238260047478569,2.2898164988544,0.00502123982128408,0.212892542254426,1.13760943388819,0.00268239987743848,0.223179369124054,3.47687856338466,0.00862629989645518,0.233258045586788,3.7591914500116,0.0483661176473516,1.24444690692141,4.61312977757775,0.0391531121937673,0.842300912383305,3.89394871180423,0.017944414702391,0.459939660201515,3.32552795773962,0.00682263176411189,0.205502502083122,2.88655243095602,0.00434123296253356,0.148645721851118,6.81032556215351,0.00788804229771295,0.115436956263222,NA,NA,NA,0.514922392445729,0.0076205720939743,0.0931694306690331,0.545039242921594,0.00671669028844507,0.097748079843348,0.2355276372505,0.0025801767068875,0.0919024022111377,0.260161766320202,0.00153682979930679,0.0810711742859301,0.83646325381488,0.00544341403753725,0.103273801768421,0.554927147720372,0.0323004917174292,0.77957003783172,0.20498598227544,0.0151225429180828,0.302544208253931,0.382713744691741,0.00399879806702363,0.0781793496659712,0.221769888202237,0.0014530915502344,0.0439969391759969,0.268256061659544,0.00133736806881613,0.0361947437018525,0.307172998840947,0.00186840812022759,0.0249582635654335,NA,NA,NA
"Irawaddy",2.96697173887034,0.000903800751045514,0.0304647038600241,3.03364673718064,0.000955511204873937,0.0313437030254212,1.36104365745715,0.000682544732375557,0.0502883653059579,0.283576303078613,0.000734905012834255,0.260314350668643,0.161433030361577,0.00109292945409803,0.667319901924231,0.410410918636233,5.11080633128251e-05,0.0122276404946536,1.36232167634331,0.00131795305920257,0.0955698134788535,1.55045155784223,0.000860087141525451,0.0557274156166932,1.54715485073812,0.000713437526782625,0.0463424793691482,0.588603767783657,0.000190084728637203,0.0322907721242427,2.46512597719651,0.000750446359857893,0.0305325876745559,NA,NA,NA,0.0612003330917736,0.000179063111438352,0.00606867790023367,0.250326949974626,0.000286605336940218,0.00796599531113889,0.0645536302419776,0.000203544916379931,0.0156969368534564,0.0878008818992224,0.000296041271196126,0.0586381039698746,0.08370764082789,0.000685770028205868,0.269058514305784,0.0433303167089204,3.05055680888055e-05,0.00713689515471335,0.164317932960417,0.000353388967825369,0.0177169372522827,0.0870257750940158,0.000142277051721192,0.0106123663899024,0.17100022037132,0.000100961214610164,0.006800577434785,0.021735889811341,3.15105604250322e-05,0.00520394252792528,0.0604879135070627,0.000163919208277757,0.0071094460865281,NA,NA,NA
"Luni_ext",2.93907040858386,0.117053126192087,4.31734437152864,5.09019002685928,0.199746474560761,3.93741724043498,5.23567401917282,0.21646492457095,4.13411258601025,7.21122751609784,0.366520439078565,5.09370992183603,7.13025303908869,0.359972431057748,5.02240798489705,4.54588884789945,0.401429916472718,8.97098267896994,2.23378632437961,0.468684861262418,20.3064200680621,4.00106733403611,0.433213664870145,10.6322672279028,4.57816142780737,0.322918390693156,6.94204623558917,4.11648382526645,0.146444960430605,3.6826910814987,2.6949582381838,0.140535953965853,5.35292115254934,NA,NA,NA,0.72674841520167,0.0654514560316058,2.60867112977244,0.692812685787647,0.0689085535775893,1.36518286630782,0.625708731399138,0.0837653229622355,1.44309393826977,0.303759850495474,0.0664567270427424,0.992548118140355,0.954496242526592,0.0998551480957056,1.25198142784322,0.521521708615017,0.0985303375226715,2.48197592601403,0.466773983753343,0.176626874972756,5.37490666478342,0.416437306566823,0.152744872353897,2.93309550495051,0.568795787081823,0.112887015049925,2.11189378503119,0.768038005032879,0.0676790382586471,1.88873740316073,0.428135267874691,0.0477275214749846,2.05442420326132,NA,NA,NA
"Indus",23.218583656002,3.84128114087276,16.3141944945618,24.1315264502524,4.05331823933719,16.5666545231342,28.232045528732,3.96643405401385,13.7375158478097,41.6035190439682,6.1784514410016,14.7950101722927,23.2430258043637,5.74706217489606,24.3094536112614,57.7051182329945,21.3491644730883,36.7997169436956,44.470885293646,17.7513950250023,39.0731386244302,66.0941018748906,15.1786604313624,22.6128451989959,61.3107267897055,11.7731258677641,18.8464823238596,27.4106074953695,4.5474116819461,16.5590548176102,32.109971694054,4.85092638795574,15.2489267218779,NA,NA,NA,1.80837298603842,1.51163132545888,6.25513624568062,4.59264640698209,2.10655254213106,6.67523676082508,3.77386401033573,2.0177201459902,5.88818545037398,2.6614113542831,1.73395296494489,3.91301441629821,3.62119923793482,2.16646711287646,7.46997516753991,8.25040814895122,5.87946378932115,7.26015828484288,6.4306662275617,5.61724692743384,8.60475860049996,8.23354952226232,5.92245978824636,7.20530878271519,5.64356717211688,4.71876607202798,6.53791520085373,2.0372539167965,1.63355886097863,5.92937682225983,3.01667232414868,1.7704977107678,5.55351988001375,NA,NA,NA
"Amu_Darya",0.119904528015096,0.0261746308849895,21.0823501729038,0.219532373777496,0.0344346731280861,14.1514474026297,0.121930249985675,0.03058148301744,23.5419275263269,0.81312451489564,0.273607307334912,32.1734915791204,3.83155985149597,1.37483447494108,35.6212774223367,3.69819798794406,1.39118157962115,37.594880288149,8.06741809398943,3.25139090843377,40.2726991335769,9.20857620101394,3.15251703256852,34.2130925082273,5.72382457291942,1.83752179073916,32.1693476379994,3.08935496688184,0.941416050940653,30.2990885789295,0.616448704329292,0.177056236930627,27.682096609434,NA,NA,NA,0.0251533539298232,0.0113217123995636,6.19733448148633,0.0963878614656536,0.0314643485047629,9.6603738289761,0.0347854025005613,0.0194651577475058,13.0229093983196,0.220968342803356,0.170011023631054,15.0518851796959,0.37509550654448,0.460068157153845,10.1388501039854,0.253304110547261,0.276986544064273,6.58058115191613,0.496075489104677,0.458308553743882,4.80820530618458,0.170171063198035,0.443539755675643,4.59758778038451,0.283823493719497,0.248648571488966,4.6240522039292,0.198266511107263,0.197061779353334,4.98993985134994,0.313864676125626,0.102486168015175,10.4231945342332,NA,NA,NA
"Brahmaputra",10.1911898501192,0.100513046152151,0.954025391199747,11.3730057117146,0.18586380815164,1.61436827929243,12.1483196665265,0.211975629928789,1.73605108509884,4.67553904226783,0.143266114585528,3.02203241649238,7.15367148151379,0.305476825498876,4.1460739657274,6.97573103973223,0.248281982970065,3.56650747644718,8.79442064195153,0.144042679904347,1.6380359589208,7.94049542500149,0.0460592427241515,0.577438255095244,7.80484194035547,0.0236696952875802,0.306937650655484,8.56544097359015,0.0146312326338535,0.168732988920204,5.03808443223878,0.0129318014134949,0.254232423410639,NA,NA,NA,0.848996735029881,0.0591238248183887,0.524393226627604,0.66429770779573,0.0922336686676774,0.753626686471651,0.877508769962404,0.0617724761182525,0.457439899657439,0.617954955762609,0.046272144844827,0.737145629532,0.730332798647724,0.16318619128302,1.79277057427527,0.826749611245656,0.0833639586145822,1.20995078139274,0.490650439572519,0.0429592233429831,0.473733209381215,0.348262016152055,0.0179234899069445,0.219095006382049,0.45373615021344,0.00789256969276259,0.112587413235036,0.686814805866524,0.00549595945816553,0.0531045948137511,0.652806958989401,0.00449751985619286,0.0804785106198039,NA,NA,NA
"Syr_Darya",0.0878907487312214,0.020470061494004,18.9353697227749,0.0466286704671788,0.0121619773095167,24.143111310371,0.0226275860278236,0.00549059690028386,21.2343127446604,0.050225352378933,0.0141513051116379,28.6903266725208,0.836532436882924,0.292100502547772,32.4015802005473,1.65100268849564,0.539306693316872,32.6993294471809,4.79470204003662,1.5976816417093,33.231104824383,5.87552380993345,2.00582657882807,34.1253059810938,3.71067004023669,1.27229025341928,34.2732264374715,1.41897362004425,0.472279174065781,33.2246565507235,0.0617740123943425,0.0183923449494697,27.0953424501691,NA,NA,NA,0.0673328754905877,0.0193197847518488,7.87127080570005,0.0410102754582251,0.0120532596329264,5.32707029882128,0.0232462312172075,0.00666300404314921,4.17909977858027,0.0495287252847235,0.0172144607338426,10.7714121617946,0.321238065154904,0.197535411309655,10.0589128253336,0.224559655315749,0.134141937977625,6.53997040456069,0.518321545097655,0.267457826139578,3.14711823293788,0.187162772874939,0.164568184785325,2.31505683691154,0.365990393043709,0.15195692508686,1.99184688603767,0.237817692063216,0.0894691292691629,1.8997195260987,0.116825374188588,0.0367895438721363,10.2866727344835,NA,NA,NA
"Salween",0.653435926322985,0.00772680561517789,1.18063577208903,0.62528340452686,0.00735260732458591,1.15973686413542,0.282706070724674,0.00257100888464013,0.897187600085547,0.0642601092473183,0.000467252146037569,0.66409486895741,0.0729300603121187,0.00960397338529339,13.8100916449952,0.241553858346169,0.0317385227731256,13.172252515283,0.308376788497287,0.0216771980434574,7.07464884629556,0.406616568480031,0.012251965356347,3.02119994642328,0.389668818215734,0.00542431864733921,1.38809639894757,0.157237641160744,0.00142221318170145,0.904201084752089,0.544121524205139,0.00664551865434725,1.22377131047776,NA,NA,NA,0.0173297503065398,0.00226667191931807,0.338120245788047,0.0558805993089376,0.00289111237432684,0.372272252171394,0.0343072962359658,0.00108054539474257,0.301673639451174,0.0276247827493693,0.000308922745154354,0.268789076590989,0.0167885316159156,0.00364469443233908,7.26372688217105,0.0203305123321363,0.00746425489513591,3.10165817942052,0.0204112187132014,0.00521148884655877,1.81085067917688,0.022085127596819,0.00361254678871493,0.917001116958791,0.0295278367831585,0.0014570050741968,0.358341699595534,0.00358461516529521,0.000362539170062104,0.228579309427364,0.012117992496085,0.00160480062701748,0.310522047288126,NA,NA,NA
"Tarim",0.102688815010944,0.0317900602534252,31.8035135805099,0.213392278887795,0.0691467608875366,33.1676650299035,0.248870203407421,0.090060124972986,34.8764206274034,0.0798765803726204,0.037561340420387,41.6831120076197,4.59685215302975,1.56741575198271,33.8223386686893,5.91974675567797,2.25270757581576,37.8606203853066,8.42078269641445,3.42798034660757,40.6053772129027,6.59693248494765,2.25100060270468,33.9125383448021,2.43934667287418,0.759824762892456,30.9027900817318,0.6973156669832,0.255355927026052,34.7238007749482,0.12516645490814,0.0460596615359699,36.3333066290844,NA,NA,NA,0.0278443321297778,0.0109192090464415,9.23634220148336,0.0474688675463513,0.0219598595001706,9.87041692782597,0.0882422965030985,0.0365274905571239,6.43196856979251,0.0624528429670475,0.0395886097310209,10.8265321417225,0.254105138775753,0.466122657980851,8.81144048870042,0.359527018730499,0.436722206342577,5.62840447072089,0.926969527446193,0.630437126645622,4.98001470679913,0.67876360175895,0.491841221597517,5.62746584667655,0.240830256329586,0.163508074375467,5.07115988259014,0.245576302332412,0.108884350158233,6.81137707169263,0.0557042800611969,0.0213127093657077,4.6720034274618,NA,NA,NA
