"irrigationGross","GrossIrr_km3_ps","GrossIrr_percent_ps","irrigationGross_stdev","GrossIrr_mm_ps_stdev","GrossIrr_percent_ps_stdev"
"Ganges",451.324500989271,25.8154690546371,5.73134426196086,23.3160610947117,5.68242477930471,1.25554667574836
"Mekong",52.2291403121392,0.140521091037106,0.267359536494148,2.14838449440196,0.0444949231540287,0.0776357294763441
"Irawaddy",17.2050514593032,0.00721928533373965,0.0419279051131687,0.403999093052911,0.00290622201478197,0.0166708265581964
"Luni_ext",54.8018112098569,4.21455125748866,7.68275367071826,3.21218711158061,0.573952628248207,0.8578984381082
"Indus",418.462353651582,106.873619143278,25.5169403311102,23.8184378283431,15.036324654605,3.02801518459922
"Amu_Darya",34.9122791779901,11.4639495173328,32.9069750974277,2.09919212676453,1.32770628549284,3.9376769756401
"Brahmaputra",94.4424471397613,1.70911249975363,1.80448156790323,2.54743203333027,0.622571653236001,0.640800183243024
"Syr_Darya",18.8137262201518,5.43491919641516,28.7368479014017,2.1668945476415,1.17730079591404,4.30423028469229
"Salween",4.26125472403662,0.096006285172751,2.25382438243348,0.0968277147002436,0.016744802630268,0.391713493927653
"Tarim",30.8473335895893,11.0963933234971,35.8955588184607,1.90916315906056,1.43308187266089,3.4356178707101
"Ili",34.2183246222156,7.53995674721372,22.0586818971271,1.67029716674944,1.41585974640665,4.13352779232321
"Inner_Tibetan_Plateau",0.0995718622471833,0.0439573350644646,44.1829870719598,0.00224002356858738,0.00693474628024186,7.14468825562149
"Yangtze",389.918214057295,8.83877978834227,2.24808344757353,15.5024048865293,2.84816414998814,0.6434083341302
"Inner_Tibetan_Plateau_extended",10.2445767642493,2.88032497811881,28.0651605546889,0.38185152524416,0.592504685718763,5.37014886630556
"Yellow",79.6648773089638,12.3049675658784,15.5203803969335,8.10064661490369,1.98913119428004,2.49384334312112
"all_basins",1691.44546308865,198.459747068564,11.7357523600908,49.3519128209549,18.8037451633906,1.07388886519052
