Basin,Month_of_Max,Max_Value
1,Ganges,Jun,9.15633797814185
2,Mekong,Jun,0.0483661176473516
3,Irawaddy,Jul,0.00131795305920257
4,Luni_ext,Jul,0.468684861262418
5,Indus,Jun,21.3491644730883
6,Amu_Darya,Jul,3.25139090843377
7,Brahmaputra,May,0.305476825498876
8,Syr_Darya,Aug,2.00582657882807
9,Salween,Jun,0.0317385227731256
10,Tarim,Jul,3.42798034660757
11,Ili,Jul,1.92517962570419
12,Inner_Tibetan_Plateau,Jul,0.012165439993017
13,Yangtze,Jul,2.88532238503006
14,Inner_Tibetan_Plateau_extended,Jun,0.809616035344921
15,Yellow,Jul,3.58134320904713
16,all_basins,Jun,43.0476647424039
