"Jan_irrigationGross","Jan_GrossIrr_km3_pu","Jan_GrossIrr_percent_pu","Feb_irrigationGross","Feb_GrossIrr_km3_pu","Feb_GrossIrr_percent_pu","Mar_irrigationGross","Mar_GrossIrr_km3_pu","Mar_GrossIrr_percent_pu","Apr_irrigationGross","Apr_GrossIrr_km3_pu","Apr_GrossIrr_percent_pu","May_irrigationGross","May_GrossIrr_km3_pu","May_GrossIrr_percent_pu","Jun_irrigationGross","Jun_GrossIrr_km3_pu","Jun_GrossIrr_percent_pu","Jul_irrigationGross","Jul_GrossIrr_km3_pu","Jul_GrossIrr_percent_pu","Aug_irrigationGross","Aug_GrossIrr_km3_pu","Aug_GrossIrr_percent_pu","Sep_irrigationGross","Sep_GrossIrr_km3_pu","Sep_GrossIrr_percent_pu","Oct_irrigationGross","Oct_GrossIrr_km3_pu","Oct_GrossIrr_percent_pu","Nov_irrigationGross","Nov_GrossIrr_km3_pu","Nov_GrossIrr_percent_pu","Dec_irrigationGross","Dec_GrossIrr_km3_pu","Dec_GrossIrr_percent_pu","Jan_irrigationGross_stdev","Jan_GrossIrr_km3_pu_stdev","Jan_GrossIrr_percent_pu_stdev","Feb_irrigationGross_stdev","Feb_GrossIrr_km3_pu_stdev","Feb_GrossIrr_percent_pu_stdev","Mar_irrigationGross_stdev","Mar_GrossIrr_km3_pu_stdev","Mar_GrossIrr_percent_pu_stdev","Apr_irrigationGross_stdev","Apr_GrossIrr_km3_pu_stdev","Apr_GrossIrr_percent_pu_stdev","May_irrigationGross_stdev","May_GrossIrr_km3_pu_stdev","May_GrossIrr_percent_pu_stdev","Jun_irrigationGross_stdev","Jun_GrossIrr_km3_pu_stdev","Jun_GrossIrr_percent_pu_stdev","Jul_irrigationGross_stdev","Jul_GrossIrr_km3_pu_stdev","Jul_GrossIrr_percent_pu_stdev","Aug_irrigationGross_stdev","Aug_GrossIrr_km3_pu_stdev","Aug_GrossIrr_percent_pu_stdev","Sep_irrigationGross_stdev","Sep_GrossIrr_km3_pu_stdev","Sep_GrossIrr_percent_pu_stdev","Oct_irrigationGross_stdev","Oct_GrossIrr_km3_pu_stdev","Oct_GrossIrr_percent_pu_stdev","Nov_irrigationGross_stdev","Nov_GrossIrr_km3_pu_stdev","Nov_GrossIrr_percent_pu_stdev","Dec_irrigationGross_stdev","Dec_GrossIrr_km3_pu_stdev","Dec_GrossIrr_percent_pu_stdev"
"Ganges",44.3072113633203,5.37648047477069,12.2822568332943,51.5859067500936,9.95323533413831,18.8601224040526,35.4861975681077,9.54185147264508,26.0992519785403,41.548872414383,10.9654645376426,26.4259846198574,47.1262345459449,17.012561888054,36.0221714177332,63.8785100085973,31.2358985532158,47.4003188704731,16.2898995296216,2.84564326201838,16.8689461472777,28.1436974573037,2.01058838411947,7.07889899839928,42.9693649816585,2.15386470692768,4.88057861069708,31.0225756315413,1.20698464953952,3.95052039004895,32.6010420991491,1.47404890237366,4.45394384775977,NA,NA,NA,2.70567174964761,2.14132179570017,5.29830260897284,6.82313406800448,4.4736437585844,7.18411771653794,4.36587785767539,4.3306598976782,10.4343461838385,1.53272835260188,3.32749172738785,8.00963216413228,3.32370188262783,3.30260603927804,6.19740066845001,9.53697112581717,11.7724967179768,12.3810733263947,2.35977454204994,1.6194584535717,8.12938270348797,2.86139529868918,0.647256076620144,1.80730483569843,6.22978512404495,0.936953085050418,1.65525450233645,3.84124893357736,0.422334176830456,1.46749867527033,4.36937270078783,0.770884155506622,1.99677501601372,NA,NA,NA
"Mekong",7.40122451391525,0.00661681784017076,0.0850843267661387,5.52750126123164,0.0130757923074489,0.224319825233133,2.2898164988544,0.000336902127658729,0.0149105254002774,1.13760943388819,7.19067537523067e-05,0.0066158854570262,3.47687856338466,0.00288694511061943,0.0650121111592541,3.7591914500116,0.000690849201150848,0.018287318970029,4.61312977757775,0.00341996512559893,0.0698782100407734,3.89394871180423,0.000177425125436262,0.00452846255189348,3.32552795773962,3.06297047747312e-05,0.000858608106082439,2.88655243095602,4.35523498137001e-06,0.000146864701742805,6.81032556215351,1.65269821469767e-05,0.000238028969909866,NA,NA,NA,0.514922392445729,0.0155659904645895,0.200327651702539,0.545039242921594,0.0221763093842274,0.385842343889007,0.2355276372505,0.000597964693122847,0.0272838340193244,0.260161766320202,8.36917227175028e-05,0.00884559578376986,0.83646325381488,0.00670947369831634,0.150430965422857,0.554927147720372,0.00143872272702032,0.0391384801754036,0.20498598227544,0.00803953150872189,0.164081077305183,0.382713744691741,0.000362711068238525,0.00943378077582794,0.221769888202237,5.85053865669707e-05,0.00161071802452935,0.268256061659544,8.31299759278077e-06,0.000284124630121193,0.307172998840947,2.54054247800047e-05,0.000366246854447778,NA,NA,NA
"Irawaddy",2.96697173887034,1.04265405685978e-10,3.46393209534063e-09,3.03364673718064,1.16832386335424e-10,3.80511036431913e-09,1.36104365745715,5.78367286710119e-11,4.18739406393841e-09,0.283576303078613,2.39414923137334e-11,7.56595645584460e-09,0.161433030361577,2.56984715455842e-11,1.36959641215173e-08,0.410410918636233,4.87030400666111e-12,1.091954625232e-09,1.36232167634331,5.05560557218989e-11,3.74732613700181e-09,1.55045155784223,5.82096858755363e-11,3.8473164007199e-09,1.54715485073812,5.12758369843354e-11,3.29130466992557e-09,0.588603767783657,1.18260901926825e-11,1.96342872107539e-09,2.46512597719651,4.53434102870231e-11,1.8598049077256e-09,NA,NA,NA,0.0612003330917736,1.04635630320934e-10,3.39912594427057e-09,0.250326949974626,1.10827027649749e-10,3.7276452273581e-09,0.0645536302419776,6.11268778169214e-11,4.44469976865511e-09,0.0878008818992224,2.36769660075326e-11,7.8707282342884e-09,0.08370764082789,3.15151812835595e-11,1.40038596756171e-08,0.0433303167089204,7.43433209982515e-12,1.6217437149323e-09,0.164317932960417,5.29524035427814e-11,3.66380446476693e-09,0.0870257750940158,5.28964525678568e-11,3.68740051465073e-09,0.17100022037132,4.62732586908136e-11,3.10787981834277e-09,0.021735889811341,1.13156092032957e-11,1.79161092566504e-09,0.0604879135070627,3.95739899164093e-11,1.67430663048431e-09,NA,NA,NA
"Luni_ext",2.93907040858386,1.02303888920376,36.5208531223345,5.09019002685928,2.02863911759521,39.5184899420985,5.23567401917282,1.6764329564682,32.300729014907,7.21122751609784,2.34392198270617,32.4710824006204,7.13025303908869,3.77127042159964,52.5319181912891,4.54588884789945,2.65163073608383,57.8287349884193,2.23378632437961,0.564336357343113,23.9254255425873,4.00106733403611,0.617201546017435,15.1231568450713,4.57816142780737,0.602107018572919,12.2522860921253,4.11648382526645,0.686627420156975,17.3092040275412,2.6949582381838,0.56818660620157,21.1240518536406,NA,NA,NA,0.72674841520167,0.289765167734089,11.1486062327522,0.692812685787647,0.691893557807453,11.5249055493993,0.625708731399138,0.452913060386506,8.64223691973637,0.303759850495474,0.657398697954524,8.56290412053128,0.954496242526592,0.816460474731749,7.70781941528456,0.521521708615017,0.543237757235478,6.36742792745212,0.466773983753343,0.347096124238394,11.9216388530758,0.416437306566823,0.426627449057609,9.7932674713965,0.568795787081823,0.6057876543356,10.7725120252945,0.768038005032879,0.37295790095971,10.4896601498568,0.428135267874691,0.269594163343505,8.98800436763378,NA,NA,NA
"Indus",23.218583656002,0.990102134495289,4.13288430004017,24.1315264502524,1.01588686739272,4.37606378913374,28.232045528732,0.770986055850792,2.78280351954266,41.6035190439682,1.0166442786165,2.45523871935199,23.2430258043637,0.596954274931528,2.59183755223191,57.7051182329945,3.26634709634566,5.32997718368443,44.470885293646,0.878183261074395,1.95653502746905,66.0941018748906,0.69388480888298,1.04480485353543,61.3107267897055,0.478049921941129,0.775735817999807,27.4106074953695,0.191892244247328,0.707633610448687,32.109971694054,1.94455290597993,5.95349490163215,NA,NA,NA,1.80837298603842,0.642343913984964,2.51275101806504,4.59264640698209,0.462762821421511,2.37460813388527,3.77386401033573,0.430631750787392,1.49139756886793,2.6614113542831,0.629644908438128,1.51000464093739,3.62119923793482,0.464258138482429,1.96334147053932,8.25040814895122,2.36343766814166,3.46439123182693,6.4306662275617,0.510519720999071,1.07342490301622,8.23354952226232,0.27178452049423,0.400141339851617,5.64356717211688,0.170811622003016,0.262895777935947,2.0372539167965,0.0382490811645161,0.168597236128572,3.01667232414868,1.45195262640048,4.30120101213266,NA,NA,NA
"Amu_Darya",0.119904528015096,0.0157125085442501,13.0336350580659,0.219532373777496,0.0616388658495518,29.9337098190382,0.121930249985675,0.00217785379063039,1.69617617264589,0.81312451489564,0.00671081578166223,0.725401300224397,3.83155985149597,0.0800430298916182,1.99738178977863,3.69819798794406,0.158994515094173,4.2229519160667,8.06741809398943,0.631441363808813,7.75875457750773,9.20857620101394,1.05543231158679,11.463633290056,5.72382457291942,0.617830358065718,10.7743178980576,3.08935496688184,0.539612976776968,17.6453913077372,0.616448704329292,0.124714591748602,21.5305884096864,NA,NA,NA,0.0251533539298232,0.00599157904341286,3.94053971238176,0.0963878614656536,0.0374946301920372,16.6217072816238,0.0347854025005613,0.00174270755207162,1.26173947884786,0.220968342803356,0.00782038728293906,0.61754662436377,0.37509550654448,0.056662384377993,1.15189218468721,0.253304110547261,0.0721272309631035,1.59223489228821,0.496075489104677,0.26084514122307,2.85041193607588,0.170171063198035,0.176921000234181,1.93791589957892,0.283823493719497,0.148009321868572,2.41021138240744,0.198266511107263,0.133897914163548,5.28888176820539,0.313864676125626,0.0589952993846726,6.19274126731456,NA,NA,NA
"Brahmaputra",10.1911898501192,0.0128647718248402,0.117649298858553,11.3730057117146,0.0625650268602518,0.533629770761283,12.1483196665265,0.178504534177005,1.4228603479437,4.67553904226783,0.0499968441991224,1.06228611548304,7.15367148151379,0.016088498342073,0.22697242274881,6.97573103973223,0.0126868074854601,0.177751107037916,8.79442064195153,0.0129104812491405,0.150201823683265,7.94049542500149,0.00109916106102228,0.0138973365227272,7.80484194035547,0.000476320183770348,0.00604058618908293,8.56544097359015,0.000532776409658297,0.00608400029151988,5.03808443223878,0.000360623032655161,0.00736654911286929,NA,NA,NA,0.848996735029881,0.0154689907999392,0.138055763057817,0.66429770779573,0.0572343650733442,0.468361317749476,0.877508769962404,0.143345347052896,1.04125901429963,0.617954955762609,0.0295957917858164,0.562154821103875,0.730332798647724,0.0115209996776213,0.164153090353495,0.826749611245656,0.00927472616145566,0.129277297113949,0.490650439572519,0.00876805983767613,0.106349946647399,0.348262016152055,0.000688199038434759,0.00881696431807879,0.45373615021344,0.000335271709010852,0.00402682859033451,0.686814805866524,0.000327351959197291,0.00365850540587778,0.652806958989401,0.000139824581302809,0.0032398060501368,NA,NA,NA
"Syr_Darya",0.0878907487312214,0.0157204252055194,26.2610463368609,0.0466286704671788,0.00344559751049694,6.24601389371671,0.0226275860278236,0.000839279500605511,1.72923204319785,0.050225352378933,4.72629034232526e-06,0.0104652525347174,0.836532436882924,0.000196027540762728,0.0192012594661697,1.65100268849564,0.00348530398200003,0.191061492081328,4.79470204003662,0.00317052440527531,0.0648238055896313,5.87552380993345,0.00254650770807363,0.0437099553971458,3.71067004023669,0.00265438811089934,0.0667815568801445,1.41897362004425,0.000201668754555758,0.0140829558620781,0.0617740123943425,0.00103896726741337,8.87888855768694,NA,NA,NA,0.0673328754905877,0.00529657769043983,14.5656323221956,0.0410102754582251,0.00412301638190568,8.23126154078019,0.0232462312172075,0.00162024898194375,2.62340195537916,0.0495287252847235,4.79082877501073e-06,0.00724510962979005,0.321238065154904,0.000283895448739508,0.0225730558727434,0.224559655315749,0.00547231400276624,0.287204385939042,0.518321545097655,0.00261683301736574,0.0514125800831511,0.187162772874939,0.0018780414884182,0.0322898206772254,0.365990393043709,0.00275098423201733,0.0661264002080649,0.237817692063216,0.000174377708829654,0.0105090646211824,0.116825374188588,0.00225097224360368,15.9838027999344,NA,NA,NA
"Salween",0.653435926322985,8.4419345480578e-23,1.25774200791727e-20,0.62528340452686,6.6123691836955e-23,1.03162918451218e-20,0.282706070724674,4.16294756319243e-23,1.39567633573364e-20,0.0642601092473183,8.56220956628137e-24,9.26132561953941e-21,0.0729300603121187,1.19311230756952e-24,1.34736546536664e-21,0.241553858346169,1.42751326907171e-20,5.5123890673138e-18,0.308376788497287,9.92295249378881e-22,3.53137715777501e-19,0.406616568480031,1.50437474259765e-22,3.7481495344178e-20,0.389668818215734,9.22519436137435e-23,2.24509963508415e-20,0.157237641160744,4.01734879819522e-23,2.56924386310683e-20,0.544121524205139,6.16522613750759e-23,1.11947509882826e-20,NA,NA,NA,0.0173297503065398,1.32829826750349e-22,1.94916898334876e-20,0.0558805993089376,1.1209816034441e-22,1.73539947467405e-20,0.0343072962359658,7.71845843460021e-23,2.47553222200576e-20,0.0276247827493693,2.03822095443355e-23,2.19329688188332e-20,0.0167885316159156,1.97353454445106e-24,2.14017590569435e-21,0.0203305123321363,2.97072304476866e-20,1.14990202010512e-17,0.0204112187132014,2.06665041402711e-21,7.3770167677385e-19,0.022085127596819,2.90945971581768e-22,7.27463199165053e-20,0.0295278367831585,1.70584649149752e-22,4.19497216301869e-20,0.00358461516529521,7.36278833880302e-23,4.7591914337773e-20,0.012117992496085,1.13146371988211e-22,2.05379081366878e-20,NA,NA,NA
"Tarim",0.102688815010944,0.000704631681884356,0.600725395865048,0.213392278887795,0.00804846826294531,3.70378221333024,0.248870203407421,0.016384941783586,6.20967150686975,0.0798765803726204,0.0022167285690076,2.81887182580472,4.59685215302975,0.0187787822244131,0.397578629905655,5.91974675567797,0.0054417068563238,0.0938867621820409,8.42078269641445,0.000715414903284398,0.008315940299669,6.59693248494765,0.000165173078201465,0.00236909323524456,2.43934667287418,4.34611855423122e-05,0.00173889253328342,0.6973156669832,0.000316418781612411,0.0449284274843123,0.12516645490814,4.20431382489401e-06,0.0025206871873364,NA,NA,NA,0.0278443321297778,0.00145994493626009,1.19988312180472,0.0474688675463513,0.00632591473950549,2.56061509369543,0.0882422965030985,0.0123257883679493,3.58605233260219,0.0624528429670475,0.00178391275241303,2.55977355969553,0.254105138775753,0.0205570332191499,0.426636400118317,0.359527018730499,0.00474506976552183,0.0881657197770601,0.926969527446193,0.00066986351713813,0.00755407015029344,0.67876360175895,0.000165408080800188,0.00213038474088486,0.240830256329586,3.94589365337801e-05,0.00145254897650103,0.245576302332412,0.000428543999005631,0.0592193545104198,0.0557042800611969,7.69392307373325e-06,0.00394607472871051,NA,NA,NA
