Basin,Month_of_Max,Max_Value
1,Ganges,Jun,47.4003188704731
2,Mekong,Feb,0.224319825233133
3,Irawaddy,May,1.36959641215173e-08
4,Luni_ext,Jun,57.8287349884193
5,Indus,Nov,5.95349490163215
6,Amu_Darya,Feb,29.9337098190382
7,Brahmaputra,Mar,1.4228603479437
8,Syr_Darya,Jan,26.2610463368609
9,Salween,Jun,5.5123890673138e-18
10,Tarim,Mar,6.20967150686975
11,Ili,Mar,56.8643299576487
12,Inner_Tibetan_Plateau,May,6.87397015063944
13,Yangtze,Jun,6.21358396323808
14,Inner_Tibetan_Plateau_extended,Apr,71.3755724278442
15,Yellow,Jul,15.0114533891032
16,all_basins,Jun,19.7583630133642
