Basin,Month_of_Max,Max_Value
1,Ganges,Jun,14.1568996110126
2,Mekong,Jun,0.916732028486876
3,Irawaddy,May,0.719376805164989
4,Luni_ext,Jul,22.1479707852145
5,Indus,Jul,40.0930048157683
6,Amu_Darya,Jun,37.0321272124411
7,Brahmaputra,May,5.11623959920993
8,Syr_Darya,May,33.0900777699786
9,Salween,May,17.0641925386737
10,Tarim,Jul,38.8376826538022
11,Ili,May,27.4891753178434
12,Inner_Tibetan_Plateau,Jul,57.3231216836199
13,Yangtze,May,8.79654280653468
14,Inner_Tibetan_Plateau_extended,Jun,41.1890611540482
15,Yellow,Jul,18.0103204748717
16,all_basins,Jun,18.9858385726243
