"Jan_irrigationGross","Jan_GrossIrr_km3_pr","Jan_GrossIrr_percent_pr","Feb_irrigationGross","Feb_GrossIrr_km3_pr","Feb_GrossIrr_percent_pr","Mar_irrigationGross","Mar_GrossIrr_km3_pr","Mar_GrossIrr_percent_pr","Apr_irrigationGross","Apr_GrossIrr_km3_pr","Apr_GrossIrr_percent_pr","May_irrigationGross","May_GrossIrr_km3_pr","May_GrossIrr_percent_pr","Jun_irrigationGross","Jun_GrossIrr_km3_pr","Jun_GrossIrr_percent_pr","Jul_irrigationGross","Jul_GrossIrr_km3_pr","Jul_GrossIrr_percent_pr","Aug_irrigationGross","Aug_GrossIrr_km3_pr","Aug_GrossIrr_percent_pr","Sep_irrigationGross","Sep_GrossIrr_km3_pr","Sep_GrossIrr_percent_pr","Oct_irrigationGross","Oct_GrossIrr_km3_pr","Oct_GrossIrr_percent_pr","Nov_irrigationGross","Nov_GrossIrr_km3_pr","Nov_GrossIrr_percent_pr","Dec_irrigationGross","Dec_GrossIrr_km3_pr","Dec_GrossIrr_percent_pr","Jan_irrigationGross_stdev","Jan_GrossIrr_km3_pr_stdev","Jan_GrossIrr_percent_pr_stdev","Feb_irrigationGross_stdev","Feb_GrossIrr_km3_pr_stdev","Feb_GrossIrr_percent_pr_stdev","Mar_irrigationGross_stdev","Mar_GrossIrr_km3_pr_stdev","Mar_GrossIrr_percent_pr_stdev","Apr_irrigationGross_stdev","Apr_GrossIrr_km3_pr_stdev","Apr_GrossIrr_percent_pr_stdev","May_irrigationGross_stdev","May_GrossIrr_km3_pr_stdev","May_GrossIrr_percent_pr_stdev","Jun_irrigationGross_stdev","Jun_GrossIrr_km3_pr_stdev","Jun_GrossIrr_percent_pr_stdev","Jul_irrigationGross_stdev","Jul_GrossIrr_km3_pr_stdev","Jul_GrossIrr_percent_pr_stdev","Aug_irrigationGross_stdev","Aug_GrossIrr_km3_pr_stdev","Aug_GrossIrr_percent_pr_stdev","Sep_irrigationGross_stdev","Sep_GrossIrr_km3_pr_stdev","Sep_GrossIrr_percent_pr_stdev","Oct_irrigationGross_stdev","Oct_GrossIrr_km3_pr_stdev","Oct_GrossIrr_percent_pr_stdev","Nov_irrigationGross_stdev","Nov_GrossIrr_km3_pr_stdev","Nov_GrossIrr_percent_pr_stdev","Dec_irrigationGross_stdev","Dec_GrossIrr_km3_pr_stdev","Dec_GrossIrr_percent_pr_stdev"
"Ganges",44.3072113633203,37.5873063236857,84.6741287130151,51.5859067500936,40.425259276383,78.8073466219203,35.4861975681077,25.0988805125497,71.516425626917,41.548872414383,27.5651333374987,66.3301251693019,47.1262345459449,23.0793769356951,49.2448427893455,63.8785100085973,19.0547633476275,30.7986141720805,16.2898995296216,10.8732929807144,67.6165467672572,28.1436974573037,24.849184649868,88.486630383793,42.9693649816585,39.2178082637877,91.6518274713886,31.0225756315413,28.8506631644152,92.8932290467984,32.6010420991491,30.2717414799806,92.9684626945114,NA,NA,NA,2.70567174964761,4.29117252874309,6.20976272777959,6.82313406800448,4.42644608123467,7.59251188316846,4.36587785767539,2.38417373143889,10.5955423886343,1.53272835260188,3.46075899096346,7.71017931770554,3.32370188262783,2.83097407573463,7.92302758460037,9.53697112581717,3.83275527960737,9.99648540394493,2.35977454204994,1.11600874397384,10.0893919909653,2.86139529868918,2.12913853823342,4.10384456411094,6.22978512404495,4.33989943730819,3.51676645580888,3.84124893357736,3.98840413561262,2.63249994613562,4.36937270078783,3.81421097463168,2.90367533022381,NA,NA,NA
"Mekong",7.40122451391525,7.37689422003601,99.6798011003424,5.52750126123164,5.50083234358649,99.5367520640444,2.2898164988544,2.28445049652985,99.7718594564561,1.13760943388819,1.13485118001382,99.7698710340248,3.47687856338466,3.46534247772669,99.7011367248231,3.7591914500116,3.70949685310389,98.7213656932259,4.61312977757775,4.57000039111639,99.0758296850059,3.89394871180423,3.87509628788938,99.5164806999139,3.32552795773962,3.31803545904225,99.7743064477034,2.88655243095602,2.88138411142304,99.8229477990964,6.81032556215351,6.8015979157183,99.872327248658,NA,NA,NA,0.514922392445729,0.503041477217413,0.206426305863663,0.545039242921594,0.530394468424711,0.421257193788568,0.2355276372505,0.233280604554409,0.106585908261129,0.260161766320202,0.25871416156694,0.0852140815022746,0.83646325381488,0.827826299210273,0.186595495171871,0.554927147720372,0.535345665500888,0.825076744722181,0.20498598227544,0.189778281555067,0.399523459727719,0.382713744691741,0.380508033584997,0.0787728097468369,0.221769888202237,0.221522120321739,0.0437567508131384,0.268256061659544,0.267071109499608,0.0374729291042978,0.307172998840947,0.305937669914675,0.024963913840467,NA,NA,NA
"Irawaddy",2.96697173887034,2.9660676035001,99.9695240289621,3.03364673718064,3.03269086299932,99.9686443676689,1.36104365745715,1.36036092637061,99.9496980157142,0.283576303078613,0.282841056904232,99.7395617644424,0.161433030361577,0.160332350889383,99.3283287889394,0.410410918636233,0.410356534283851,99.9870147924516,1.36232167634331,1.36080887881609,99.8902589472159,1.55045155784223,1.54938736336079,99.9311242575647,1.54715485073812,1.54624789857618,99.9411767893021,0.588603767783657,0.58836330984129,99.9591206398017,2.46512597719651,2.4643615502922,99.9689026392193,NA,NA,NA,0.0612003330917736,0.0611866039115468,0.00606904626707085,0.250326949974626,0.25018144270806,0.00796784104101421,0.0645536302419776,0.0645696687994117,0.0156984420999434,0.0878008818992224,0.0875748609131363,0.0586624798790381,0.08370764082789,0.0831240713805297,0.270749463005158,0.0433303167089204,0.0433141067801746,0.00752244296406389,0.164317932960417,0.163977287858449,0.0183902540755599,0.0870257750940158,0.0870446752532183,0.0101861802383116,0.17100022037132,0.170937848865881,0.00576331309529713,0.021735889811341,0.0217322687689141,0.00484730199136398,0.0604879135070627,0.0605724633539472,0.00693040258101935,NA,NA,NA
"Luni_ext",2.93907040858386,1.77212398436856,58.1859708813884,5.09019002685928,2.82773222768517,55.8688517805299,5.23567401917282,3.31162233192418,62.9692672858912,7.21122751609784,4.46920584044491,61.9944241694613,7.13025303908869,2.98034528139501,42.1855099530503,4.54588884789945,1.46838036406826,32.6250624641796,2.23378632437961,1.14247725490709,53.1396190503778,4.00106733403611,2.81503097524236,70.8771629625925,4.57816142780737,3.46787613922823,76.7591477136993,4.11648382526645,3.18575619834076,76.521496466984,2.6949582381838,1.92224033063214,71.0687219924404,NA,NA,NA,0.72674841520167,0.821042307875435,13.5136700472008,0.692812685787647,0.627447299495249,12.5949144967835,0.625708731399138,0.697996304291661,9.34001802767336,0.303759850495474,0.655117071685106,8.55576252226935,0.954496242526592,0.586992521376425,8.80357833754361,0.521521708615017,0.235595485431562,6.03148615631487,0.466773983753343,0.265232032458523,15.6497181601671,0.416437306566823,0.38347682505581,10.9574100002597,0.568795787081823,0.371653116146379,11.846663220425,0.768038005032879,0.875671485241548,13.2738453288095,0.428135267874691,0.434623222841267,10.6341411591566,NA,NA,NA
"Indus",23.218583656002,17.5426692762479,75.9422912421053,24.1315264502524,18.3167171069162,75.9798574484504,28.232045528732,22.9788335154774,81.675067141916,41.6035190439682,33.9814800044044,81.7213882664301,23.2430258043637,16.6765306807674,72.1844328879892,57.7051182329945,31.1738458109031,54.5020756598477,44.470885293646,22.8076766866626,52.018672218272,66.0941018748906,43.8823003108721,66.9200274003377,61.3107267897055,41.6934402102898,68.5023509844099,27.4106074953695,20.017141223478,72.9679655502671,32.109971694054,23.7622765406815,73.8987757353997,NA,NA,NA,1.80837298603842,1.24267654573352,8.29656738929244,4.59264640698209,3.68913069074866,8.01306759698387,3.77386401033573,3.03970382664086,6.7358165370539,2.6614113542831,2.66381097070318,4.48058609153208,3.62119923793482,2.44729643614119,7.80918795904826,8.25040814895122,4.77834896579866,7.85735623888402,6.4306662275617,3.07958822976757,8.54518498884014,8.23354952226232,4.04568940974114,7.60626998291056,5.64356717211688,2.25289387010441,7.70345403844969,2.0372539167965,2.65043762936442,7.58896338050458,3.01667232414868,4.06302909816519,9.19756448229715,NA,NA,NA
"Amu_Darya",0.119904528015096,0.0720258142204733,61.0742473310995,0.219532373777496,0.116985687557692,52.9180777588751,0.121930249985675,0.087389128478822,73.3068471874361,0.81312451489564,0.526359488639895,66.3385183492647,3.83155985149597,2.32460883474772,61.0565447020245,3.69819798794406,2.03220573349103,55.0786703839001,8.06741809398943,3.52592840415735,43.8964697752676,9.20857620101394,3.68435352215388,39.9827182388838,5.72382457291942,2.44178842787918,42.7204332423245,3.08935496688184,1.31711997425032,42.5605217464504,0.616448704329292,0.284435231535296,46.4729910407371,NA,NA,NA,0.0251533539298232,0.0115203335179425,8.26571507651157,0.0963878614656536,0.0535422664277211,11.5258343063117,0.0347854025005613,0.0218728953722346,12.746961854694,0.220968342803356,0.136823742246881,15.4418990651543,0.37509550654448,0.363182407019316,10.6079331261922,0.253304110547261,0.276033631464062,7.37644849872038,0.496075489104677,0.355600613529581,5.59893487759999,0.170171063198035,0.530090967189918,5.51265919794768,0.283823493719497,0.276494870263863,4.96428441680779,0.198266511107263,0.191306455268083,5.30435773979763,0.313864676125626,0.16053278782429,7.17845674149274,NA,NA,NA
"Brahmaputra",10.1911898501192,10.0739445935593,98.8916538650715,11.3730057117146,11.1198088701385,97.8106181963609,12.1483196665265,11.7497576521088,96.7752668484224,4.67553904226783,4.47603240610904,95.7846609006691,7.15367148151379,6.81777498169656,95.4334271895965,6.97573103973223,6.59359167172054,94.5202600730881,8.79442064195153,8.51768361814512,96.8579206179254,7.94049542500149,7.80364298126858,98.2799161567643,7.80484194035547,7.72576837343618,98.9769612519115,8.56544097359015,8.53165898958007,99.6110475763246,5.03808443223878,5.02141185637249,99.6704260293239,NA,NA,NA,0.848996735029881,0.778727786529852,0.641006422860921,0.66429770779573,0.569696980461066,1.17414707181062,0.877508769962404,0.736876473050707,1.29531460730501,0.617954955762609,0.571722233447173,0.941771512156447,0.730332798647724,0.58799174624785,1.78936508511734,0.826749611245656,0.785483904972956,1.67054933956415,0.490650439572519,0.471178384811951,0.781365077554279,0.348262016152055,0.340166954432401,0.676494226863348,0.45373615021344,0.465605964488125,0.268711024701796,0.686814805866524,0.676696101263909,0.112368331966065,0.652806958989401,0.650237738561839,0.0996196192495414,NA,NA,NA
"Syr_Darya",0.0878907487312214,0.0498237953059212,53.0979300059157,0.0466286704671788,0.0297346788141724,67.1314062589699,0.0226275860278236,0.0157738633715354,74.7633898803707,0.050225352378933,0.0354659810500988,70.0984849399971,0.836532436882924,0.534984846609824,66.5096915548447,1.65100268849564,1.08256534410334,65.5646036950065,4.79470204003662,2.99780272271581,62.6573607675901,5.87552380993345,3.48643131394414,59.3467848136437,3.71067004023669,2.17351486832921,58.6282895067673,1.41897362004425,0.861456615638238,60.8236744355478,0.0617740123943425,0.0390097452585773,60.1318531248286,NA,NA,NA,0.0673328754905877,0.0422795144021893,7.50677645802838,0.0410102754582251,0.0254605493660698,12.1105366330126,0.0232462312172075,0.0145262847055809,6.57860376224398,0.0495287252847235,0.0346812549870209,11.0175788899425,0.321238065154904,0.14440223527289,10.1541652761016,0.224559655315749,0.187290818092687,6.59566958832467,0.518321545097655,0.298247992090401,3.44018343018375,0.187162772874939,0.187372503476686,2.77014681907919,0.365990393043709,0.207291045370332,2.29348602893126,0.237817692063216,0.135585765014856,2.21523379151389,0.116825374188588,0.0737008762929123,12.5771271724836,NA,NA,NA
"Salween",0.653435926322985,0.645694336641427,98.8170997712413,0.62528340452686,0.617914396105364,98.8376134297555,0.282706070724674,0.280114429174066,99.0955511274874,0.0642601092473183,0.063784362917636,99.3239546974887,0.0729300603121187,0.0633011975958603,86.1561892544846,0.241553858346169,0.20763665710378,85.9244511356374,0.308376788497287,0.282260061602999,91.4935773250594,0.406616568480031,0.387838737818479,95.374031771388,0.389668818215734,0.380122998598977,97.5510165621096,0.157237641160744,0.15472124639412,98.397355858137,0.544121524205139,0.537367964505935,98.7564528635869,NA,NA,NA,0.0173297503065398,0.0167002800601662,0.33817204667557,0.0558805993089376,0.0537571034270033,0.372625428063011,0.0343072962359658,0.0335908737310131,0.303622341828761,0.0276247827493693,0.0273519835497726,0.274492922168594,0.0167885316159156,0.0173487804763078,7.26587439270269,0.0203305123321363,0.0199910467814701,3.17199039852719,0.0204112187132014,0.0212667681985166,1.74382589439518,0.022085127596819,0.0220831393615322,1.00331890015634,0.0295278367831585,0.0288280437920382,0.389786576282997,0.00358461516529521,0.00373509539925699,0.238713183842441,0.012117992496085,0.0127299795100662,0.308342214254315,NA,NA,NA
"Tarim",0.102688815010944,0.0677212647237736,65.1517350936461,0.213392278887795,0.132977272011014,61.6246960654735,0.248870203407421,0.139164494974224,57.7393343342216,0.0798765803726204,0.0393518861400718,54.4805128187015,4.59685215302975,2.94078555080949,64.2775989570951,5.91974675567797,3.30587807042929,56.0099082920849,8.42078269641445,3.52805411229794,42.2528888860549,6.59693248494765,3.0333491747541,46.6009289211597,2.43934667287418,1.30615807891869,54.0109403666859,0.6973156669832,0.417353706236853,61.7914607025132,0.12516645490814,0.0761232965259732,61.3185812995478,NA,NA,NA,0.0278443321297778,0.0256007985889539,11.0026854662088,0.0474688675463513,0.0427605404041344,12.1365269029706,0.0882422965030985,0.0452686997945933,8.82234400069936,0.0624528429670475,0.0224669542879701,10.9369363675819,0.254105138775753,0.32331512724971,9.26974615518767,0.359527018730499,0.265242392208943,5.47394319303003,0.926969527446193,0.388136355188484,5.87522806052686,0.67876360175895,0.403134264572694,9.43648920255687,0.240830256329586,0.15824337882572,8.63266284725456,0.245576302332412,0.131292619533006,7.18264410139758,0.0557042800611969,0.0342701826843991,4.81175926371193,NA,NA,NA
