Basin,Month_of_Max,Max_Value
1,Ganges,May,15.8946545763246
2,Mekong,Jun,1.1314022827556
3,Irawaddy,May,0.740683415928899
4,Luni_ext,Jul,20.5055432356909
5,Indus,Jul,42.7445897310838
6,Amu_Darya,Jul,47.0216894013372
7,Brahmaputra,Apr,5.68229030859268
8,Syr_Darya,Sep,32.8290687791716
9,Salween,May,16.7161223934841
10,Tarim,Mar,47.8292438248799
11,Ili,May,30.6774675938358
12,Inner_Tibetan_Plateau,May,62.0656836314754
13,Yangtze,May,10.0430820619447
14,Inner_Tibetan_Plateau_extended,Jun,40.3560438015064
15,Yellow,Jul,19.0931970672966
16,all_basins,Jun,20.6979023645227
