"Jan_irrigationGross","Jan_GrossIrr_km3_pgi","Jan_GrossIrr_percent_pgi","Feb_irrigationGross","Feb_GrossIrr_km3_pgi","Feb_GrossIrr_percent_pgi","Mar_irrigationGross","Mar_GrossIrr_km3_pgi","Mar_GrossIrr_percent_pgi","Apr_irrigationGross","Apr_GrossIrr_km3_pgi","Apr_GrossIrr_percent_pgi","May_irrigationGross","May_GrossIrr_km3_pgi","May_GrossIrr_percent_pgi","Jun_irrigationGross","Jun_GrossIrr_km3_pgi","Jun_GrossIrr_percent_pgi","Jul_irrigationGross","Jul_GrossIrr_km3_pgi","Jul_GrossIrr_percent_pgi","Aug_irrigationGross","Aug_GrossIrr_km3_pgi","Aug_GrossIrr_percent_pgi","Sep_irrigationGross","Sep_GrossIrr_km3_pgi","Sep_GrossIrr_percent_pgi","Oct_irrigationGross","Oct_GrossIrr_km3_pgi","Oct_GrossIrr_percent_pgi","Nov_irrigationGross","Nov_GrossIrr_km3_pgi","Nov_GrossIrr_percent_pgi","Dec_irrigationGross","Dec_GrossIrr_km3_pgi","Dec_GrossIrr_percent_pgi","Jan_irrigationGross_stdev","Jan_GrossIrr_km3_pgi_stdev","Jan_GrossIrr_percent_pgi_stdev","Feb_irrigationGross_stdev","Feb_GrossIrr_km3_pgi_stdev","Feb_GrossIrr_percent_pgi_stdev","Mar_irrigationGross_stdev","Mar_GrossIrr_km3_pgi_stdev","Mar_GrossIrr_percent_pgi_stdev","Apr_irrigationGross_stdev","Apr_GrossIrr_km3_pgi_stdev","Apr_GrossIrr_percent_pgi_stdev","May_irrigationGross_stdev","May_GrossIrr_km3_pgi_stdev","May_GrossIrr_percent_pgi_stdev","Jun_irrigationGross_stdev","Jun_GrossIrr_km3_pgi_stdev","Jun_GrossIrr_percent_pgi_stdev","Jul_irrigationGross_stdev","Jul_GrossIrr_km3_pgi_stdev","Jul_GrossIrr_percent_pgi_stdev","Aug_irrigationGross_stdev","Aug_GrossIrr_km3_pgi_stdev","Aug_GrossIrr_percent_pgi_stdev","Sep_irrigationGross_stdev","Sep_GrossIrr_km3_pgi_stdev","Sep_GrossIrr_percent_pgi_stdev","Oct_irrigationGross_stdev","Oct_GrossIrr_km3_pgi_stdev","Oct_GrossIrr_percent_pgi_stdev","Nov_irrigationGross_stdev","Nov_GrossIrr_km3_pgi_stdev","Nov_GrossIrr_percent_pgi_stdev","Dec_irrigationGross_stdev","Dec_GrossIrr_km3_pgi_stdev","Dec_GrossIrr_percent_pgi_stdev"
"Ganges",44.3072113633203,0.0904327987656897,0.206922324139075,51.5859067500936,0.0621778777131018,0.120546462351109,35.4861975681077,0.0320869837713813,0.0893061383145183,41.548872414383,0.0512530509151041,0.123816365341602,47.1262345459449,0.146437612819096,0.310782231748191,63.8785100085973,2.33204068013238,3.63311687295899,16.2898995296216,0.616273976082296,3.66334628323061,28.1436974573037,0.422215542532955,1.45548165808839,42.9693649816585,0.570041921860769,1.22986897286925,31.0225756315413,0.268846498796839,0.886693633522073,32.6010420991491,0.103376316407094,0.316578892286786,NA,NA,NA,2.70567174964761,0.0398086506635307,0.0972310037680165,6.82313406800448,0.0238565304323641,0.0464842983355864,4.36587785767539,0.0124643082900332,0.0347238063798653,1.53272835260188,0.0181783305678912,0.0444392205581631,3.32370188262783,0.0348067773152429,0.0692400839342557,9.53697112581717,0.49938384017902,0.402722227843699,2.35977454204994,0.284069867323836,1.21150732968354,2.86139529868918,0.33163343006523,1.0088012777441,6.22978512404495,0.469221275534114,0.868186260776535,3.84124893357736,0.112428263162233,0.400924590214456,4.36937270078783,0.0603716561071827,0.1718474105723,NA,NA,NA
"Mekong",7.40122451391525,0.000105978001946339,0.00142534366097543,5.52750126123164,2.23954706791872e-05,0.000415160257455167,2.2898164988544,4.17973633375221e-06,0.00017968766203492,1.13760943388819,2.04162471759831e-06,0.000173605555249855,3.47687856338466,1.11345471979271e-05,0.000289137831745346,3.7591914500116,0.000307650944175183,0.00770715530747447,4.61312977757775,0.000276515033264849,0.00595627447096608,3.89394871180423,0.000403576627533033,0.0105441901483062,3.32552795773962,0.000369749900140046,0.0112021029235134,2.88655243095602,0.00049978960699345,0.0171439287741917,6.81032556215351,0.000480529573469909,0.0069865485778749,NA,NA,NA,0.514922392445729,9.21168279110929e-05,0.00125600914575278,0.545039242921594,1.4432736114353e-05,0.000296528367147017,0.2355276372505,1.62142701713407e-06,6.24230574486486e-05,0.260161766320202,9.20747058528337e-07,5.46074003635288e-05,0.83646325381488,8.98325294513074e-06,0.000181824011742356,0.554927147720372,0.000282639745729929,0.00686677995246694,0.20498598227544,0.000108088942955112,0.00221624828592573,0.382713744691741,7.48678178584604e-05,0.00267244560580053,0.221769888202237,5.6354598420505e-05,0.00215094531837009,0.268256061659544,0.000120618260071578,0.00307033160906415,0.307172998840947,0.000224146027090696,0.00296809135065979,NA,NA,NA
"Irawaddy",2.96697173887034,1.6796540447217e-07,5.65721663884525e-06,3.03364673718064,1.81451849629974e-07,5.94777233619066e-06,1.36104365745715,9.25284191282657e-08,6.75305814726992e-06,0.283576303078613,8.14624422319754e-08,2.93240941594197e-05,0.161433030361577,2.37518036210259e-06,0.00137865334714681,0.410410918636233,1.43227169738568e-06,0.000328673253015722,1.36232167634331,8.05147382241125e-05,0.00591410361149192,1.55045155784223,0.000102039828851376,0.00658701803479071,1.54715485073812,0.000107922684674925,0.00695499028268019,0.588603767783657,2.76528688864431e-05,0.00470826432362935,2.46512597719651,5.07860694398734e-06,0.000205311667863876,NA,NA,NA,0.0612003330917736,2.15463875218546e-08,6.87540912995728e-07,0.250326949974626,4.9838672811456e-08,1.34224511295266e-06,0.0645536302419776,3.00572538912336e-08,1.97688546320166e-06,0.0878008818992224,4.4986857621052e-08,1.27693631015411e-05,0.08370764082789,1.69617759950317e-06,0.000894313927588811,0.0433303167089204,1.32067957211793e-06,0.00028645464833866,0.164317932960417,1.03001634602864e-05,0.0003622713035777,0.0870257750940158,5.70476290259487e-06,0.000296671796893652,0.17100022037132,1.78195435259029e-05,0.000598828515053419,0.021735889811341,3.8076939743154e-06,0.000708501918440941,0.0604879135070627,2.90396423908635e-06,0.000117517699593809,NA,NA,NA
"Luni_ext",2.93907040858386,0.0209152178090962,0.760567055072512,5.09019002685928,0.026364115230182,0.521539743696193,5.23567401917282,0.0239366199905469,0.457285041246947,7.21122751609784,0.0232338926416397,0.324546853046293,7.13025303908869,0.0129924692983751,0.181654907843977,4.54588884789945,0.0149629299142879,0.348786847906307,2.23378632437961,0.0472320241725018,2.13576940729146,4.00106733403611,0.112370856567815,2.78231556279888,4.57816142780737,0.156251814321368,3.41871027644223,4.11648382526645,0.0791267691173115,2.01584896815382,2.6949582381838,0.0511717065892118,1.97199555805589,NA,NA,NA,0.72674841520167,0.00869410526365202,0.37858605250162,0.692812685787647,0.00492544184247236,0.0986382667361169,0.625708731399138,0.0079319483109573,0.135897193765108,0.303759850495474,0.00693224199107887,0.104088030136196,0.954496242526592,0.00477407214543447,0.0553968114708947,0.521521708615017,0.0092663949307098,0.253437449111788,0.466773983753343,0.0124030765212944,0.40978097009993,0.416437306566823,0.0350226296163143,0.749325507849372,0.568795787081823,0.0467738543542593,0.923566806273521,0.768038005032879,0.0358434073410646,1.10624162671473,0.428135267874691,0.0135298019798311,0.743536336217775,NA,NA,NA
"Indus",23.218583656002,0.638218056945225,2.72959652016913,24.1315264502524,0.565810689721535,2.32521284289068,28.232045528732,0.389136822155092,1.36180477143577,41.6035190439682,0.303820007282138,0.732937918394397,23.2430258043637,0.145729586559213,0.601146712257245,57.7051182329945,1.42688426547742,2.48743540657016,44.470885293646,2.46925290360744,5.65494338825055,66.0941018748906,5.26682649007885,7.80722313646559,61.3107267897055,6.15624861792248,9.90120233622864,27.4106074953695,2.15803296921919,7.94939288164156,32.109971694054,1.21924402254241,3.85631168942394,NA,NA,NA,1.80837298603842,0.149015272850887,0.546280934522498,4.59264640698209,0.198787965114896,0.519974368835902,3.77386401033573,0.158609870339027,0.444853981509954,2.6614113542831,0.112682841676392,0.272337175894322,3.62119923793482,0.0843440231307923,0.250143195509332,8.25040814895122,0.481083413375017,0.883200837448208,6.4306662275617,0.433769817909959,1.29675641270562,8.23354952226232,1.93722947194808,2.10608167055938,5.64356717211688,2.09940778784954,2.60988381865946,2.0372539167965,0.55743645437251,2.28024785587894,3.01667232414868,0.227536309984447,0.962831371830774,NA,NA,NA
"Amu_Darya",0.119904528015096,0.00466171178555758,3.73716566220592,0.219532373777496,0.00504753528763063,2.33533033713774,0.121930249985675,0.00137764137966276,1.11667623547417,0.81312451489564,0.00499393945185709,0.592329539873679,3.83155985149597,0.0362857441128759,0.922067356354159,3.69819798794406,0.0783964938811451,2.09683161407687,8.06741809398943,0.510635780579468,6.24543676766078,9.20857620101394,1.02664379328091,11.1916444725178,5.72382457291942,0.647133867646538,11.2121309221181,3.08935496688184,0.223971898053721,7.32030053457216,0.616448704329292,0.0240037838004709,3.40767584055978,NA,NA,NA,0.0251533539298232,0.00219988769631605,1.38278869431244,0.0963878614656536,0.00362666884825765,1.86057776955171,0.0347854025005613,0.000771246672300802,0.568333375086748,0.220968342803356,0.00352538534684366,0.309069568949438,0.37509550654448,0.0202019883032601,0.40968079928448,0.253304110547261,0.0259247046556633,0.54274121185796,0.496075489104677,0.218567290485438,2.34708173421645,0.170171063198035,0.362421792749842,4.09693860678942,0.283823493719497,0.21334132381505,3.3808207591431,0.198266511107263,0.0501724601904659,1.9521578679272,0.313864676125626,0.0186459263115422,1.32511542902345,NA,NA,NA
"Brahmaputra",10.1911898501192,0.00213975107127717,0.0202745974717712,11.3730057117146,0.00257730344449506,0.0223700537375192,12.1483196665265,0.0036744812566401,0.0299682674652773,4.67553904226783,0.00236698062981332,0.0498805093508768,7.15367148151379,0.0054550895353628,0.0730757216970062,6.97573103973223,0.0581864161101085,0.83199418031928,8.79442064195153,0.0599969182022517,0.677966908428118,7.94049542500149,0.0528364504703339,0.664532004086003,7.80484194035547,0.0317569403607566,0.411561553612142,8.56544097359015,0.0103246497153351,0.119123441077929,5.03808443223878,0.00181540398600674,0.0364208107076659,NA,NA,NA,0.848996735029881,0.00127773737231836,0.0110792983579678,0.66429770779573,0.00127397374589523,0.0104138202117462,0.877508769962404,0.00124126171880941,0.00913359188319323,0.617954955762609,0.000790075500283985,0.0130712003186697,0.730332798647724,0.00345267580964773,0.0389632619398861,0.826749611245656,0.0249864266354635,0.348230647370819,0.490650439572519,0.0202666903732666,0.203299306202818,0.348262016152055,0.0251117716675698,0.314352999876992,0.45373615021344,0.00723093946469349,0.109573708551384,0.686814805866524,0.00375609686286409,0.0360560960383456,0.652806958989401,0.000711001191127387,0.0143406882180989,NA,NA,NA
"Syr_Darya",0.0878907487312214,0.00142771040180417,1.29724759954569,0.0466286704671788,0.000965129805780555,1.85535716690761,0.0226275860278236,0.000411260807565912,1.72912304239547,0.050225352378933,0.000467861931136017,0.909201134726485,0.836532436882924,0.0065812127081837,0.764190572623679,1.65100268849564,0.0160035935691273,0.962114907430102,4.79470204003662,0.128257423139649,2.63142079527983,5.87552380993345,0.261027924019144,4.44395146537568,3.71067004023669,0.185955684716671,4.97494431703147,1.41897362004425,0.0613935972778753,4.27821575921089,0.0617740123943425,0.00240917015342965,2.75148705168457,NA,NA,NA,0.0673328754905877,0.00139602238523515,0.575518261121157,0.0410102754582251,0.00108311107092683,0.338459793017096,0.0232462312172075,0.000431958973102505,0.900480824396122,0.0495287252847235,0.000472333919587443,0.316919729981751,0.321238065154904,0.00397565778731193,0.278803013770989,0.224559655315749,0.00517639006793161,0.232571632726711,0.518321545097655,0.040005283619323,0.593065366756153,0.187162772874939,0.0561741063736194,0.925048356069939,0.365990393043709,0.0463158987464167,0.997909936816223,0.237817692063216,0.0182794259540699,0.913147547436279,0.116825374188588,0.00484806428657451,1.62414772758799,NA,NA,NA
"Salween",0.653435926322985,8.79111545892413e-06,0.00134602022945566,0.62528340452686,8.8879187395803e-06,0.00143201060822359,0.282706070724674,6.71446706514163e-06,0.00239126154064078,0.0642601092473183,2.50919548322449e-06,0.00353910954007764,0.0729300603121187,1.00456853825533e-05,0.013877570667553,0.241553858346169,0.00103521731019696,0.429000497827443,0.308376788497287,0.00235557369651487,0.760485055194862,0.406616568480031,0.00414258762133251,1.018329727148,0.389668818215734,0.0025603952061322,0.660494280990485,0.157237641160744,0.000615032553896697,0.39334198051182,0.544121524205139,5.81246725626387e-05,0.0106298523361085,NA,NA,NA,0.0173297503065398,1.72751391290791e-06,0.000268590071296002,0.0558805993089376,2.75668973839806e-06,0.00047119710054018,0.0343072962359658,2.01694004800098e-06,0.000716884646726436,0.0276247827493693,2.11346670505445e-06,0.00205865622182367,0.0167885316159156,3.98266451625396e-06,0.00446841240741728,0.0203305123321363,0.000299257458662879,0.117454659361277,0.0204112187132014,0.00038792558281763,0.0853487968364217,0.022085127596819,0.00074401033210349,0.167433599338859,0.0295278367831585,0.0004078428953913,0.122427206840279,0.00358461516529521,0.000209968345622326,0.141210732829184,0.012117992496085,2.21747539552338e-05,0.00390514843590039,NA,NA,NA
"Tarim",0.102688815010944,0.0021671277697541,2.13391497742811,0.213392278887795,0.00282602184321364,1.32059326124338,0.248870203407421,0.0028819250980004,1.03206102231539,0.0798765803726204,0.000597318789362319,0.835308578572562,4.59685215302975,0.0546096646220051,1.1722144046875,5.91974675567797,0.313028280489012,5.30694935953032,8.42078269641445,1.31640529222295,15.330381794127,6.59693248494765,1.16886188940484,17.3015967888035,2.43934667287418,0.329849097476398,13.3063428244022,0.6973156669832,0.0214245999512715,3.03070317120494,0.12516645490814,0.0026331532323593,2.07065406043982,NA,NA,NA,0.0278443321297778,0.0016441531424613,1.3114169614013,0.0474688675463513,0.0019877405719317,0.735395918575445,0.0882422965030985,0.00229966581730883,0.616163299083545,0.0624528429670475,0.000442065227545796,0.498257617476405,0.254105138775753,0.021839986257989,0.417700561023202,0.359527018730499,0.0453834174456162,0.886974886116645,0.926969527446193,0.483876224362474,4.08942452167819,0.67876360175895,0.495769722636346,5.92556820565843,0.240830256329586,0.137877408555941,4.83417351847435,0.245576302332412,0.0100276872434636,1.01412731289848,0.0557042800611969,0.00221209590894041,1.63051550488561,NA,NA,NA
