"Jan_irrigationGrwt","Jan_IrrGrwt_km3_ps","Jan_IrrGrwt_percent_ps","Feb_irrigationGrwt","Feb_IrrGrwt_km3_ps","Feb_IrrGrwt_percent_ps","Mar_irrigationGrwt","Mar_IrrGrwt_km3_ps","Mar_IrrGrwt_percent_ps","Apr_irrigationGrwt","Apr_IrrGrwt_km3_ps","Apr_IrrGrwt_percent_ps","May_irrigationGrwt","May_IrrGrwt_km3_ps","May_IrrGrwt_percent_ps","Jun_irrigationGrwt","Jun_IrrGrwt_km3_ps","Jun_IrrGrwt_percent_ps","Jul_irrigationGrwt","Jul_IrrGrwt_km3_ps","Jul_IrrGrwt_percent_ps","Aug_irrigationGrwt","Aug_IrrGrwt_km3_ps","Aug_IrrGrwt_percent_ps","Sep_irrigationGrwt","Sep_IrrGrwt_km3_ps","Sep_IrrGrwt_percent_ps","Oct_irrigationGrwt","Oct_IrrGrwt_km3_ps","Oct_IrrGrwt_percent_ps","Nov_irrigationGrwt","Nov_IrrGrwt_km3_ps","Nov_IrrGrwt_percent_ps","Dec_irrigationGrwt","Dec_IrrGrwt_km3_ps","Dec_IrrGrwt_percent_ps","Jan_irrigationGrwt_stdev","Jan_IrrGrwt_km3_ps_stdev","Jan_IrrGrwt_percent_ps_stdev","Feb_irrigationGrwt_stdev","Feb_IrrGrwt_km3_ps_stdev","Feb_IrrGrwt_percent_ps_stdev","Mar_irrigationGrwt_stdev","Mar_IrrGrwt_km3_ps_stdev","Mar_IrrGrwt_percent_ps_stdev","Apr_irrigationGrwt_stdev","Apr_IrrGrwt_km3_ps_stdev","Apr_IrrGrwt_percent_ps_stdev","May_irrigationGrwt_stdev","May_IrrGrwt_km3_ps_stdev","May_IrrGrwt_percent_ps_stdev","Jun_irrigationGrwt_stdev","Jun_IrrGrwt_km3_ps_stdev","Jun_IrrGrwt_percent_ps_stdev","Jul_irrigationGrwt_stdev","Jul_IrrGrwt_km3_ps_stdev","Jul_IrrGrwt_percent_ps_stdev","Aug_irrigationGrwt_stdev","Aug_IrrGrwt_km3_ps_stdev","Aug_IrrGrwt_percent_ps_stdev","Sep_irrigationGrwt_stdev","Sep_IrrGrwt_km3_ps_stdev","Sep_IrrGrwt_percent_ps_stdev","Oct_irrigationGrwt_stdev","Oct_IrrGrwt_km3_ps_stdev","Oct_IrrGrwt_percent_ps_stdev","Nov_irrigationGrwt_stdev","Nov_IrrGrwt_km3_ps_stdev","Nov_IrrGrwt_percent_ps_stdev","Dec_irrigationGrwt_stdev","Dec_IrrGrwt_km3_ps_stdev","Dec_IrrGrwt_percent_ps_stdev"
"Ganges",11.5162162727197,0.359173120737113,3.11247905378694,15.0199733915375,0.358746120355486,2.37888968115361,11.1964943365948,0.258510733432756,2.29992597623792,14.8486123550806,0.768082181644764,5.21399408846541,14.5432557978937,1.62965204443448,11.2204799667523,10.0567844625917,1.56157885803704,15.6484387070895,6.03150798273887,0.541119906890353,8.38673060939521,9.02052285660949,0.363221204655432,3.88594913197866,14.8020805489846,0.36833282467852,2.42871604538255,9.52482983789282,0.300000937430321,3.07888557605794,11.1213701929612,0.21729842633049,2.12859747382972,NA,NA,NA,0.967118799757809,0.15683361722146,1.29529432496856,2.25851434200965,0.123914730617993,0.67218613326443,1.5823759364458,0.0706492905733471,0.518134283951146,1.3693012115195,0.181406591770323,1.32206013556492,1.26145532155615,0.472108800808749,3.146284295101,1.8755575889492,0.433935222200883,3.78101945196569,2.08300350368163,0.359839226440335,2.87619445081074,1.5802188997918,0.235162782106055,1.9603076858019,2.93654057188407,0.211369948372957,1.15481280650484,2.08249829694953,0.155825631142886,1.22497730988652,1.95376876402937,0.104327648552892,1.36439795045371,NA,NA,NA
"Mekong",1.9438837623444,0.00284562867605683,0.145513462939016,1.52204543946212,0.00289308722564836,0.187932429351594,0.645069636071093,0.00122053943928413,0.187883498359551,0.380900518668389,0.000953799030103274,0.241378130611974,1.09586656094171,0.00255529377206559,0.208930274348925,1.05142185509322,0.0084249290906686,0.789329735985233,1.0747258224755,0.0043809640033135,0.39206230543104,0.712058068017675,0.000964183228966531,0.126731852383292,0.431276087251045,0.000375314293156505,0.0826556038575609,0.668369871663492,6.08851015021072e-05,0.00840240112876795,1.67417420566351,0.000289229073002507,0.016910985940609,NA,NA,NA,0.124589488819631,0.00150448635137854,0.0740564995611477,0.171599067586419,0.00108434170339947,0.0606341370138122,0.126884126595516,0.000440405145145133,0.0531005757566364,0.0951154127777035,0.000512840666869491,0.0959536364484041,0.216911855739163,0.00329740637504923,0.234207738017839,0.29864355140297,0.00798091633243209,0.754238004588446,0.210286126363807,0.00399281346316306,0.348158711440413,0.174135639724242,0.000985870921625478,0.115081724762302,0.0824633003041022,0.000591459658458798,0.13118407479171,0.140960171155354,7.04861894939445e-05,0.00870534866143473,0.370396207993008,0.000309794149448573,0.015888516559855,NA,NA,NA
"Irawaddy",0.369438373321285,2.55514816728479e-05,0.00489525523244549,0.678714530261139,5.46547880076886e-05,0.00739041650968869,0.375369947018272,6.99157173098892e-05,0.0185281353369325,0.142389802069472,0.000128749874029674,0.083813040486035,0.0629223418945086,0.000183647641083121,0.235832831034233,0.0890490888718056,1.7651116353079e-05,0.0149393010458857,0.105883286754667,0.000172166111295276,0.103346408254816,0.0109304210265966,6.69003706185471e-06,0.0324820559750575,0.00512457928685586,2.1358580977814e-07,0.00201388012515336,0.000475122221311339,5.41091785881656e-10,NA,0.39146143815054,7.05113373542275e-07,0.000178279105069451,NA,NA,NA,0.133206745184668,8.53392847354587e-05,0.0161553629549867,0.117224762952907,7.09350032260539e-05,0.00966094629997533,0.0499161803787185,6.2641247329854e-05,0.0165245055257749,0.0407928525390861,0.000131850721975935,0.0786343490418387,0.0415174445630648,0.000198689066199744,0.166990860213179,0.0281493039126376,3.72595084672494e-05,0.0282926114755757,0.0440091687390113,0.000338438091289906,0.178022044685879,0.00736420548148153,1.88820682488872e-05,0.0885888789895278,0.00404951700694285,6.63104804679774e-07,0.00521882867761978,0.00103837525312397,2.24961717176576e-09,NA,0.0806161998423866,7.24436003504867e-07,0.000170059352762219,NA,NA,NA
"Luni_ext",0.428183123377032,0.03451906527943,8.38266615797843,1.49767803847322,0.0760394546064691,5.03016858059077,1.74466246414267,0.0977159792368226,5.65636489279869,1.95532257369823,0.115561831363258,5.908384646405,1.89392250386522,0.11474938582493,6.08589136165563,1.06576069553042,0.120164788210187,11.3764125194625,0.674370165256244,0.142642577870158,21.4217138864105,1.48515894550372,0.164665256998619,11.161301368517,1.63228217888344,0.141286791887451,8.76918560504562,0.78375823897304,0.0593328074709411,8.00741268517834,0.652797017209004,0.0234360051475256,3.56752119020545,NA,NA,NA,0.130409923779282,0.0104537020514415,2.1703132062105,0.318729963651974,0.0257595269220797,1.03007784281133,0.283388178303964,0.0258364193366043,1.46315788642984,0.226634793352376,0.0221460310566622,0.898029142603032,0.226801886266797,0.0199242548885797,0.986702285203331,0.121145453431248,0.0187639984522407,1.94542918919729,0.206828554843665,0.0396759297650587,3.94535114705933,0.142289179125667,0.0465751650462629,3.23614400895504,0.24302954434685,0.0465030419989403,2.74049457889185,0.19944342774351,0.0216743157432156,3.25036730952381,0.145520097157731,0.0115121428350756,1.45374974510224,NA,NA,NA
"Indus",4.32672849865328,0.816389830926458,18.639959385125,4.54959642907564,0.800506608364136,17.4624891118181,7.32822684477985,1.18898825497807,15.7170980707483,9.95620814846426,1.60076917766875,15.9066192955029,7.98192543205568,1.83102037335763,22.6105448212807,14.2027453450013,4.77207563717164,33.5376844550839,12.2476838731158,4.82254116828719,38.9635399537003,18.3658958049505,4.71619804649167,25.53611877068,18.5810169093726,4.22074203355543,22.5233244988139,9.46778224414692,1.93727193601452,20.502433007774,2.14359086591059,0.341570088296332,15.9809907870077,NA,NA,NA,0.654592871636518,0.276528752022025,4.62096770921008,0.994967580982739,0.303537166143091,4.2836164849807,1.85981725797269,0.572924108912064,4.6884350314891,1.78425364790961,0.534904604172781,3.91054634172117,0.980852261580043,0.499801057242461,4.12444285118837,0.882578230151372,0.758754608138255,4.4099069838356,1.78622683614623,1.18893456482078,4.75509610751702,1.05712013897155,1.44957977364196,7.13297454805755,1.60610998004935,1.41050056242897,6.24521400197144,0.598655689317863,0.585064069552833,6.09684611148982,0.18958577115996,0.115104259787105,5.27148492827963,NA,NA,NA
"Amu_Darya",0.0275834575000529,0.00601042495427057,20.8225943441636,0.0107190222511806,0.0021385404441822,21.9685494700275,0.00937979354953089,0.00336651925606435,34.4049259608179,0.0687881816656515,0.0226439951442717,31.0253084314921,0.16307524798574,0.0376709847476783,22.4116849581132,0.531639988810994,0.159852498755965,30.0553991328827,0.753768547153173,0.239971140277667,31.905079639684,1.2758262904284,0.386407116187918,30.3578662935315,0.862764412451754,0.232568132212911,27.1040726792277,0.657191310009951,0.180297884165063,27.6113700060201,0.10795789285732,0.0309204139030094,27.8873076682793,NA,NA,NA,0.0114615791128672,0.00360254129013518,4.57448624445225,0.00707147107572442,0.00143839286281379,8.82403144123462,0.00954222527085553,0.00476910131241854,11.3965162599577,0.0514148667690536,0.0210838532517944,6.22610065543025,0.0632274724171011,0.0198573326841502,6.48140645718962,0.0577910853558407,0.0368686913250075,5.97647576803451,0.0680560758690597,0.0379310402404522,4.51181097129681,0.0692452796522302,0.0493997630285854,4.10688039168633,0.0650480494330338,0.0339077927327773,4.40401023977824,0.0864399713560756,0.0332166441907999,4.74963533708056,0.0403405017993264,0.0152699411587859,5.55650617584575,NA,NA,NA
"Brahmaputra",3.75282260882687,0.0806618481560422,2.07425027081957,3.82676644365413,0.0848086695266097,2.20433600753897,4.27652556946897,0.101351535489982,2.35045505284207,1.58507428450512,0.051340343901765,3.23249655214665,2.82745098922479,0.102478470347716,3.5971518171116,1.3772024925261,0.0258955692403802,1.72531235202012,2.28426838733693,0.0197363903018289,0.809966562340411,0.920493785424817,0.00191132860297665,0.191172987484598,0.855393903587751,0.00070955783570139,0.073953362154182,1.64586545365209,0.00183444574944212,0.0933743561243691,1.22609361964234,0.00247648746091143,0.17552657668709,NA,NA,NA,0.2373330186117,0.0916280700545012,2.27191796478779,0.211752492914835,0.0435469211956962,1.0973751405616,0.275346680455339,0.0360540776849532,0.772118753469284,0.137958133072691,0.0235156113229617,1.38866265007662,0.260739631124918,0.0525300019692858,1.74317388533159,0.472320137674551,0.0200900898154112,0.918086422021215,0.431691564849977,0.0164089927337639,0.574286558916076,0.40182378526801,0.00162250732550864,0.106770649076061,0.424747921286434,0.000714448942289194,0.0389253419058601,0.581692375302515,0.00253246481484536,0.0943798745438396,0.291932185575443,0.00353473911709822,0.228877493150167,NA,NA,NA
"Syr_Darya",0.00845530448557762,0.000728498432501718,8.3903194115928,0.000956866253505707,0.000167466468479607,17.6489769517406,0.000237197250406551,4.79376821091658e-05,NA,0.00761910795465119,0.00218156374086759,NA,0.0498283100001935,0.0130937595779635,28.6040183508,0.229958804992539,0.0567544047758887,25.0621593199338,0.580760203580842,0.129837713338513,22.7503825374862,0.799812899345197,0.21545908782374,26.7510827787812,0.515348409663155,0.136037946939566,26.3452937315605,0.399167863553923,0.0957073401449612,23.7880970733845,0.0236198239329747,0.00534701082890044,21.6053330972067,NA,NA,NA,0.00171465389808026,0.000337869353633203,2.49530419249062,0.000778720494340616,0.000147956549833544,5.26360292532481,0.000307065096114598,5.90413496267595e-05,NA,0.0105023981057947,0.00316671067319825,NA,0.0448207112844699,0.0109781821690928,8.21614957299885,0.113198518097515,0.0281397254381373,5.87518623931308,0.156965401874362,0.0395771117161754,4.69743629243689,0.113092529220885,0.058513033917318,5.07683397111248,0.0712299805645921,0.0335201969580203,5.08796285769486,0.098949491592696,0.0308575179034961,4.78557774382523,0.0263598253717118,0.00654990825770163,5.80525089410962,NA,NA,NA
"Salween",0.030494122789805,1.96247961184827e-06,0.00635480848497936,0.0429712004706185,1.09359395474445e-05,0.018667639353985,0.0386061208566892,1.05284118000196e-05,0.0277383914036711,0.0230863262032065,1.76440709066387e-05,0.0689085408448431,0.0194729439733364,4.38738644533131e-05,0.203776660021693,0.0430495638559992,0.000393669205755289,0.525781474451652,0.00439953889846829,5.10825576844899e-05,0.335385318755557,0.00142501536489402,3.01334916664196e-06,NA,0.000900612086681211,5.65363518299296e-07,NA,0.000196308666101142,9.96397419857402e-08,NA,0.0476266371973702,3.06151416142475e-06,0.0063979821492571,NA,NA,NA,0.00897119583324744,5.7319021859099e-06,0.0180370233359619,0.0160016345302167,4.03858447646339e-05,0.0660038313312283,0.0111596424621868,1.4299375898307e-05,0.0418754028511609,0.00900590636225745,2.40997569450503e-05,0.0961449190183058,0.00927772089658896,0.000101047924446175,0.370545985340708,0.0164655647781636,0.00118450755652126,1.51715552533132,0.00469942753753167,0.000182520853501555,1.1307453921,0.00168856598016236,9.56612867519377e-06,NA,0.000954776558421278,2.01023980552514e-06,NA,0.000263121123833028,3.40410312636773e-07,NA,0.00607861230544818,7.649580616949e-06,0.0154402942299769,NA,NA,NA
"Tarim",0.01631396236308,0.00487664817838705,29.7248703133443,0.0177887623135009,0.005404540692678,30.1215657549395,0.0191278336994715,0.00537093141472342,28.5681722061913,0.0167446617158406,0.00454504129683948,27.6099022812762,0.964264191032391,0.345444462683557,35.5911628124295,1.76213404641572,0.642717300458939,36.1093313723146,2.09136046855213,0.798888065149132,38.1398044482943,1.79993255333103,0.623721649200906,34.630797397345,0.857612178280579,0.24804423081676,28.9188195652334,0.0596493623699855,0.0154311237675591,25.3752109180186,0.00850307844160654,0.0027125570294659,30.4834195024561,NA,NA,NA,0.00508528790023399,0.0017523865172169,4.91832006451179,0.00481625249213573,0.00193496307556063,4.82228578310363,0.0112168774787192,0.00309100284094189,4.42396216295981,0.0128174919071292,0.00364425868411086,7.49511875321746,0.0568723881191346,0.0837341388072077,7.26559262769348,0.167031155628552,0.150938470874293,5.69109322104757,0.117674036645983,0.095898978629767,3.52732003374244,0.134212065215785,0.0972847823817072,4.68039452816657,0.0687006312983216,0.0420787548320488,4.22204502261247,0.0185284403993768,0.00595389124425195,4.18202941700394,0.00568244824129636,0.00204606400522756,5.88131427880507,NA,NA,NA
