"Jan_irrigationGrwt","Jan_IrrGrwt_km3_ps","Jan_IrrGrwt_percent_ps","Feb_irrigationGrwt","Feb_IrrGrwt_km3_ps","Feb_IrrGrwt_percent_ps","Mar_irrigationGrwt","Mar_IrrGrwt_km3_ps","Mar_IrrGrwt_percent_ps","Apr_irrigationGrwt","Apr_IrrGrwt_km3_ps","Apr_IrrGrwt_percent_ps","May_irrigationGrwt","May_IrrGrwt_km3_ps","May_IrrGrwt_percent_ps","Jun_irrigationGrwt","Jun_IrrGrwt_km3_ps","Jun_IrrGrwt_percent_ps","Jul_irrigationGrwt","Jul_IrrGrwt_km3_ps","Jul_IrrGrwt_percent_ps","Aug_irrigationGrwt","Aug_IrrGrwt_km3_ps","Aug_IrrGrwt_percent_ps","Sep_irrigationGrwt","Sep_IrrGrwt_km3_ps","Sep_IrrGrwt_percent_ps","Oct_irrigationGrwt","Oct_IrrGrwt_km3_ps","Oct_IrrGrwt_percent_ps","Nov_irrigationGrwt","Nov_IrrGrwt_km3_ps","Nov_IrrGrwt_percent_ps","Dec_irrigationGrwt","Dec_IrrGrwt_km3_ps","Dec_IrrGrwt_percent_ps","Jan_irrigationGrwt_stdev","Jan_IrrGrwt_km3_ps_stdev","Jan_IrrGrwt_percent_ps_stdev","Feb_irrigationGrwt_stdev","Feb_IrrGrwt_km3_ps_stdev","Feb_IrrGrwt_percent_ps_stdev","Mar_irrigationGrwt_stdev","Mar_IrrGrwt_km3_ps_stdev","Mar_IrrGrwt_percent_ps_stdev","Apr_irrigationGrwt_stdev","Apr_IrrGrwt_km3_ps_stdev","Apr_IrrGrwt_percent_ps_stdev","May_irrigationGrwt_stdev","May_IrrGrwt_km3_ps_stdev","May_IrrGrwt_percent_ps_stdev","Jun_irrigationGrwt_stdev","Jun_IrrGrwt_km3_ps_stdev","Jun_IrrGrwt_percent_ps_stdev","Jul_irrigationGrwt_stdev","Jul_IrrGrwt_km3_ps_stdev","Jul_IrrGrwt_percent_ps_stdev","Aug_irrigationGrwt_stdev","Aug_IrrGrwt_km3_ps_stdev","Aug_IrrGrwt_percent_ps_stdev","Sep_irrigationGrwt_stdev","Sep_IrrGrwt_km3_ps_stdev","Sep_IrrGrwt_percent_ps_stdev","Oct_irrigationGrwt_stdev","Oct_IrrGrwt_km3_ps_stdev","Oct_IrrGrwt_percent_ps_stdev","Nov_irrigationGrwt_stdev","Nov_IrrGrwt_km3_ps_stdev","Nov_IrrGrwt_percent_ps_stdev","Dec_irrigationGrwt_stdev","Dec_IrrGrwt_km3_ps_stdev","Dec_IrrGrwt_percent_ps_stdev"
"Ganges",11.4945311818619,0.497981762723751,4.20710916522949,14.5041292852685,0.573548774023487,3.94134373016603,11.7688802732126,0.536920230598477,4.55424389444843,14.5353705174213,1.01443469127857,6.94429922584203,15.8758510587337,2.36291128609678,14.8713377054165,12.9081781369603,2.14679131111226,17.0110111273571,6.67384270460933,0.634007475250734,9.51539142773038,9.59556701862342,0.388627002528456,4.17099049773378,15.7557998988406,0.387881800124427,2.44204566182997,8.89930142365095,0.29127208941019,3.17589532294374,10.4269315789153,0.196290363568158,1.95313864243556,NA,NA,NA,1.30425487124918,0.246978289142595,1.67018535812563,1.01221003545978,0.147470392255956,0.929153190042986,0.972493439384974,0.0890303284346371,0.591653111784906,1.10638918780679,0.240738789205186,1.40652954172177,1.23863488250749,0.319072758991605,1.52244485083265,3.88058927453736,0.490716149230193,2.73189573648508,1.48251146984274,0.281999833794282,3.55875195447449,1.16547601766123,0.192904501520913,2.3372599943437,2.77602736607206,0.188584689954736,0.973663026300459,2.62455919201018,0.186891622900019,1.19495206795096,1.44311904075839,0.0757018491808297,0.962083718553378,NA,NA,NA
"Mekong",1.97023839381419,0.00444670281571838,0.217759883710637,1.55770415637228,0.00303548607639372,0.189263910847986,0.625251187289307,0.00104264919731889,0.162209372005055,0.436766652508549,0.000764067372604348,0.176511623138409,1.21247569640308,0.00214177474327014,0.184413775591371,1.07026796512672,0.0112129146788937,1.1155371041385,1.02413082803914,0.00718148090930288,0.644792540114654,0.616262287324115,0.00128412460719903,0.205061771853265,0.452821895924595,0.000853369178795502,0.173936764539271,0.658161263775166,8.81306835883617e-05,0.0127986782972439,1.70352700847555,0.000336502235429515,0.0178184564362071,NA,NA,NA,0.192529548877344,0.00329008821627378,0.148526806972522,0.139253059055264,0.00213322547639244,0.123122823527407,0.0590927048539004,0.000685024667470986,0.096001377098315,0.128009788243436,0.000336182191186336,0.0629266557215092,0.235006563389713,0.000756313459695948,0.0824173736764274,0.300751224426174,0.0098243121565373,0.924941134679857,0.270127651689704,0.00543074807406645,0.422709941623175,0.21420358608199,0.0012610140155558,0.184095682807799,0.161876197684869,0.00131411399911516,0.255878001102717,0.0715759279829397,9.11795152687939e-05,0.0125215835843051,0.474220799160016,0.000290696192124071,0.012468821424435,NA,NA,NA
"Irawaddy",0.45600096021455,7.67200264849838e-06,0.00121162324845358,0.711827778839116,8.71315595131957e-05,0.0112374798266758,0.362962422579343,9.33923501375894e-05,0.0251313152267284,0.132826917221436,9.12203689143862e-05,0.0682387329920413,0.0488114192839704,0.000126416132528789,0.249878512173437,0.0742665417006139,1.53210002902425e-05,0.0108432448244607,0.160998518963967,7.93656062346252e-05,0.0323891377757786,0.0102887499263504,3.87257969701286e-06,0.0266810960098311,0.00573326661162277,2.57145299265393e-08,0.000380943215762341,0.000136463047639257,1.86437876417032e-09,NA,0.383214535075926,6.87408603793265e-07,0.00015582767883465,NA,NA,NA,0.187273777699799,1.02634717651763e-05,0.00148941520890564,0.0928529515687706,9.69153611986365e-05,0.0118895124322227,0.0480428647373546,7.69977581772239e-05,0.0189288274885853,0.0326482788916725,8.0611712090512e-05,0.0622185602497769,0.0261828238187596,0.000105181625990494,0.207277563897048,0.0528287660257814,3.19687779244575e-05,0.0198221167784053,0.0859020103256763,0.000120172621398746,0.0481012330242515,0.00452733194289129,6.31721947346991e-06,0.0424183841661413,0.00199678217978686,3.5323273230027e-08,0.000407263422867712,0.000160649201557186,4.27729080303356e-09,NA,0.098978869219538,6.45702855429273e-07,0.000112976416149025,NA,NA,NA
"Luni_ext",0.368803404684473,0.0296310988464172,8.67211481581807,1.3207544757118,0.0474172645074372,3.58249555618338,1.6899860882139,0.0780426239815206,4.61879370235309,1.85879334506101,0.099477639970505,5.34261407419717,1.89478475551992,0.0973532407448088,5.17653893325914,1.07777082394991,0.124092476486226,11.5910867893668,0.651168811024429,0.12861213475797,20.5366982023865,1.48964552942558,0.154569546753147,10.4477416962456,1.71275148152878,0.137462014031539,8.2738572473207,0.714677423789048,0.05503089069756,7.76718986606553,0.665964915299191,0.0199270372900069,2.93550906473122,NA,NA,NA,0.208307579506977,0.0118638991428895,1.5856938350489,0.105850891876535,0.0149512195339668,1.08229994470858,0.285824837761723,0.0187734908889966,0.691157362174437,0.246264469162139,0.0169190403215219,0.480987011428188,0.217262735565636,0.0117415890661694,0.681404275503012,0.255104996239849,0.0286072847522252,1.51684224143235,0.213525011176298,0.0449330947245292,7.68779738800441,0.135104830667732,0.0363098493432551,2.59568574673888,0.300640377514445,0.0239976875626109,2.15770750164259,0.0980667450829606,0.0134499601158641,1.9128796487082,0.140103273871735,0.00890010062553759,1.02083924824137,NA,NA,NA
"Indus",4.02250186838375,0.795661816769853,19.2444027297371,4.3529492207545,0.838101958301133,19.1234453932623,7.13747761123602,1.16173818835556,16.1643477994224,9.66832080811648,1.49383553546588,15.2371717217473,7.98083439818983,1.91296922409725,23.6286951815525,14.5802431800003,5.45190289703947,37.1904101914188,12.0311674387232,4.99963551967925,41.1662081025964,18.6004476162291,4.95753884461757,26.5995117994942,19.2330876265887,4.49498171810039,23.3195726119814,9.3872217024167,2.05154210068568,21.840558301515,2.13261838355929,0.369172989714654,17.3251035177634,NA,NA,NA,0.890318543042328,0.322921547160639,4.60391820737973,0.494216817895778,0.19653425164664,3.61228227841041,0.930655868738871,0.242467705263444,1.78196275000679,2.00682047261266,0.46775351379708,2.23146747851729,0.890682087949967,0.627874800206899,5.65919541917806,1.45535532757722,1.08304387375775,4.86100576473423,1.67175808331288,1.17544651330219,5.70102741556587,1.21150744201839,0.879549323034816,4.10095472003399,1.6809541839928,0.741761354832708,2.92579299452686,0.465415196271728,0.378106115186163,3.70672823669527,0.280040036966905,0.100671481924293,4.10167266496316,NA,NA,NA
"Amu_Darya",0.0257071805003495,0.00778635840812591,29.4919176011349,0.0108765843235518,0.00342418496020686,32.8680726710779,0.0115761159405802,0.00365173915530758,37.3976417296399,0.0560198669262975,0.0153130881631742,28.255222420671,0.124776551122517,0.0257933923549652,20.6142081210958,0.543585840762638,0.173536650812659,31.8037367373135,0.75975009774736,0.307875459949123,40.5240039363125,1.27227293352692,0.536458486579852,42.0594378744781,0.822162131550432,0.33054634508594,40.3628996234964,0.617925362074169,0.253800466031174,41.0581997167318,0.108566187984969,0.0447574680957677,39.701304294935,NA,NA,NA,0.00364584938476633,0.00313536753787048,7.16285100488394,0.00683854065453941,0.00252475505500505,9.0317879676574,0.0074838310221674,0.00133422006100777,11.8517794428557,0.0376910405085356,0.00886636966462847,4.94794479868496,0.0371787066535868,0.0111413518395167,5.75502755982804,0.0449507428688291,0.0378119294401196,5.41434393721671,0.0831134167599806,0.0439508446904865,3.75098817417669,0.0925570126770954,0.0718379195419276,3.20955972806093,0.0693203772093567,0.0192998260106206,3.06565326725199,0.0640337560483295,0.0316679848461277,2.79202447526508,0.0447964948550448,0.0233887194818991,4.99652939689032,NA,NA,NA
"Brahmaputra",4.04118266356443,0.11094974785948,2.68601814558092,3.89443358787613,0.18187060011274,4.67392678771288,4.42782012685677,0.205756134705403,4.6199971983411,1.62180198198076,0.0829774409754287,5.15554434703679,2.98093972623915,0.103747564856874,3.41303042012689,1.96107793656039,0.0655086765996472,2.8121910029133,2.39575790439304,0.039445448313544,1.7695947606494,0.806745129224398,0.00626634232148644,0.464678924251288,0.959505646657547,0.00280642871767861,0.223997132817189,1.59998009737079,0.0033970367339199,0.175111432701373,1.14679895112557,0.00574767281812567,0.454576588400309,NA,NA,NA,0.315755896148725,0.0474297876065889,1.03200262002588,0.181279024071151,0.0557261924262786,1.39779491581612,0.202182126552369,0.0715680640694272,1.48445158731877,0.0727686436390623,0.0256536651150176,1.71144179112994,0.295907615831175,0.0568929508645968,1.60078215422867,1.12869837042491,0.0588635627062989,1.28162114282517,1.33632762679408,0.0255040574445307,1.38920855007047,0.614581505154924,0.0104704242191649,0.493876228156234,0.614207540469993,0.00399859469829805,0.187318208486065,0.468327575420975,0.00509814560249231,0.209686410678936,0.225553913087637,0.00696255785522591,0.486667323165786,NA,NA,NA
"Syr_Darya",0.0132560281017321,0.00211784955102966,13.0025125043429,0.0021973639304349,0.000583882420634563,24.6865857268061,0.000932928052045923,0.000275016350240881,NA,0.00414536536983512,0.00136560537629108,29.9339390671178,0.0237854014181309,0.00643327003969515,26.6985905763731,0.237899425591914,0.0533678051697693,23.0757865542553,0.640249081304587,0.133657823151104,21.4178136119426,0.842590474674518,0.260470636502796,30.8232967718257,0.554818633450578,0.179720750947299,32.2714500400454,0.37707094997022,0.110534338010229,29.247278240322,0.0269742475691276,0.00790483215426078,23.4037522592781,NA,NA,NA,0.00921248676550905,0.00215237135562795,5.81219259072787,0.001655710369675,0.000500606990708331,5.41415172172026,0.00087377994935277,0.000240684675142824,NA,0.00618765637068878,0.0021733118215941,4.02916159706712,0.0176049667260632,0.00489764105097969,2.23573963291427,0.0559025483776231,0.00872918234329793,4.62654907772348,0.170156751868938,0.0218211293059297,3.52989248767247,0.0859187277505726,0.0450933746084377,3.45136455943536,0.0686525835780111,0.0336134298354301,3.8365940292486,0.0518757083319907,0.0233037257305019,3.82063043602101,0.0329428702490901,0.0106816238576586,6.15251874822378,NA,NA,NA
"Salween",0.028318722707894,1.52848246167615e-06,0.00436855771525634,0.0380006822657168,1.81792889588463e-06,0.0035591338691089,0.040429493171431,6.78934861505776e-06,0.0123964726726997,0.0250073577457646,7.98020760559225e-06,0.0310881011112723,0.02090244805284,0.00035726419385089,1.88120310210099,0.0406913013870867,0.00033630608827297,0.430546518539013,0.00349517214432993,1.27889017305348e-05,0.205552881900317,0.00035133365580009,8.49360736765491e-08,0.0199766286832962,0.00029857029392133,4.05707775792984e-08,0.00985888963907056,2.34835030710201e-05,7.61626989479394e-09,NA,0.0448574524161563,2.59737852087547e-06,0.00467376515403829,NA,NA,NA,0.00864973855751725,3.62074429995067e-06,0.0102108689391361,0.0162830893987588,4.33606832218033e-06,0.00836967959215889,0.0114022657520744,1.34246743678205e-05,0.0239090025733133,0.00645392406649333,8.77636747672596e-06,0.0343170832421054,0.00652643110597041,0.000438532399317423,2.48717937389431,0.0229091551978406,0.000789155670114713,0.986525800170135,0.00251350778466261,2.98393754548577e-05,0.480090719457426,0.000289948744954114,1.78937424376561e-07,0.0448232618636281,0.000151980774197199,9.90847480638969e-08,0.0240094707571546,3.08395113016784e-05,1.86382961438087e-08,NA,0.00790803498158523,5.59399345201493e-06,0.00984148639131806,NA,NA,NA
"Tarim",0.0183485166186175,0.00642724131437357,34.6258896954416,0.0167212183801424,0.00599299632569528,35.2215904847044,0.0151372633436482,0.00642507869574281,42.4189288845662,0.0131563568047113,0.0035146400882195,26.9038765002831,0.972652335887659,0.42433071283523,43.2824986065609,1.63438188272355,0.673914648076313,41.184986087813,2.03998423236016,0.820940501322404,40.205641396378,1.74077510936328,0.574241241046644,32.8641019059032,0.833727649909219,0.231455874269476,27.7683693804319,0.0728644538764032,0.0178128005770133,23.8797879707113,0.0113554987887608,0.00376058384285671,32.3082830285693,NA,NA,NA,0.00300009764169939,0.00170067056769975,3.89024629820549,0.00314811084214038,0.00208883495323947,5.71894770013648,0.00132682439148997,0.00153012875272106,9.23416162410455,0.00911536723115389,0.00238892819082911,3.4269790801722,0.0466240720002765,0.114724887374971,9.46368697561075,0.0558626540119865,0.0768440686072094,3.88560207283173,0.0370795675837382,0.0930774469912638,4.07161512760693,0.0785723716234919,0.0908931558849443,3.63790258768184,0.0269793296137227,0.0371541622828142,4.43252955760369,0.0240291084605465,0.00828847820293667,3.91572171792159,0.00647246786566548,0.00256172840238613,5.23578142041227,NA,NA,NA
