"Jan_irrigationGrwt","Jan_IrrGrwt_km3_pgi","Jan_IrrGrwt_percent_pgi","Feb_irrigationGrwt","Feb_IrrGrwt_km3_pgi","Feb_IrrGrwt_percent_pgi","Mar_irrigationGrwt","Mar_IrrGrwt_km3_pgi","Mar_IrrGrwt_percent_pgi","Apr_irrigationGrwt","Apr_IrrGrwt_km3_pgi","Apr_IrrGrwt_percent_pgi","May_irrigationGrwt","May_IrrGrwt_km3_pgi","May_IrrGrwt_percent_pgi","Jun_irrigationGrwt","Jun_IrrGrwt_km3_pgi","Jun_IrrGrwt_percent_pgi","Jul_irrigationGrwt","Jul_IrrGrwt_km3_pgi","Jul_IrrGrwt_percent_pgi","Aug_irrigationGrwt","Aug_IrrGrwt_km3_pgi","Aug_IrrGrwt_percent_pgi","Sep_irrigationGrwt","Sep_IrrGrwt_km3_pgi","Sep_IrrGrwt_percent_pgi","Oct_irrigationGrwt","Oct_IrrGrwt_km3_pgi","Oct_IrrGrwt_percent_pgi","Nov_irrigationGrwt","Nov_IrrGrwt_km3_pgi","Nov_IrrGrwt_percent_pgi","Dec_irrigationGrwt","Dec_IrrGrwt_km3_pgi","Dec_IrrGrwt_percent_pgi","Jan_irrigationGrwt_stdev","Jan_IrrGrwt_km3_pgi_stdev","Jan_IrrGrwt_percent_pgi_stdev","Feb_irrigationGrwt_stdev","Feb_IrrGrwt_km3_pgi_stdev","Feb_IrrGrwt_percent_pgi_stdev","Mar_irrigationGrwt_stdev","Mar_IrrGrwt_km3_pgi_stdev","Mar_IrrGrwt_percent_pgi_stdev","Apr_irrigationGrwt_stdev","Apr_IrrGrwt_km3_pgi_stdev","Apr_IrrGrwt_percent_pgi_stdev","May_irrigationGrwt_stdev","May_IrrGrwt_km3_pgi_stdev","May_IrrGrwt_percent_pgi_stdev","Jun_irrigationGrwt_stdev","Jun_IrrGrwt_km3_pgi_stdev","Jun_IrrGrwt_percent_pgi_stdev","Jul_irrigationGrwt_stdev","Jul_IrrGrwt_km3_pgi_stdev","Jul_IrrGrwt_percent_pgi_stdev","Aug_irrigationGrwt_stdev","Aug_IrrGrwt_km3_pgi_stdev","Aug_IrrGrwt_percent_pgi_stdev","Sep_irrigationGrwt_stdev","Sep_IrrGrwt_km3_pgi_stdev","Sep_IrrGrwt_percent_pgi_stdev","Oct_irrigationGrwt_stdev","Oct_IrrGrwt_km3_pgi_stdev","Oct_IrrGrwt_percent_pgi_stdev","Nov_irrigationGrwt_stdev","Nov_IrrGrwt_km3_pgi_stdev","Nov_IrrGrwt_percent_pgi_stdev","Dec_irrigationGrwt_stdev","Dec_IrrGrwt_km3_pgi_stdev","Dec_IrrGrwt_percent_pgi_stdev"
"Ganges",11.4945311818619,0.0337956002401026,0.281575649223403,14.5041292852685,0.0241941462430102,0.167037997578928,11.7688802732126,0.0145992153288384,0.125154186270358,14.5353705174213,0.0167510116133386,0.112333853988374,15.8758510587337,0.0433937822220004,0.269011778723788,12.9081781369603,0.552131081832792,3.97814999013555,6.67384270460933,0.254794814322767,3.66790572462393,9.59556701862342,0.201575822327555,2.17137031900505,15.7557998988406,0.227957441347812,1.38493272304428,8.89930142365095,0.131781039206583,1.36592055017872,10.4269315789153,0.0404458907512046,0.405451689176207,NA,NA,NA,1.30425487124918,0.0229257937873501,0.163262995072869,1.01221003545978,0.0110721067768115,0.0754112606145231,0.972493439384974,0.0061014441482848,0.0538259244444513,1.10638918780679,0.00931594184704243,0.054088231937809,1.23863488250749,0.0150026755592455,0.0833365559384194,3.88058927453736,0.351335945574752,1.56080414277812,1.48251146984274,0.130279011116496,1.70225270235424,1.16547601766123,0.112986759815354,1.45544339330489,2.77602736607206,0.149119512113993,0.738549204929426,2.62455919201018,0.104083207264753,0.712307475789339,1.44311904075839,0.0248656941483113,0.275745957744767,NA,NA,NA
"Mekong",1.97023839381419,2.59560010019762e-05,0.00127403648634383,1.55770415637228,6.24519769090485e-06,0.000395587729979804,0.625251187289307,9.28451968895574e-07,0.000146154413558422,0.436766652508549,3.77076494697886e-07,8.79345007371997e-05,1.21247569640308,2.52668221439201e-06,0.000225822724987016,1.07026796512672,5.33354940369902e-05,0.00555990848369376,1.02413082803914,4.79803874553195e-05,0.00437085766274802,0.616262287324115,1.19766689435045e-05,0.00265589191782853,0.452821895924595,1.32740847825604e-05,0.00293502293462647,0.658161263775166,8.45807513854702e-07,0.000123525040396891,1.70352700847555,2.72512640750503e-06,0.000139673773228479,NA,NA,NA,0.192529548877344,1.71735464635094e-05,0.0007619816055626,0.139253059055264,2.64258848607708e-06,0.000145434017752046,0.0590927048539004,4.03276203294384e-07,5.82653921809172e-05,0.128009788243436,1.71445079460251e-07,3.47365882730351e-05,0.235006563389713,2.4826900776631e-06,0.000241591937131277,0.300751224426174,4.9591369437349e-05,0.00499169528666506,0.270127651689704,4.54816970872898e-05,0.00376933558050929,0.21420358608199,1.75812916916052e-05,0.0049339860702394,0.161876197684869,1.41202234324535e-05,0.00324634309520663,0.0715759279829397,1.01747185476719e-06,0.000141861623343179,0.474220799160016,2.77554358934632e-06,0.00012974543900576,NA,NA,NA
"Irawaddy",0.45600096021455,1.09532819019321e-08,1.66909257631065e-06,0.711827778839116,7.14281069650513e-08,8.83657844879151e-06,0.362962422579343,3.01470176491851e-08,8.23154214248098e-06,0.132826917221436,9.87134889130282e-09,7.17627053449617e-06,0.0488114192839704,1.07062677666308e-07,0.000169581015611508,0.0742665417006139,3.52327021259848e-07,0.000223997095057639,0.160998518963967,1.04574047231024e-06,0.000442527416437946,0.0102887499263504,1.95072736273039e-08,0.000142001125811611,0.00573326661162277,5.14042248448651e-10,5.92048213057231e-06,0.000136463047639257,3.32398723578852e-12,NA,0.383214535075926,5.13559076546122e-09,1.00618936320756e-06,NA,NA,NA,0.187273777699799,1.76119352209404e-08,2.66229164311864e-06,0.0928529515687706,9.82571729873186e-08,1.1538523835066e-05,0.0480428647373546,3.09836282121387e-08,7.71978425898559e-06,0.0326482788916725,7.61200671498095e-09,5.55274484783696e-06,0.0261828238187596,1.23117466649008e-07,0.000173028822423125,0.0528287660257814,8.5981760403122e-07,0.000545285290445344,0.0859020103256763,1.82490771442337e-06,0.000810705577150589,0.00452733194289129,3.84370695701681e-08,0.000285845468148516,0.00199678217978686,1.23321179523457e-09,1.41120859054238e-05,0.000160649201557186,7.96773168435293e-12,NA,0.098978869219538,9.0385983696012e-09,1.75240957413125e-06,NA,NA,NA
"Luni_ext",0.368803404684473,0.00422692624786248,1.30812119919873,1.3207544757118,0.0047302235776854,0.356554369668666,1.6899860882139,0.00635589539584237,0.373572836931016,1.85879334506101,0.00479721408251777,0.259974853933917,1.89478475551992,0.0029375602732991,0.155782184812927,1.07777082394991,0.00303260568417824,0.285486316981196,0.651168811024429,0.00942585218780335,1.43513094234993,1.48964552942558,0.0279594811274123,1.89918450519454,1.71275148152878,0.049331838767717,2.96627722184648,0.714677423789048,0.0250218393099383,3.54744644623765,0.665964915299191,0.00730705050404834,1.04772515706513,NA,NA,NA,0.208307579506977,0.00120898796595407,0.384278692784125,0.105850891876535,0.0015445848075084,0.100651336382538,0.285824837761723,0.0018074027722815,0.0738943204615805,0.246264469162139,0.00122814435863415,0.0594746820333974,0.217262735565636,0.000624571997329662,0.0323654701813902,0.255104996239849,0.000630162685131483,0.0495134564155514,0.213525011176298,0.0044312526757381,0.480241716808246,0.135104830667732,0.00769779108305348,0.579947086773293,0.300640377514445,0.0143628827799419,0.96933653969736,0.0980667450829606,0.0073590368474658,1.0658232140657,0.140103273871735,0.00454011051187548,0.540006954360416,NA,NA,NA
"Indus",4.02250186838375,0.0911506688673411,2.20442490881794,4.3529492207545,0.0755122286928548,1.74030562717252,7.13747761123602,0.0820287914655252,1.15063619824723,9.66832080811648,0.0584633849698576,0.617959783702721,7.98083439818983,0.0431756411959722,0.546270858323685,14.5802431800003,0.282028800626672,1.91749188092614,12.0311674387232,0.514898930980999,4.21317098122275,18.6004476162291,1.13839998427633,6.12302758764467,19.2330876265887,1.64607663580654,8.5399135602833,9.3872217024167,0.742311899813004,7.9197099751155,2.13261838355929,0.0906862171925705,4.18064159074096,NA,NA,NA,0.890318543042328,0.0347858991443586,0.371202381010758,0.494216817895778,0.0120857634972931,0.2459477288853,0.930655868738871,0.0144830919011674,0.148352338296873,2.00682047261266,0.0103310094378286,0.131695904562878,0.890682087949967,0.00867086343185203,0.129064086890539,1.45535532757722,0.075772628436789,0.413758476230171,1.67175808331288,0.159339511174836,0.997061402679384,1.21150744201839,0.327301813830013,1.67345753621409,1.6809541839928,0.278896272586512,1.04683630031998,0.465415196271728,0.0888072249349873,0.981574847387412,0.280040036966905,0.0286140273767952,0.840688327870305,NA,NA,NA
"Amu_Darya",0.0257071805003495,0.000612705587844611,2.36714843608977,0.0108765843235518,0.000127535825501758,1.22674051192273,0.0115761159405802,7.69618262567294e-05,0.640680924228648,0.0560198669262975,0.000442236280491364,0.708433189865738,0.124776551122517,0.000900910251688475,0.73942709850444,0.543585840762638,0.00591048427761665,1.08336504246975,0.75975009774736,0.0222255640748623,2.951731312893,1.27227293352692,0.0916541642835654,7.22012068814138,0.822162131550432,0.0671126976089473,8.17550082953436,0.617925362074169,0.0390674884715624,6.29602900917948,0.108566187984969,0.00604173799440775,5.59705212584188,NA,NA,NA,0.00364584938476633,0.00015292746470389,0.396105868241165,0.00683854065453941,8.54695300853559e-05,0.526695894971549,0.0074838310221674,9.97978394210529e-05,0.616722865274721,0.0376910405085356,0.000447876535778333,0.203179835193355,0.0371787066535868,0.000246832347549156,0.102867531422998,0.0449507428688291,0.00155756439346634,0.237621116719804,0.0831134167599806,0.00235323998620251,0.423127555758236,0.0925570126770954,0.0113717219820837,0.865788228588572,0.0693203772093567,0.00719580339144209,0.737985329421106,0.0640337560483295,0.00639492693504038,0.559606201316885,0.0447964948550448,0.00255105404698814,0.424411203545773,NA,NA,NA
"Brahmaputra",4.04118266356443,0.000942264593003171,0.0229892699880619,3.89443358787613,0.00078831304705484,0.020463224538355,4.42782012685677,0.000876064917870235,0.0197732502489766,1.62180198198076,0.000383352747836509,0.0237602957746923,2.98093972623915,0.00109025048259337,0.036484130331934,1.96107793656039,0.00735776231286403,0.260081968448386,2.39575790439304,0.00858866697237835,0.395076303057845,0.806745129224398,0.00337789179093687,0.204548415050575,0.959505646657547,0.00133994806970787,0.0965561082959894,1.59998009737079,0.00116947188766578,0.0573201638528795,1.14679895112557,0.000518701247197721,0.0400579800257333,NA,NA,NA,0.315755896148725,0.000489240442859664,0.0111515099952409,0.181279024071151,0.000271523886708561,0.00756569127478472,0.202182126552369,0.000213406441023941,0.00461589319474225,0.0727686436390623,9.36797584786381e-05,0.00640621257170864,0.295907615831175,0.000438778282537261,0.0129982111192149,1.12869837042491,0.0100379465848802,0.271686073914403,1.33632762679408,0.0079742696751656,0.445555403595413,0.614581505154924,0.0071201773519553,0.35482719527479,0.614207540469993,0.00239668970473156,0.124626268984696,0.468327575420975,0.00218827562907869,0.0931488124485216,0.225553913087637,0.000828789058301224,0.0582187096993617,NA,NA,NA
"Syr_Darya",0.0132560281017321,0.000197576412618444,1.18787620719204,0.0021973639304349,5.74648049429321e-05,2.29279619471473,0.000932928052045923,2.76335234960883e-05,NA,0.00414536536983512,8.03260718859966e-05,1.54637785955016,0.0237854014181309,0.000210846576996754,0.825795412198006,0.237899425591914,0.00190168015101411,0.846937855227576,0.640249081304587,0.00843625116591304,1.37830391714196,0.842590474674518,0.0305315266705285,3.58824267458448,0.554818633450578,0.0248573748228133,4.48962608685842,0.37707094997022,0.0139382601629152,3.67198062697559,0.0269742475691276,0.000984445222505163,2.9239919648215,NA,NA,NA,0.00921248676550905,0.000203599875220777,0.667767656036488,0.001655710369675,6.06289508661277e-05,0.741215274376534,0.00087377994935277,2.56285595217941e-05,NA,0.00618765637068878,0.000131463294111325,0.538557596414581,0.0176049667260632,0.000184866270890114,0.230205442729601,0.0559025483776231,0.000365334705448922,0.287025135218428,0.170156751868938,0.000983413764457034,0.328861142482321,0.0859187277505726,0.00742392125287181,0.557902776278407,0.0686525835780111,0.00492116632283189,0.69442008709965,0.0518757083319907,0.0033304909542657,0.605775711191534,0.0329428702490901,0.00135290983567862,0.792012244861612,NA,NA,NA
"Salween",0.028318722707894,3.50208751367937e-08,9.90239517463451e-05,0.0380006822657168,4.42667533602287e-08,8.57718153768683e-05,0.040429493171431,3.38569444803965e-08,6.05033465248916e-05,0.0250073577457646,2.22022766611762e-08,8.5859404591433e-05,0.02090244805284,6.74984719655452e-08,0.000372502981247945,0.0406913013870867,7.06587964067364e-06,0.00890127794534036,0.00349517214432993,2.6467494273166e-07,0.00425793447080427,0.00035133365580009,2.43511408214827e-09,0.000601130183447539,0.00029857029392133,1.29959986882316e-09,0.000315072976794677,2.34835030710201e-05,2.44348573962083e-10,NA,0.0448574524161563,5.63785313058067e-08,9.96808055904813e-05,NA,NA,NA,0.00864973855751725,8.52348794736458e-08,0.00024090521820303,0.0162830893987588,1.07711338399187e-07,0.000208327874503833,0.0114022657520744,8.23919802160712e-08,0.000146735898042899,0.00645392406649333,2.45151026904143e-08,9.37196834966185e-05,0.00652643110597041,1.33219010057281e-07,0.000793141417450547,0.0229091551978406,1.71566893994525e-05,0.0215076243303398,0.00251350778466261,6.41592542571359e-07,0.0103213368210001,0.000289948744954114,5.83650983600521e-09,0.00145524467033525,0.000151980774197199,3.18254899526183e-09,0.000771530918909479,3.08395113016784e-05,5.98467513404428e-10,NA,0.00790803498158523,1.37231070320171e-07,0.000242344632968359,NA,NA,NA
"Tarim",0.0183485166186175,0.000821304071630489,4.65125663339126,0.0167212183801424,0.000404043110354527,2.36746848794806,0.0151372633436482,0.000172126670373905,1.13187001287265,0.0131563568047113,6.83436791732051e-05,0.532192166569715,0.972652335887659,0.00863655866386739,0.869075102742033,1.63438188272355,0.0551733123465007,3.36747173108784,2.03998423236016,0.229777882565371,11.2641792111755,1.74077510936328,0.257030266175204,14.7126088341233,0.833727649909219,0.112616679174771,13.4603889981994,0.0728644538764032,0.00608680833446011,8.20860991403065,0.0113554987887608,0.000473929382669478,4.02753576980149,NA,NA,NA,0.00300009764169939,0.000309174714655903,2.15223031553853,0.00314811084214038,0.000137036426087836,0.494681000687959,0.00132682439148997,5.20315922984371e-05,0.307372503305334,0.00911536723115389,4.36692240932577e-05,0.205139398464852,0.0466240720002765,0.00567077515250751,0.514584201487033,0.0558626540119865,0.00904075023326734,0.474054531714778,0.0370795675837382,0.0190158453321109,0.926386545156202,0.0785723716234919,0.0456308495062253,2.10765226956477,0.0269793296137227,0.0277093112322783,3.07783494425325,0.0240291084605465,0.00269409417887104,1.29924871483597,0.00647246786566548,0.0003524117027059,2.40843123501565,NA,NA,NA
